"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","ELOVL7:AKAP8L","chr5",60083161,"chr19",15514526,Inf,"239",850,TRUE,TRUE,TRUE,"Locus_5140_Transcript_2/14_Confidence_0.447_Length_2180",292,"HighConfidence","-"
"jaffa-direct","ZNF214:PRKCD","chr11",7023940,"chr3",53215223,Inf,"230",852,FALSE,TRUE,TRUE,"Locus_2_Transcript_721/960_Confidence_0.002_Length_2798",359,"HighConfidence","-"
"jaffa-direct","LAMC3:CCDC146","chr9",133942592,"chr7",76908254,Inf,"169",872,FALSE,TRUE,TRUE,"Locus_2826_Transcript_5/6_Confidence_0.102_Length_4382",2720,"HighConfidence","-"
"jaffa-direct","ZSCAN32:BCL2A1","chr16",3434459,"chr15",80253516,Inf,"200",835,FALSE,TRUE,TRUE,"Locus_2839_Transcript_8/27_Confidence_0.056_Length_1803",1532,"HighConfidence","-"
"jaffa-direct","ARID3C:GCH1","chr9",34627694,"chr14",55312570,Inf,"204",796,FALSE,TRUE,TRUE,"Locus_3588_Transcript_1/8_Confidence_0.091_Length_1634",348,"HighConfidence","-"
"jaffa-direct","KISS1:HP1BP3","chr1",204161902,"chr1",21097566,183064.341,"844",114,FALSE,TRUE,FALSE,"KISS1|ENSG00000170498.7--HP1BP3|ENSG00000127483.13:1010193_1_79982_534_154/1/1",57,"HighConfidence","-"
"jaffa-direct","DYNC2LI1:AL590708.2","chr2",44028056,"chr9",130890799,Inf,"213",745,FALSE,TRUE,TRUE,"Locus_3174_Transcript_4/6_Confidence_0.286_Length_1873",671,"HighConfidence","-"
"jaffa-direct","BNC2:FTCD","chr9",16435553,"chr21",47565861,Inf,"180",778,TRUE,TRUE,TRUE,"Locus_3659_Transcript_1/4_Confidence_0.225_Length_3266",833,"HighConfidence","-"
"jaffa-direct","KDM5C:FAM45A","chrX",53247458,"chr10",120879853,Inf,"196",757,FALSE,TRUE,TRUE,"Locus_3435_Transcript_9/22_Confidence_0.092_Length_2191",882,"HighConfidence","-"
"jaffa-direct","EFNA1:OSER1","chr1",155100545,"chr20",42835638,Inf,"145",747,FALSE,TRUE,TRUE,"Locus_3392_Transcript_3/11_Confidence_0.241_Length_2230",1597,"HighConfidence","-"
"jaffa-direct","SHF:REEP5","chr15",45464345,"chr5",112222880,Inf,"142",728,TRUE,TRUE,TRUE,"Locus_3240_Transcript_5/17_Confidence_0.326_Length_3617",2636,"HighConfidence","-"
"jaffa-direct","TRAPPC11:LILRA2","chr4",184600639,"chr19",55085298,Inf,"149",682,FALSE,TRUE,TRUE,"Locus_3220_Transcript_10/14_Confidence_0.236_Length_3207",1177,"HighConfidence","-"
"jaffa-direct","LARP1B:PNO1","chr4",129043343,"chr2",68385512,Inf,"151",672,TRUE,TRUE,TRUE,"Locus_3009_Transcript_4/13_Confidence_0.283_Length_3042",1717,"HighConfidence","-"
"jaffa-direct","GSTM1:AP1S2","chr1",110233186,"chrX",15864134,Inf,"778",1,FALSE,TRUE,TRUE,"GSTM1|ENSG00000134184.8--AP1S2|ENSG00000182287.9:28102209_1_67620_766_187/1/1",57,"HighConfidence","-"
"jaffa-direct","IQGAP3:SYNJ2","chr1",156500952,"chr6",158480289,Inf,"147",630,FALSE,TRUE,TRUE,"Locus_3366_Transcript_4/17_Confidence_0.410_Length_10740",4173,"HighConfidence","-"
"jaffa-direct","WDR88:NR1D2","chr19",33642216,"chr3",23997528,Inf,"135",636,FALSE,TRUE,TRUE,"Locus_3136_Transcript_8/10_Confidence_0.605_Length_6108",5199,"HighConfidence","-"
"jaffa-direct","RPL35A:AFF2","chr3",197678182,"chrX",147733520,Inf,"112",647,TRUE,TRUE,TRUE,"Locus_10_Transcript_14/16_Confidence_0.259_Length_1775",501,"HighConfidence","-"
"jaffa-direct","UMOD:VAX2","chr16",20348613,"chr2",71148228,Inf,"142",586,FALSE,TRUE,TRUE,"Locus_2792_Transcript_6/6_Confidence_0.045_Length_2810",862,"HighConfidence","-"
"jaffa-direct","MRPS26:TRBC2","chr20",3026926,"chr7",142499628,Inf,"157",564,FALSE,TRUE,TRUE,"Locus_5235_Transcript_3/6_Confidence_0.286_Length_594",272,"HighConfidence","-"
"jaffa-direct","DUSP19:SIK2","chr2",183948282,"chr11",111486967,Inf,"129",582,TRUE,TRUE,TRUE,"Locus_2_Transcript_245/960_Confidence_0.006_Length_7964",673,"HighConfidence","-"
"jaffa-direct","HSD17B2:PLA2G5","chr16",82104732,"chr1",20412576,Inf,"123",574,TRUE,TRUE,TRUE,"Locus_4262_Transcript_4/5_Confidence_0.588_Length_1681",844,"HighConfidence","-"
"jaffa-direct","WFDC8:ZIC3","chr20",44184340,"chrX",136651061,Inf,"120",576,TRUE,TRUE,TRUE,"Locus_1001_Transcript_10/12_Confidence_0.053_Length_1077",383,"HighConfidence","-"
"jaffa-direct","AP003068.23:NEDD1","chr11",64948696,"chr12",97313763,Inf,"100",579,FALSE,TRUE,TRUE,"Locus_4028_Transcript_16/18_Confidence_0.355_Length_6409",2925,"HighConfidence","-"
"jaffa-direct","SERPINC1:SCO2","chr1",173883691,"chr22",50962853,Inf,"139",531,TRUE,TRUE,TRUE,"Locus_2856_Transcript_6/15_Confidence_0.133_Length_1342",517,"HighConfidence","-"
"jaffa-direct","SFMBT1:TMEM174","chr3",52968829,"chr5",72469887,Inf,"142",493,FALSE,TRUE,TRUE,"Locus_3127_Transcript_1/8_Confidence_0.162_Length_1892",815,"HighConfidence","-"
"jaffa-direct","TPM2:RAPH1","chr9",35685266,"chr2",204312802,Inf,"117",516,FALSE,TRUE,TRUE,"Locus_1502_Transcript_26/29_Confidence_0.092_Length_3463",1715,"HighConfidence","-"
"jaffa-direct","ANKHD1:DUS3L","chr5",139928661,"chr19",5789727,Inf,"112",495,FALSE,TRUE,TRUE,"Locus_4364_Transcript_46/47_Confidence_0.409_Length_10610",1646,"HighConfidence","-"
"jaffa-direct","OBP2A:REPS2","chr9",138440655,"chrX",17086525,Inf,"89",455,FALSE,TRUE,TRUE,"Locus_1069_Transcript_16/16_Confidence_0.110_Length_3121",2663,"HighConfidence","-"
"jaffa-direct","DHX57:HRNR","chr2",39070147,"chr1",152195754,Inf,"86",428,FALSE,TRUE,TRUE,"Locus_2808_Transcript_12/22_Confidence_0.410_Length_3976",2534,"HighConfidence","-"
"jaffa-direct","FAM213A:FAM230A","chr10",82185762,"chr22",20695279,Inf,"97",413,FALSE,TRUE,TRUE,"Locus_1456_Transcript_5/7_Confidence_0.485_Length_1733",853,"HighConfidence","-"
"jaffa-direct","ANO5:BMP6","chr11",22294535,"chr6",7845373,Inf,"57",453,FALSE,TRUE,TRUE,"Locus_2780_Transcript_8/28_Confidence_0.251_Length_7320",2547,"HighConfidence","-"
"jaffa-direct","MAK:NOXA1","chr6",10819119,"chr9",140323728,Inf,"89",417,TRUE,TRUE,TRUE,"Locus_6489_Transcript_9/9_Confidence_0.019_Length_1421",343,"HighConfidence","-"
"jaffa-direct","RP1-66C13.4:TSPAN14","chr17",26207300,"chr10",82273775,Inf,"98",387,TRUE,TRUE,TRUE,"Locus_3385_Transcript_14/21_Confidence_0.562_Length_4544",4242,"HighConfidence","-"
"jaffa-direct","ZNF688:CHID1","chr16",30582755,"chr11",870499,Inf,"56",423,FALSE,TRUE,TRUE,"Locus_160_Transcript_12/34_Confidence_0.062_Length_861",447,"HighConfidence","-"
"jaffa-direct","DCUN1D3:RIMS1","chr16",20873430,"chr6",73107951,Inf,"93",372,FALSE,TRUE,TRUE,"Locus_2770_Transcript_5/11_Confidence_0.084_Length_2958",2125,"HighConfidence","-"
"jaffa-direct","PRSS45:IFNL3","chr3",46784403,"chr19",39734370,Inf,"411",37,TRUE,TRUE,TRUE,"PRSS45|ENSG00000188086.8--IFNL2|ENSG00000183709.7:11549381_0_120018_302_203/2/2",52,"HighConfidence","-"
"jaffa-direct","MTMR7:NAA25","chr8",17166786,"chr12",112498163,Inf,"95",352,FALSE,TRUE,TRUE,"Locus_3338_Transcript_4/8_Confidence_0.342_Length_5573",4355,"HighConfidence","-"
"jaffa-direct","SLC38A9:METAP2","chr5",54941617,"chr12",95876991,Inf,"46",382,FALSE,TRUE,TRUE,"Locus_3597_Transcript_1/15_Confidence_0.450_Length_4039",3525,"HighConfidence","-"
"jaffa-direct","WDR92:PDAP1","chr2",68365874,"chr7",99002576,Inf,"63",363,FALSE,TRUE,TRUE,"Locus_1667_Transcript_20/21_Confidence_0.396_Length_2555",1977,"HighConfidence","-"
"jaffa-direct","GRPEL2:MSRA","chr5",148725179,"chr8",10177393,Inf,"34",391,FALSE,TRUE,TRUE,"Locus_3755_Transcript_2/37_Confidence_0.017_Length_1040",203,"HighConfidence","-"
"jaffa-direct","LRRC49:PAK3","chr15",71197094,"chrX",110389749,Inf,"66",349,FALSE,TRUE,TRUE,"Locus_4956_Transcript_5/5_Confidence_0.256_Length_2238",412,"HighConfidence","-"
"jaffa-direct","KCND3:NUP153","chr1",112524243,"chr6",17662010,Inf,"55",349,TRUE,TRUE,TRUE,"Locus_3786_Transcript_10/16_Confidence_0.237_Length_5778",1580,"HighConfidence","-"
"jaffa-direct","ASTN1:DCTN6","chr1",176927481,"chr8",30036924,Inf,"72",309,FALSE,TRUE,TRUE,"Locus_3116_Transcript_7/13_Confidence_0.066_Length_2339",722,"HighConfidence","-"
"jaffa-direct","CASP9:GRIN2D","chr1",15820387,"chr19",48925042,Inf,"63",309,TRUE,TRUE,TRUE,"Locus_3424_Transcript_9/10_Confidence_0.328_Length_3926",2938,"HighConfidence","-"
"jaffa-direct","CPS1:TMEM134","chr2",211540564,"chr11",67232571,Inf,"55",305,FALSE,TRUE,TRUE,"Locus_2848_Transcript_11/16_Confidence_0.073_Length_822",441,"HighConfidence","-"
"jaffa-direct","BUB3:PTOV1","chr10",124917396,"chr19",50360232,Inf,"80",267,TRUE,TRUE,TRUE,"Locus_5093_Transcript_16/31_Confidence_0.143_Length_2004",1367,"HighConfidence","-"
"jaffa-direct","CYBB:ZBTB12","chrX",37663383,"chr6",31869102,Inf,"61",284,FALSE,TRUE,TRUE,"Locus_3051_Transcript_5/6_Confidence_0.222_Length_2721",1184,"HighConfidence","-"
"jaffa-direct","TRAPPC1:SOX9","chr17",7835049,"chr17",70118860,62283.808,"24",318,FALSE,TRUE,TRUE,"Locus_3822_Transcript_5/9_Confidence_0.105_Length_3332",3118,"HighConfidence","-"
"jaffa-direct","INF2:ASUN","chr14",105168093,"chr12",27069113,Inf,"53",287,TRUE,TRUE,TRUE,"Locus_2981_Transcript_12/26_Confidence_0.107_Length_1717",1186,"HighConfidence","-"
"jaffa-direct","AP2B1:ERI3","chr17",33932859,"chr1",44818597,Inf,"18",316,TRUE,TRUE,TRUE,"Locus_3406_Transcript_11/26_Confidence_0.090_Length_1580",513,"HighConfidence","-"
"jaffa-direct","RB1CC1:RAB33A","chr8",53571433,"chrX",129318259,Inf,"65",265,FALSE,TRUE,TRUE,"Locus_5713_Transcript_3/10_Confidence_0.204_Length_2801",2249,"HighConfidence","-"
"jaffa-direct","SGOL1:PGRMC2","chr3",20212535,"chr4",129192568,Inf,"68",260,FALSE,TRUE,TRUE,"Locus_3320_Transcript_6/13_Confidence_0.338_Length_3950",2216,"HighConfidence","-"
"jaffa-direct","SPI1:KIF14","chr11",47397184,"chr1",200523734,Inf,"249",71,FALSE,TRUE,TRUE,"SPI1|ENSG00000066336.7--KIF14|ENSG00000118193.7:10854549_1_166150_2343_120/1/1",64,"HighConfidence","-"
"jaffa-direct","ZSCAN5D:FRMPD1","chr19",56756794,"chr9",37733470,Inf,"60",227,FALSE,TRUE,TRUE,"Locus_3373_Transcript_2/9_Confidence_0.282_Length_1922",1366,"HighConfidence","-"
"jaffa-direct","FGF6:KMT2E","chr12",4554391,"chr7",104719293,Inf,"37",247,FALSE,TRUE,TRUE,"Locus_3229_Transcript_7/12_Confidence_0.317_Length_5460",390,"HighConfidence","-"
"jaffa-direct","PPT1:PHF5A","chr1",40544232,"chr22",41864151,Inf,"64",213,FALSE,TRUE,TRUE,"Locus_3261_Transcript_8/9_Confidence_0.115_Length_1280",962,"HighConfidence","-"
"jaffa-direct","C12orf55:TMEM198","chr12",96915967,"chr2",220413874,Inf,"35",240,FALSE,TRUE,TRUE,"Locus_2976_Transcript_2/5_Confidence_0.500_Length_2037",1042,"HighConfidence","-"
"jaffa-direct","MIPOL1:ZNF513","chr14",37777294,"chr2",27601238,Inf,"42",230,FALSE,TRUE,TRUE,"Locus_3487_Transcript_5/10_Confidence_0.242_Length_2141",1127,"HighConfidence","-"
"jaffa-direct","B4GALT1:USF2","chr9",33135187,"chr19",35760484,Inf,"61",208,FALSE,TRUE,TRUE,"Locus_2968_Transcript_6/19_Confidence_0.184_Length_2395",792,"HighConfidence","-"
"jaffa-direct","TCF20:STIM2","chr22",42605657,"chr4",27010050,Inf,"34",233,TRUE,TRUE,TRUE,"Locus_2944_Transcript_18/19_Confidence_0.147_Length_8154",5716,"HighConfidence","-"
"jaffa-direct","ATP8A1:ERI1","chr4",42446595,"chr8",8873832,Inf,"31",236,TRUE,TRUE,TRUE,"Locus_2_Transcript_41/960_Confidence_0.002_Length_4586",1399,"HighConfidence","-"
"jaffa-direct","CCDC103:SBNO2","chr17",42979020,"chr19",1112536,Inf,"50",215,TRUE,TRUE,TRUE,"Locus_3209_Transcript_5/9_Confidence_0.257_Length_2681",403,"HighConfidence","-"
"jaffa-direct","WFDC5:MLF1","chr20",43739015,"chr3",158315869,Inf,"16",241,TRUE,TRUE,TRUE,"Locus_3489_Transcript_6/6_Confidence_0.214_Length_1173",455,"HighConfidence","-"
"jaffa-direct","PCDH7:ZNF438","chr4",30726218,"chr10",31134502,Inf,"46",211,FALSE,TRUE,TRUE,"Locus_4384_Transcript_6/13_Confidence_0.363_Length_5109",940,"HighConfidence","-"
"jaffa-direct","KPNA7:SYNGR2","chr7",98792693,"chr17",76166898,Inf,"36",221,FALSE,TRUE,TRUE,"Locus_4214_Transcript_16/16_Confidence_0.247_Length_2790",2139,"HighConfidence","-"
"jaffa-direct","VWA9:MED30","chr15",65891210,"chr8",118540890,Inf,"52",204,FALSE,TRUE,TRUE,"Locus_3555_Transcript_4/15_Confidence_0.234_Length_1532",991,"HighConfidence","-"
"jaffa-direct","PIWIL4:FAM187B","chr11",94331081,"chr19",35716115,Inf,"196",53,FALSE,TRUE,TRUE,"PIWIL4|ENSG00000134627.7--FAM187B|ENSG00000177558.3:10779618_0_113773_1771_123/1/1",55,"HighConfidence","-"
"jaffa-direct","CHST7:SCGB1D2","chrX",46434858,"chr11",62010761,Inf,"48",198,FALSE,TRUE,TRUE,"Locus_5555_Transcript_4/5_Confidence_0.513_Length_1913",1590,"HighConfidence","-"
"jaffa-direct","CNTNAP2:MAT2A","chr7",147869570,"chr2",85768952,Inf,"44",193,FALSE,TRUE,TRUE,"Locus_3214_Transcript_12/18_Confidence_0.385_Length_3807",3231,"HighConfidence","-"
"jaffa-direct","MPV17L:LSM6","chr16",15501710,"chr4",147104064,Inf,"213",9,FALSE,TRUE,TRUE,"MPV17L|ENSG00000156968.8--LSM6|ENSG00000164167.5:10660930_1_95251_447_174/1/1",38,"HighConfidence","-"
"jaffa-direct","MPZL2:EPPIN","chr11",118133646,"chr20",44166189,Inf,"42",175,TRUE,TRUE,TRUE,"Locus_5899_Transcript_1/9_Confidence_0.234_Length_1090",556,"HighConfidence","-"
"jaffa-direct","PRSS45:IFNL2","chr3",46784403,"chr19",39760555,Inf,"194",17,TRUE,TRUE,TRUE,"PRSS45|ENSG00000188086.8--IFNL2|ENSG00000183709.7:11080728_0_120018_413_138/1/1",40,"HighConfidence","-"
"jaffa-direct","FAT2:CDCA4","chr5",150906795,"chr14",105478272,Inf,"6",201,TRUE,TRUE,TRUE,"Locus_3401_Transcript_1/6_Confidence_0.584_Length_2710",873,"HighConfidence","-"
"jaffa-direct","KIAA1549L:SLC25A23","chr11",33573787,"chr19",6454099,Inf,"40",166,TRUE,TRUE,TRUE,"Locus_607_Transcript_3/10_Confidence_0.527_Length_6145",3385,"HighConfidence","-"
"jaffa-direct","EDNRB:LY6G6F","chr13",78477291,"chr6",31675235,Inf,"38",167,FALSE,TRUE,TRUE,"Locus_4965_Transcript_4/11_Confidence_0.444_Length_2212",1095,"HighConfidence","-"
"jaffa-direct","RPL36A-HNRNPH2:GJB3","chrX",100646810,"chr1",35250339,Inf,"183",18,TRUE,TRUE,TRUE,"RPL36A|ENSG00000241343.5--GJB3|ENSG00000188910.7:10937279_1_151579_1593_252/1/1",39,"HighConfidence","-"
"jaffa-direct","FOLR1:VSTM1","chr11",71903385,"chr19",54545623,Inf,"35",165,FALSE,TRUE,TRUE,"Locus_6542_Transcript_2/7_Confidence_0.171_Length_984",525,"HighConfidence","-"
"jaffa-direct","SOHLH2:PSMG3","chr13",36828182,"chr7",1607486,Inf,"16",177,TRUE,TRUE,TRUE,"Locus_3792_Transcript_1/23_Confidence_0.070_Length_915",425,"HighConfidence","-"
"jaffa-direct","LLGL2:GPR113","chr17",73539582,"chr2",26540430,Inf,"144",49,TRUE,TRUE,TRUE,"LLGL2|ENSG00000073350.9--GPR113|ENSG00000173567.10:1005063_0_85220_112_175/1/1",48,"HighConfidence","-"
"jaffa-direct","KCNJ3:PKN2","chr2",155566331,"chr1",89251787,Inf,"34",158,TRUE,TRUE,TRUE,"Locus_3953_Transcript_10/14_Confidence_0.085_Length_2055",1393,"HighConfidence","-"
"jaffa-direct","NEK1:DSG1","chr4",170508710,"chr18",28909855,Inf,"6",172,TRUE,TRUE,TRUE,"Locus_3005_Transcript_5/15_Confidence_0.492_Length_5659",1201,"HighConfidence","-"
