"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","ATP5A1:EPG5","chr18",43666974,"chr18",43446972,220.003,0,1,TRUE,TRUE,FALSE,"D2B75ACXX130819:5:2315:9593:31565/2",46,"MediumConfidence","-"
"jaffa-direct","NSMCE2:TRIB1","chr8",126194498,"chr8",126448248,253.751,0,1,FALSE,TRUE,FALSE,"D2BCKACXX130819:5:2212:3036:99005/2",49,"MediumConfidence","-"
"jaffa-direct","LINC00482:NPLOC4","chr17",79282985,"chr17",79556130,273.141,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:8:2116:5969:19324/1",40,"MediumConfidence","-"
"jaffa-direct","C9orf3:HIATL1","chr9",97563284,"chr9",97177440,385.841,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:1:2315:18662:60235/1",71,"MediumConfidence","-"
"jaffa-direct","FOXN2:FBXO11","chr2",48541953,"chr2",48066908,475.043,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:4:1216:1551:42292/2",41,"MediumConfidence","-"
"jaffa-direct","MOSPD2:PIR","chrX",14891880,"chrX",15425672,533.792,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:3:1315:12982:20056/1",48,"MediumConfidence","-"
"jaffa-direct","CEP135:TMEM165","chr4",56825932,"chr4",56290705,535.223,0,1,TRUE,TRUE,TRUE,"D2B83ACXX130818:6:2115:10167:97418/2",39,"MediumConfidence","-"
"jaffa-direct","DNAJC25:PTBP3","chr9",114429226,"chr9",115030475,601.249,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:8:1302:9051:31157/1",51,"MediumConfidence","-"
"jaffa-direct","C7orf50:AC147651.3","chr7",1166893,"chr7",563717,603.178,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:2:2114:17529:88979/2",61,"MediumConfidence","-"
"jaffa-direct","LIN37:FXYD3","chr19",36239659,"chr19",35613669,625.986,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:2:1303:11301:77829/1",36,"MediumConfidence","-"
"jaffa-direct","MLLT4:FGFR1OP","chr6",168265426,"chr6",167435897,829.524,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:2:2314:17261:4003/1",49,"MediumConfidence","-"
"jaffa-direct","LAMP2:NKRF","chrX",119602961,"chrX",118726476,876.488,0,1,FALSE,TRUE,FALSE,"C29TWACXX130819:3:1107:19338:78204/1",58,"MediumConfidence","-"
"jaffa-direct","ACN9:SLC25A13","chr7",96747209,"chr7",95761193,986.018,0,1,TRUE,TRUE,TRUE,"D2FUTACXX130901:7:1308:20189:42437/2",41,"MediumConfidence","-"
"jaffa-direct","APRT:TCF25","chr16",88876478,"chr16",89976999,1100.522,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:1:2112:8281:92324/1",55,"MediumConfidence","-"
"jaffa-direct","MAPRE2:MOCOS","chr18",32585517,"chr18",33828885,1243.372,0,1,FALSE,TRUE,FALSE,"C29TWACXX130819:7:1312:17358:43192/1",42,"MediumConfidence","-"
"jaffa-direct","FAM20C:INTS1","chr7",195732,"chr7",1540002,1344.27,0,1,TRUE,TRUE,TRUE,"D2FUTACXX130901:7:1103:19921:28876/1",32,"MediumConfidence","-"
"jaffa-direct","EXT1:EIF3H","chr8",119122324,"chr8",117668244,1454.081,0,1,TRUE,TRUE,FALSE,"D2BCKACXX130819:8:1205:17681:38170/1",49,"MediumConfidence","-"
"jaffa-direct","CTC-559E9.6:ZNF431","chr19",19897500,"chr19",21372668,1475.174,0,1,FALSE,TRUE,FALSE,"D2BCKACXX130819:5:2216:7530:6306/2",66,"MediumConfidence","-"
"jaffa-direct","EXOC4:MTPN","chr7",133164892,"chr7",135614760,2449.868,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:2:2201:6271:52735/2",57,"MediumConfidence","-"
"jaffa-direct","CCDC130:SMARCA4","chr19",13843099,"chr19",11168934,2674.162,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:4:2211:8025:68095/1",61,"MediumConfidence","-"
"jaffa-direct","SNX14:MDN1","chr6",86252900,"chr6",90472249,4219.346,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:4:1111:8739:51368/1",43,"MediumConfidence","-"
"jaffa-direct","ACN9:CYP51A1","chr7",96747209,"chr7",91747929,4999.279,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:3:2304:6588:6223/2",53,"MediumConfidence","-"
"jaffa-direct","COPS2:TMEM87A","chr15",49447722,"chr15",42536365,6911.359,0,1,TRUE,TRUE,FALSE,"D2BCKACXX130819:6:1111:4646:75665/2",50,"MediumConfidence","-"
"jaffa-direct","DHRS7:MPP5","chr14",60616071,"chr14",67799497,7183.426,0,1,TRUE,TRUE,TRUE,"C29TWACXX130819:3:2207:20177:17728/1",57,"MediumConfidence","-"
"jaffa-direct","OXR1:STK3","chr8",107531367,"chr8",99761618,7769.749,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:2:1102:4717:12694/1",51,"MediumConfidence","-"
"jaffa-direct","SSR1:ATXN1","chr6",7313275,"chr6",16753578,9440.299,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:6:1203:14190:85729/1",68,"MediumConfidence","-"
"jaffa-direct","USPL1:PSPC1","chr13",31192193,"chr13",20315789,10876.402,0,1,FALSE,TRUE,TRUE,"H13N7ADXX130815:1:2114:6251:72296/2",51,"MediumConfidence","-"
"jaffa-direct","CRIM1:MSH2","chr2",36623930,"chr2",47690170,11066.242,0,1,FALSE,TRUE,FALSE,"D2FGHACXX130903:6:2201:11381:73867/1",57,"MediumConfidence","-"
"jaffa-direct","GTF2H5:FAM120B","chr6",158591570,"chr6",170697375,12105.807,0,1,FALSE,TRUE,FALSE,"H13N7ADXX130815:1:1211:1896:17413/2",43,"MediumConfidence","-"
"jaffa-direct","ABHD6:ZDHHC3","chr3",58223643,"chr3",45000952,13222.692,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:2:1315:1523:63671/2",38,"MediumConfidence","-"
"jaffa-direct","NDUFS4:RICTOR","chr5",52856590,"chr5",39021238,13835.351,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:8:2303:18816:67291/2",43,"MediumConfidence","-"
"jaffa-direct","RGPD8:FAM168B","chr2",113135630,"chr2",131840230,18704.598,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:4:1308:4407:18791/1",41,"MediumConfidence","-"
"jaffa-direct","AKAP10:ATP6V0A1","chr17",19880905,"chr17",40642505,20761.598,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:2:1215:11058:4899/1",52,"MediumConfidence","-"
"jaffa-direct","RYBP:ARIH2","chr3",72495647,"chr3",48999045,23496.603,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:8:1315:10616:32089/1",47,"MediumConfidence","-"
"jaffa-direct","PRKRIP1:YWHAG","chr7",102006523,"chr7",75959550,26046.973,0,1,FALSE,TRUE,TRUE,"D2FUTACXX130901:6:2109:14297:95717/2",41,"MediumConfidence","-"
"jaffa-direct","OSMR:NLN","chr5",38932637,"chr5",65108082,26175.449,0,1,FALSE,TRUE,FALSE,"D2B75ACXX130819:8:2102:10844:13864/2",59,"MediumConfidence","-"
"jaffa-direct","MANBA:G3BP2","chr4",103681875,"chr4",76587233,27094.645,0,1,TRUE,TRUE,FALSE,"D2B75ACXX130819:5:2111:21193:98556/1",44,"MediumConfidence","-"
"jaffa-direct","NUMBL:PET100","chr19",41183137,"chr19",7695709,33487.43,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:7:2110:4087:71750/2",53,"MediumConfidence","-"
"jaffa-direct","KTN1:SUPT16H","chr14",56114833,"chr14",21841589,34273.245,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:2:1213:12463:56493/2",59,"MediumConfidence","-"
"jaffa-direct","MTFR1:RAD21","chr8",66557019,"chr8",117879000,51321.984,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:4:1103:17634:59849/1",31,"MediumConfidence","-"
"jaffa-direct","RBBP5:SRGAP2B","chr1",205090983,"chr1",143915700,61175.284,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:6:1304:7386:21191/2",48,"MediumConfidence","-"
"jaffa-direct","CTD-2033A16.3:ITFG3","chr16",69761078,"chr16",299548,69461.523,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:3:2314:19548:26066/1",49,"MediumConfidence","-"
"jaffa-direct","CAMKK1:B3GNTL1","chr17",3772781,"chr17",81006661,77233.878,0,1,TRUE,TRUE,TRUE,"C29TWACXX130819:1:2306:20069:39708/1",41,"MediumConfidence","-"
"jaffa-direct","FAM60A:UBC","chr12",31478958,"chr12",125398320,93919.357,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:7:2204:5121:91188/1",54,"MediumConfidence","-"
"jaffa-direct","FARS2:AMD1","chr6",5261893,"chr6",111208708,105946.818,0,1,FALSE,TRUE,FALSE,"D2B75ACXX130819:7:1111:20453:21648/2",47,"MediumConfidence","-"
"jaffa-direct","FUBP1:IVNS1ABP","chr1",78414840,"chr1",185274775,106859.932,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:8:2310:3232:99397/1",70,"MediumConfidence","-"
"jaffa-direct","AGRN:PSMA5","chr1",985283,"chr1",109969062,108983.777,0,1,FALSE,TRUE,TRUE,"H13N7ADXX130815:2:2111:8884:9098/2",65,"MediumConfidence","-"
"jaffa-direct","PRKD3:IDH1","chr2",37506889,"chr2",209101893,171595.002,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:7:1211:6167:73640/2",53,"MediumConfidence","-"
"jaffa-direct","PARP1:RPS8","chr1",226561927,"chr1",45244248,181317.679,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:6:2102:14757:63617/1",36,"MediumConfidence","-"
"jaffa-direct","RCC1:RPS6KC1","chr1",28834672,"chr1",213415912,184581.244,0,1,FALSE,TRUE,FALSE,"D2BCKACXX130819:7:1303:6370:72856/2",36,"MediumConfidence","-"
"jaffa-direct","RPL11:CAPN2","chr1",24020403,"chr1",223946972,199926.572,0,1,TRUE,TRUE,FALSE,"D2BCKACXX130819:5:2210:15444:42873/2",70,"MediumConfidence","-"
"jaffa-direct","ATF3:SKI","chr1",212782272,"chr1",2234417,210547.853,0,1,FALSE,TRUE,TRUE,"D2FUTACXX130901:6:1209:12251:6517/1",59,"MediumConfidence","-"
"jaffa-direct","NUTM2A-AS1:UBE3D","chr10",89048199,"chr6",83602761,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:5:2308:20812:71432/2",43,"MediumConfidence","-"
"jaffa-direct","MYOF:PSMA7","chr10",95119590,"chr20",60716000,Inf,0,1,TRUE,TRUE,TRUE,"D2B75ACXX130819:4:2306:20643:76576/2",66,"MediumConfidence","-"
"jaffa-direct","YAP1:EEF1B2","chr11",102033302,"chr2",207026070,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:8:1208:2271:54075/1",53,"MediumConfidence","-"
"jaffa-direct","EXPH5:SLC11A2","chr11",108464145,"chr12",51404549,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:7:1310:2678:39188/1",64,"MediumConfidence","-"
"jaffa-direct","GDAP2:PARP8","chr1",118461219,"chr5",49962919,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:4:1213:10416:60912/2",50,"MediumConfidence","-"
"jaffa-direct","CSTF3:C6orf48","chr11",33182845,"chr6",31803188,Inf,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:6:1202:19052:28925/1",44,"MediumConfidence","-"
"jaffa-direct","CCNL2:SBDS","chr1",1333613,"chr7",66459328,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:6:2307:13977:20095/1",62,"MediumConfidence","-"
"jaffa-direct","PRR5L:MICAL3","chr11",36398254,"chr22",18304936,Inf,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:6:1311:11229:17194/1",65,"MediumConfidence","-"
"jaffa-direct","CKAP5:ATP5S","chr11",46776438,"chr14",50792327,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:7:2214:11364:7372/2",38,"MediumConfidence","-"
"jaffa-direct","TNKS1BP1:MAZ","chr11",57092314,"chr16",29819551,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:8:1306:19156:93566/2",54,"MediumConfidence","-"
"jaffa-direct","POU2F1:GNAS","chr1",167190195,"chr20",57470667,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:1:1314:10345:39960/2",45,"MediumConfidence","-"
"jaffa-direct","ORAOV1:RPLP1","chr11",69487984,"chr15",69747509,Inf,0,1,TRUE,TRUE,TRUE,"C29TWACXX130819:8:2209:16908:46528/2",60,"MediumConfidence","-"
"jaffa-direct","PPFIA1:LMNB2","chr11",70118542,"chr19",2434513,Inf,0,1,TRUE,TRUE,TRUE,"D2B75ACXX130819:2:2103:10353:85640/1",28,"MediumConfidence","-"
"jaffa-direct","AP000487.5:LSM12","chr11",70244204,"chr17",42141302,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:6:2309:18442:35255/2",47,"MediumConfidence","-"
"jaffa-direct","AP000487.5:RPS27A","chr11",70244204,"chr2",55459944,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:3:2211:3887:33482/1",47,"MediumConfidence","-"
"jaffa-direct","EPS8L2:NTAN1","chr11",706288,"chr16",15141407,Inf,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:3:2306:7920:51666/2",47,"MediumConfidence","-"
"jaffa-direct","RP11-660L16.2:EEF1D","chr11",71159931,"chr8",144669019,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:5:2206:11607:26466/1",61,"MediumConfidence","-"
"jaffa-direct","RP11-849H4.2:RP11-57H12.6","chr11",71627120,"chr1",95609447,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:1:1205:13651:90097/2",58,"MediumConfidence","-"
"jaffa-direct","TXNRD1:TRAP1","chr12",104721449,"chr16",3729791,Inf,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:5:2107:18035:95301/1",66,"MediumConfidence","-"
"jaffa-direct","CAMKK2:OSER1","chr12",121734441,"chr20",42835638,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:8:1308:13369:32891/2",61,"MediumConfidence","-"
"jaffa-direct","EP400:CTTN","chr12",132466141,"chr11",70269046,Inf,0,1,TRUE,TRUE,TRUE,"H13N7ADXX130815:2:1112:6488:22294/1",49,"MediumConfidence","-"
"jaffa-direct","RP13-672B3.2:CPT1A","chr12",133277955,"chr11",68566823,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:3:2302:17158:8951/1",52,"MediumConfidence","-"
"jaffa-direct","DERA:MYO5C","chr12",16185588,"chr15",52539211,Inf,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:3:1305:16519:45511/1",42,"MediumConfidence","-"
"jaffa-direct","OBSCN:CTTN","chr1",228476589,"chr11",70269046,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:6:2316:12319:68698/1",50,"MediumConfidence","-"
"jaffa-direct","RP11-386G11.10:VARS","chr12",49522647,"chr6",31760078,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:6:1312:17819:33446/2",69,"MediumConfidence","-"
"jaffa-direct","SPATS2:CCNI","chr12",49780920,"chr4",77976533,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:4:1115:13686:9948/1",42,"MediumConfidence","-"
"jaffa-direct","LARP4:PALLD","chr12",50794811,"chr4",169812073,Inf,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:6:1212:9367:14665/1",35,"MediumConfidence","-"
"jaffa-direct","CAND1:WIPI1","chr12",67686556,"chr17",66417961,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:6:2214:12158:55594/1",64,"MediumConfidence","-"
"jaffa-direct","U47924.27:MYL12B","chr12",7072511,"chr18",3272882,Inf,0,1,FALSE,TRUE,TRUE,"D2FUTACXX130901:7:2312:4179:91568/2",58,"MediumConfidence","-"
"jaffa-direct","RCC1:BTBD1","chr1",28834672,"chr15",83699080,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:2:2214:9279:97014/1",53,"MediumConfidence","-"
"jaffa-direct","RCC1:TGIF1","chr1",28834672,"chr18",3456352,Inf,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:5:2101:19589:37933/2",45,"MediumConfidence","-"
"jaffa-direct","RCC1:FSCN1","chr1",28834672,"chr7",5642888,Inf,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:1:1207:15608:33491/2",58,"MediumConfidence","-"
"jaffa-direct","RCC1:EEF1D","chr1",28834672,"chr8",144669022,Inf,0,1,FALSE,TRUE,TRUE,"H13N7ADXX130815:1:1112:5019:18272/1",59,"MediumConfidence","-"
"jaffa-direct","GGACT:RP11-3B12.1","chr13",101236079,"chr7",124765879,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:5:1310:14397:28763/1",43,"MediumConfidence","-"
"jaffa-direct","ANKRD10:L3HYPDH","chr13",111558380,"chr14",59939808,Inf,0,1,FALSE,TRUE,TRUE,"D2FUTACXX130901:5:1302:1773:91055/1",40,"MediumConfidence","-"
"jaffa-direct","RFC3:AKR1C2","chr13",34392402,"chr10",5041469,Inf,0,1,TRUE,TRUE,TRUE,"D2B75ACXX130819:3:2214:18978:50770/2",36,"MediumConfidence","-"
"jaffa-direct","CDC42BPB:SRSF11","chr14",103410228,"chr1",70715635,Inf,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:8:1114:18862:43790/2",35,"MediumConfidence","-"
"jaffa-direct","TTC6:AHSA2","chr14",38170731,"chr2",61406116,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:7:1301:10348:47787/2",63,"MediumConfidence","-"
"jaffa-direct","SIPA1L1:AUP1","chr14",71996087,"chr2",74756062,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:1:1305:10892:39753/2",32,"MediumConfidence","-"
"jaffa-direct","DICER1:ANP32B","chr14",95623567,"chr9",100756913,Inf,0,1,FALSE,TRUE,TRUE,"D2BCKACXX130819:3:2104:11380:97322/2",45,"MediumConfidence","-"
"jaffa-direct","NRD1:C6orf48","chr1",52305898,"chr6",31807320,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:3:1116:10631:97336/2",35,"MediumConfidence","-"
"jaffa-direct","RP11-532F12.5:ZNF513","chr15",41136377,"chr2",27603115,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:5:1114:10759:41185/2",42,"MediumConfidence","-"
"jaffa-direct","NDUFAF1:FXYD3","chr15",41687057,"chr19",35613669,Inf,0,1,FALSE,TRUE,TRUE,"C29TWACXX130819:7:1105:10721:36285/1",49,"MediumConfidence","-"
"jaffa-direct","RP11-108K3.1:KIAA0907","chr15",51329878,"chr1",155895634,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:4:1209:21279:57172/2",67,"MediumConfidence","-"
"jaffa-direct","FAM214A:SRSF11","chr15",52879348,"chr1",70687298,Inf,0,1,TRUE,TRUE,TRUE,"H13N7ADXX130815:1:1114:18137:59224/1",45,"MediumConfidence","-"
"jaffa-direct","CSNK1G1:SKP1","chr15",64648187,"chr5",133509713,Inf,0,1,FALSE,TRUE,TRUE,"H13N7ADXX130815:2:2201:3012:69197/2",42,"MediumConfidence","-"
"jaffa-direct","NR2F2:ACAP2","chr15",96869581,"chr3",195066046,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:6:2104:8268:64452/1",48,"MediumConfidence","-"
"jaffa-direct","HN1L:SEMA4B","chr16",1728357,"chr15",90760671,Inf,0,1,FALSE,TRUE,TRUE,"D2B83ACXX130818:7:2107:15421:8873/2",57,"MediumConfidence","-"
"jaffa-direct","SULT1A1:USP48","chr16",28631384,"chr1",22021714,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:8:2301:14148:80815/2",49,"MediumConfidence","-"
"jaffa-direct","SETD1A:B3GNTL1","chr16",30974875,"chr17",81006661,Inf,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:5:1103:18383:33661/1",56,"MediumConfidence","-"
"jaffa-direct","ITFG3:CDC42","chr16",319004,"chr1",22404922,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:5:2203:3216:91938/1",71,"MediumConfidence","-"
"jaffa-direct","TRADD:ATL2","chr16",67193741,"chr2",38570654,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:3:2103:7685:64725/2",34,"MediumConfidence","-"
"jaffa-direct","ZFP90:TAF6","chr16",68567758,"chr7",99711891,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:7:1113:3569:83191/2",51,"MediumConfidence","-"
"jaffa-direct","YWHAE:GNAS","chr17",1303341,"chr20",57470667,Inf,0,1,TRUE,TRUE,TRUE,"D2FGHACXX130903:3:1313:16339:94300/1",43,"MediumConfidence","-"
"jaffa-direct","C17orf76-AS1:SMC6","chr17",16342728,"chr2",17851842,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:4:1209:17620:9733/2",53,"MediumConfidence","-"
"jaffa-direct","RPL23A:SMARCA4","chr17",27050658,"chr19",11094800,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:8:1301:17507:22755/1",45,"MediumConfidence","-"
"jaffa-direct","SLFN5:SPTBN2","chr17",33570162,"chr11",66488911,Inf,0,1,FALSE,TRUE,TRUE,"D2FGHACXX130903:5:2314:1228:63655/1",35,"MediumConfidence","-"
"jaffa-direct","JUP:TRAF2","chr17",39942840,"chr9",139793165,Inf,0,1,FALSE,TRUE,TRUE,"D2B75ACXX130819:2:2116:8312:15230/2",64,"MediumConfidence","-"
"jaffa-direct","RPTOR:NAB1","chr17",78617610,"chr2",191523884,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:1:1102:9848:97199/1",53,"MediumConfidence","-"
"jaffa-direct","BAIAP2:HADHA","chr17",79031767,"chr2",26462011,Inf,0,1,TRUE,TRUE,TRUE,"D2BCKACXX130819:1:2316:17177:32114/1",35,"MediumConfidence","-"
