"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","UBXN2B:ZKSCAN2","chr8",59343228,"chr16",25264358,Inf,"351",1518,FALSE,TRUE,TRUE,"Locus_4_Transcript_62035/69008_Confidence_0.000_Length_6668",460,"HighConfidence","-"
"jaffa-direct","HOXA2:RHOF","chr7",27141729,"chr12",122217568,Inf,"332",1375,FALSE,TRUE,TRUE,"Locus_4_Transcript_34797/69008_Confidence_0.000_Length_2419",631,"HighConfidence","-"
"jaffa-direct","MRPL55:RFC3","chr1",228295678,"chr13",34409285,Inf,"299",1391,TRUE,TRUE,TRUE,"Locus_365_Transcript_61/65_Confidence_0.204_Length_1917",1496,"HighConfidence","-"
"jaffa-direct","MYF5:BTG3","chr12",81111343,"chr21",18977315,Inf,"231",1453,FALSE,TRUE,TRUE,"Locus_4_Transcript_35562/69008_Confidence_0.000_Length_1545",709,"HighConfidence","-"
"jaffa-direct","KRT40:CCNK","chr17",39139298,"chr14",99958963,Inf,"312",1329,FALSE,TRUE,TRUE,"Locus_4_Transcript_58951/69008_Confidence_0.000_Length_7440",6817,"HighConfidence","-"
"jaffa-direct","FADS2:CHP1","chr11",61608003,"chr15",41554954,Inf,"228",1407,FALSE,TRUE,TRUE,"Locus_1335_Transcript_44/68_Confidence_0.090_Length_2092",1509,"HighConfidence","-"
"jaffa-direct","KRT1:CLDN2","chr12",53071434,"chrX",106171281,Inf,"306",1300,TRUE,TRUE,TRUE,"Locus_4_Transcript_49052/69008_Confidence_0.000_Length_3685",2803,"HighConfidence","-"
"jaffa-direct","SEC16A:TAF10","chr9",139341679,"chr11",6632534,Inf,"248",1288,FALSE,TRUE,TRUE,"Locus_4_Transcript_22538/69008_Confidence_0.000_Length_8905",2013,"HighConfidence","-"
"jaffa-direct","TLCD2:EFTUD1","chr17",1613361,"chr15",82551496,Inf,"192",1316,FALSE,TRUE,TRUE,"Locus_81_Transcript_73/79_Confidence_0.107_Length_3798",364,"HighConfidence","-"
"jaffa-direct","ADM5:ARL6IP1","chr19",50193168,"chr16",18804692,Inf,"298",1209,FALSE,TRUE,TRUE,"Locus_4_Transcript_55380/69008_Confidence_0.000_Length_3150",1563,"HighConfidence","-"
"jaffa-direct","ALPP:SGCG","chr2",233245030,"chr13",23808750,Inf,"254",1210,TRUE,TRUE,TRUE,"Locus_4_Transcript_26064/69008_Confidence_0.000_Length_2253",1129,"HighConfidence","-"
"jaffa-direct","B4GALNT4:CCNH","chr11",380951,"chr5",86707163,Inf,"184",1278,FALSE,TRUE,TRUE,"Locus_572_Transcript_53/61_Confidence_0.080_Length_1823",1567,"HighConfidence","-"
"jaffa-direct","LRFN5:SNX6","chr14",42357213,"chr14",35099156,7258.054,"275",1150,FALSE,TRUE,TRUE,"Locus_4_Transcript_3867/69008_Confidence_0.000_Length_5081",1645,"HighConfidence","-"
"jaffa-direct","EAF2:GHSR","chr3",121573670,"chr3",172163255,50589.585,"286",1089,FALSE,TRUE,TRUE,"Locus_4_Transcript_61514/69008_Confidence_0.000_Length_754",241,"HighConfidence","-"
"jaffa-direct","RBP5:IL6","chr12",7281299,"chr7",22771025,Inf,"217",1098,FALSE,TRUE,TRUE,"Locus_3922_Transcript_12/12_Confidence_0.105_Length_715",226,"HighConfidence","-"
"jaffa-direct","PCNX:IFFO2","chr14",71556059,"chr1",19235160,Inf,"212",1095,FALSE,TRUE,TRUE,"Locus_4_Transcript_57692/69008_Confidence_0.000_Length_10315",4502,"HighConfidence","-"
"jaffa-direct","KCNG4:NLRP7","chr16",84270336,"chr19",55435240,Inf,"243",1030,FALSE,TRUE,TRUE,"Locus_259_Transcript_123/139_Confidence_0.018_Length_1182",821,"HighConfidence","-"
"jaffa-direct","LOXHD1:MSH6","chr18",44104671,"chr2",48018066,Inf,"243",984,FALSE,TRUE,TRUE,"Locus_4_Transcript_2471/69008_Confidence_0.000_Length_9697",1805,"HighConfidence","-"
"jaffa-direct","MRPS17:COL9A2","chr7",56021011,"chr1",40769348,Inf,"222",978,TRUE,TRUE,TRUE,"Locus_4_Transcript_51603/69008_Confidence_0.000_Length_2588",321,"HighConfidence","-"
"jaffa-direct","HOXC12:SCD","chr12",54349323,"chr10",102114184,Inf,"198",952,FALSE,TRUE,TRUE,"Locus_4_Transcript_66437/69008_Confidence_0.000_Length_3656",701,"HighConfidence","-"
"jaffa-direct","IL17RB:PCDHGA1","chr3",53894255,"chr5",140874374,Inf,"211",922,FALSE,TRUE,TRUE,"Locus_4_Transcript_2278/69008_Confidence_0.000_Length_2991",2124,"HighConfidence","-"
"jaffa-direct","GPR64:FCRL3","chrX",19014169,"chr1",157670375,Inf,"206",925,FALSE,TRUE,TRUE,"Locus_4_Transcript_63002/69008_Confidence_0.000_Length_5125",2407,"HighConfidence","-"
"jaffa-direct","SHF:REEP5","chr15",45464345,"chr5",112222880,Inf,"189",932,TRUE,TRUE,TRUE,"Locus_4_Transcript_42314/69008_Confidence_0.000_Length_3619",2639,"HighConfidence","-"
"jaffa-direct","ELOVL7:AKAP8L","chr5",60083161,"chr19",15514526,Inf,"241",851,TRUE,TRUE,TRUE,"Locus_4_Transcript_51078/69008_Confidence_0.000_Length_2171",287,"HighConfidence","-"
"jaffa-direct","ZNF214:PRKCD","chr11",7023940,"chr3",53215223,Inf,"230",852,FALSE,TRUE,TRUE,"Locus_4_Transcript_62762/69008_Confidence_0.000_Length_2810",359,"HighConfidence","-"
"jaffa-direct","ZSCAN32:BCL2A1","chr16",3434459,"chr15",80253516,Inf,"200",845,FALSE,TRUE,TRUE,"Locus_735_Transcript_159/159_Confidence_0.021_Length_1803",1532,"HighConfidence","-"
"jaffa-direct","FRMPD3:SP8","chrX",106804083,"chr7",20825414,Inf,"201",831,TRUE,TRUE,TRUE,"Locus_4_Transcript_15508/69008_Confidence_0.000_Length_2637",1092,"HighConfidence","-"
"jaffa-direct","HNRNPA3:KIF13B","chr2",178082573,"chr8",29006284,Inf,"120",903,FALSE,TRUE,TRUE,"Locus_4_Transcript_62599/69008_Confidence_0.000_Length_8522",1162,"HighConfidence","-"
"jaffa-direct","SLC6A15:KLHL42","chr12",85279690,"chr12",27944641,57335.048,"99",912,FALSE,TRUE,TRUE,"Locus_4_Transcript_53681/69008_Confidence_0.000_Length_1323",902,"HighConfidence","-"
"jaffa-direct","ARID3C:GCH1","chr9",34627694,"chr14",55312570,Inf,"205",804,FALSE,TRUE,TRUE,"Locus_2822_Transcript_9/31_Confidence_0.188_Length_1634",348,"HighConfidence","-"
"jaffa-direct","LAMC3:CCDC146","chr9",133942592,"chr7",76908254,Inf,"170",837,FALSE,TRUE,TRUE,"Locus_4_Transcript_53603/69008_Confidence_0.000_Length_4383",1662,"HighConfidence","-"
"jaffa-direct","KDM5C:FAM45A","chrX",53247458,"chr10",120879853,Inf,"196",767,FALSE,TRUE,TRUE,"Locus_4_Transcript_18176/69008_Confidence_0.000_Length_2189",1306,"HighConfidence","-"
"jaffa-direct","BNC2:FTCD","chr9",16435553,"chr21",47565861,Inf,"181",778,TRUE,TRUE,TRUE,"Locus_4_Transcript_5478/69008_Confidence_0.000_Length_3355",842,"HighConfidence","-"
"jaffa-direct","DYNC2LI1:AL590708.2","chr2",44028056,"chr9",130890799,Inf,"216",737,FALSE,TRUE,TRUE,"Locus_158_Transcript_51/53_Confidence_0.138_Length_1551",880,"HighConfidence","-"
"jaffa-direct","ARHGEF28:B3GNT4","chr5",73181929,"chr12",122690865,Inf,"174",778,FALSE,TRUE,TRUE,"Locus_4_Transcript_64894/69008_Confidence_0.000_Length_7056",3496,"HighConfidence","-"
"jaffa-direct","MKRN3:BTBD8","chr15",23812131,"chr1",92604907,Inf,"239",677,TRUE,TRUE,TRUE,"Locus_4_Transcript_54711/69008_Confidence_0.000_Length_799",311,"HighConfidence","-"
"jaffa-direct","MPV17L:LSM6","chr16",15501710,"chr4",147104064,Inf,"150",724,FALSE,TRUE,TRUE,"Locus_4_Transcript_8487/69008_Confidence_0.000_Length_929",478,"HighConfidence","-"
"jaffa-direct","PHF19:AMZ1","chr9",123628306,"chr7",2742356,Inf,"167",702,FALSE,TRUE,TRUE,"Locus_4_Transcript_37391/69008_Confidence_0.000_Length_2372",1343,"HighConfidence","-"
"jaffa-direct","ISOC1:CYHR1","chr5",128441081,"chr8",145689995,Inf,"180",653,TRUE,TRUE,TRUE,"Locus_868_Transcript_5/40_Confidence_0.128_Length_1309",743,"HighConfidence","-"
"jaffa-direct","PAOX:ZNF585A","chr10",135193001,"chr19",37660956,Inf,"170",658,FALSE,TRUE,TRUE,"Locus_895_Transcript_9/12_Confidence_0.195_Length_758",237,"HighConfidence","-"
"jaffa-direct","EFNA1:OSER1","chr1",155100545,"chr20",42835638,Inf,"101",725,FALSE,TRUE,TRUE,"Locus_253_Transcript_89/153_Confidence_0.032_Length_1973",511,"HighConfidence","-"
"jaffa-direct","LARP1B:PNO1","chr4",129043343,"chr2",68385512,Inf,"149",669,TRUE,TRUE,TRUE,"Locus_4_Transcript_25170/69008_Confidence_0.000_Length_2958",1241,"HighConfidence","-"
"jaffa-direct","SERPINC1:SCO2","chr1",173883691,"chr22",50962853,Inf,"134",682,TRUE,TRUE,TRUE,"Locus_1279_Transcript_83/99_Confidence_0.035_Length_1340",823,"HighConfidence","-"
"jaffa-direct","ZNF248:BAZ2A","chr10",38126545,"chr12",57011316,Inf,"188",624,TRUE,TRUE,TRUE,"Locus_4_Transcript_47406/69008_Confidence_0.000_Length_9292",761,"HighConfidence","-"
"jaffa-direct","TRAPPC11:LILRA2","chr4",184600639,"chr19",55085298,Inf,"147",655,FALSE,TRUE,TRUE,"Locus_1110_Transcript_49/49_Confidence_0.099_Length_2872",1138,"HighConfidence","-"
"jaffa-direct","MRPS26:TRBC2","chr20",3026926,"chr7",142499628,Inf,"166",609,FALSE,TRUE,TRUE,"Locus_4_Transcript_5636/69008_Confidence_0.000_Length_648",375,"HighConfidence","-"
"jaffa-direct","WDR88:NR1D2","chr19",33642216,"chr3",23997528,Inf,"139",626,FALSE,TRUE,TRUE,"Locus_4_Transcript_42724/69008_Confidence_0.000_Length_5650",4762,"HighConfidence","-"
"jaffa-direct","IQGAP3:SYNJ2","chr1",156500952,"chr6",158480289,Inf,"146",608,FALSE,TRUE,TRUE,"Locus_1376_Transcript_72/74_Confidence_0.280_Length_10740",6567,"HighConfidence","-"
"jaffa-direct","TNK1:SF3B14","chr17",7286408,"chr2",24290721,Inf,"176",559,FALSE,TRUE,TRUE,"Locus_2911_Transcript_22/35_Confidence_0.068_Length_562",317,"HighConfidence","-"
"jaffa-direct","ZCCHC8:RNF113B","chr12",122962388,"chr13",98828430,Inf,"149",575,TRUE,TRUE,TRUE,"Locus_4_Transcript_29196/69008_Confidence_0.000_Length_692",296,"HighConfidence","-"
"jaffa-direct","LHPP:TIMM10","chr10",126186697,"chr11",57297707,Inf,"144",572,TRUE,TRUE,TRUE,"Locus_4_Transcript_25267/69008_Confidence_0.000_Length_1209",640,"HighConfidence","-"
"jaffa-direct","HSD17B2:PLA2G5","chr16",82104732,"chr1",20412576,Inf,"122",579,TRUE,TRUE,TRUE,"Locus_2132_Transcript_13/14_Confidence_0.389_Length_1690",842,"HighConfidence","-"
"jaffa-direct","UMOD:VAX2","chr16",20348613,"chr2",71148228,Inf,"139",554,FALSE,TRUE,TRUE,"Locus_4_Transcript_27102/69008_Confidence_0.000_Length_2806",1948,"HighConfidence","-"
"jaffa-direct","CABLES1:SPINK13","chr18",20833030,"chr5",147661667,Inf,"136",545,FALSE,TRUE,TRUE,"Locus_4_Transcript_16475/69008_Confidence_0.000_Length_847",383,"HighConfidence","-"
"jaffa-direct","OARD1:HEATR5A","chr6",41039335,"chr14",31776085,Inf,"97",568,TRUE,TRUE,TRUE,"Locus_1114_Transcript_23/222_Confidence_0.006_Length_2051",1596,"HighConfidence","-"
"jaffa-direct","ANKHD1:DUS3L","chr5",139928661,"chr19",5789727,Inf,"141",515,FALSE,TRUE,TRUE,"Locus_4_Transcript_45253/69008_Confidence_0.000_Length_1980",1646,"HighConfidence","-"
"jaffa-direct","TPM2:RAPH1","chr9",35685266,"chr2",204312802,Inf,"119",518,FALSE,TRUE,TRUE,"Locus_4_Transcript_5052/69008_Confidence_0.000_Length_3456",1709,"HighConfidence","-"
"jaffa-direct","SFMBT1:TMEM174","chr3",52968829,"chr5",72469887,Inf,"142",492,FALSE,TRUE,TRUE,"Locus_1593_Transcript_63/82_Confidence_0.119_Length_3226",824,"HighConfidence","-"
"jaffa-direct","WFDC8:ZIC3","chr20",44184340,"chrX",136651061,Inf,"99",480,TRUE,TRUE,TRUE,"Locus_3256_Transcript_25/30_Confidence_0.052_Length_1058",382,"HighConfidence","-"
"jaffa-direct","RP1-66C13.4:TSPAN14","chr17",26207300,"chr10",82273775,Inf,"107",459,TRUE,TRUE,TRUE,"Locus_4365_Transcript_48/52_Confidence_0.262_Length_4332",298,"HighConfidence","-"
"jaffa-direct","OBP2A:REPS2","chr9",138440655,"chrX",17086525,Inf,"91",466,FALSE,TRUE,TRUE,"Locus_4_Transcript_1439/69008_Confidence_0.000_Length_3220",2465,"HighConfidence","-"
"jaffa-direct","RPL35A:AFF2","chr3",197678182,"chrX",147733520,Inf,"107",447,TRUE,TRUE,TRUE,"Locus_1308_Transcript_127/153_Confidence_0.045_Length_1774",1273,"HighConfidence","-"
"jaffa-direct","RBL1:RPF1","chr20",35689506,"chr1",84946639,Inf,"108",438,FALSE,TRUE,TRUE,"Locus_267_Transcript_33/47_Confidence_0.063_Length_1734",1312,"HighConfidence","-"
"jaffa-direct","MTMR7:NAA25","chr8",17166786,"chr12",112498163,Inf,"90",440,FALSE,TRUE,TRUE,"Locus_4_Transcript_65169/69008_Confidence_0.000_Length_5465",1150,"HighConfidence","-"
"jaffa-direct","MAK:NOXA1","chr6",10819119,"chr9",140323728,Inf,"91",433,TRUE,TRUE,TRUE,"Locus_4_Transcript_68811/69008_Confidence_0.000_Length_1425",356,"HighConfidence","-"
"jaffa-direct","ZNF688:CHID1","chr16",30582755,"chr11",870499,Inf,"64",441,FALSE,TRUE,TRUE,"Locus_4037_Transcript_7/31_Confidence_0.270_Length_858",411,"HighConfidence","-"
"jaffa-direct","RB1CC1:RAB33A","chr8",53571433,"chrX",129318259,Inf,"122",380,FALSE,TRUE,TRUE,"Locus_1416_Transcript_24/29_Confidence_0.167_Length_2810",564,"HighConfidence","-"
"jaffa-direct","DHX57:HRNR","chr2",39070147,"chr1",152195754,Inf,"82",409,FALSE,TRUE,TRUE,"Locus_2940_Transcript_54/57_Confidence_0.286_Length_5065",2531,"HighConfidence","-"
"jaffa-direct","FAN1:HHATL","chr15",31200461,"chr3",42741317,Inf,"75",405,TRUE,TRUE,TRUE,"Locus_1736_Transcript_69/102_Confidence_0.035_Length_1874",1642,"HighConfidence","-"
"jaffa-direct","DLG4:B3GALTL","chr17",7106743,"chr13",31897888,Inf,"94",381,FALSE,TRUE,TRUE,"Locus_4_Transcript_29953/69008_Confidence_0.000_Length_3710",2979,"HighConfidence","-"
"jaffa-direct","AP5M1:UGT1A1","chr14",57747140,"chr2",234676866,Inf,"71",400,FALSE,TRUE,TRUE,"Locus_1001_Transcript_63/118_Confidence_0.191_Length_8448",561,"HighConfidence","-"
"jaffa-direct","CDK7:CCR8","chr5",68531280,"chr3",39373809,Inf,"33",437,TRUE,TRUE,TRUE,"Locus_4_Transcript_39745/69008_Confidence_0.000_Length_1273",215,"HighConfidence","-"
"jaffa-direct","FAM160A2:GGT7","chr11",6235641,"chr20",33437863,Inf,"87",374,FALSE,TRUE,TRUE,"Locus_4_Transcript_57976/69008_Confidence_0.000_Length_1625",840,"HighConfidence","-"
"jaffa-direct","DCUN1D3:RIMS1","chr16",20873430,"chr6",73107951,Inf,"94",363,FALSE,TRUE,TRUE,"Locus_4_Transcript_61000/69008_Confidence_0.000_Length_2958",833,"HighConfidence","-"
"jaffa-direct","URGCP-MRPS24:PRMT3","chr7",43921506,"chr11",20483526,Inf,"83",373,TRUE,TRUE,TRUE,"Locus_4_Transcript_25804/69008_Confidence_0.000_Length_2328",924,"HighConfidence","-"
"jaffa-direct","HBB:TNIK","chr11",5247807,"chr3",170803018,Inf,"109",346,TRUE,TRUE,TRUE,"Locus_4_Transcript_48933/69008_Confidence_0.000_Length_4107",356,"HighConfidence","-"
"jaffa-direct","AGPS:SUPT7L","chr2",178301612,"chr2",27885148,150416.465,"85",345,FALSE,TRUE,TRUE,"Locus_4_Transcript_50193/69008_Confidence_0.000_Length_2972",2268,"HighConfidence","-"
"jaffa-direct","SLC38A9:METAP2","chr5",54941617,"chr12",95876991,Inf,"48",379,FALSE,TRUE,TRUE,"Locus_4_Transcript_2806/69008_Confidence_0.000_Length_4450",3110,"HighConfidence","-"
"jaffa-direct","CTF1:MUC16","chr16",30910854,"chr19",9000214,Inf,"44",378,TRUE,TRUE,TRUE,"Locus_4_Transcript_56956/69008_Confidence_0.000_Length_1794",1581,"HighConfidence","-"
"jaffa-direct","GRPEL2:MSRA","chr5",148725179,"chr8",10177393,Inf,"23",395,FALSE,TRUE,TRUE,"Locus_4_Transcript_55877/69008_Confidence_0.000_Length_957",203,"HighConfidence","-"
"jaffa-direct","LRRC49:PAK3","chr15",71197094,"chrX",110389749,Inf,"72",341,FALSE,TRUE,TRUE,"Locus_4_Transcript_59418/69008_Confidence_0.000_Length_2335",1860,"HighConfidence","-"
"jaffa-direct","KCND3:NUP153","chr1",112524243,"chr6",17662010,Inf,"56",338,TRUE,TRUE,TRUE,"Locus_4_Transcript_2602/69008_Confidence_0.000_Length_5785",4204,"HighConfidence","-"
"jaffa-direct","ANO5:BMP6","chr11",22294535,"chr6",7845373,Inf,"57",334,FALSE,TRUE,TRUE,"Locus_4_Transcript_29569/69008_Confidence_0.000_Length_7498",2552,"HighConfidence","-"
"jaffa-direct","CTSL:NIM1","chr9",90343064,"chr5",43277159,Inf,"88",295,FALSE,TRUE,TRUE,"Locus_4_Transcript_29024/69008_Confidence_0.000_Length_1401",1031,"HighConfidence","-"
"jaffa-direct","ASTN1:DCTN6","chr1",176927481,"chr8",30036924,Inf,"72",309,FALSE,TRUE,TRUE,"Locus_12_Transcript_15/81_Confidence_0.024_Length_2339",722,"HighConfidence","-"
"jaffa-direct","INF2:ASUN","chr14",105168093,"chr12",27069113,Inf,"51",329,TRUE,TRUE,TRUE,"Locus_290_Transcript_247/398_Confidence_0.014_Length_1717",530,"HighConfidence","-"
"jaffa-direct","ABCG1:GPSM3","chr21",43693545,"chr6",32159685,Inf,"69",304,FALSE,TRUE,TRUE,"Locus_4_Transcript_32485/69008_Confidence_0.000_Length_1653",733,"HighConfidence","-"
"jaffa-direct","PPT1:PHF5A","chr1",40544232,"chr22",41864151,Inf,"64",307,FALSE,TRUE,TRUE,"Locus_4_Transcript_60947/69008_Confidence_0.000_Length_1280",318,"HighConfidence","-"
"jaffa-direct","CPS1:TMEM134","chr2",211540564,"chr11",67232571,Inf,"55",305,FALSE,TRUE,TRUE,"Locus_4_Transcript_39667/69008_Confidence_0.000_Length_4884",441,"HighConfidence","-"
"jaffa-direct","CYBB:ZBTB12","chrX",37663383,"chr6",31869102,Inf,"68",282,FALSE,TRUE,TRUE,"Locus_4_Transcript_58303/69008_Confidence_0.000_Length_2931",1718,"HighConfidence","-"
"jaffa-direct","BUB3:PTOV1","chr10",124917396,"chr19",50360232,Inf,"72",270,TRUE,TRUE,TRUE,"Locus_4_Transcript_42529/69008_Confidence_0.000_Length_1779",626,"HighConfidence","-"
"jaffa-direct","SGOL1:PGRMC2","chr3",20212535,"chr4",129192568,Inf,"68",262,FALSE,TRUE,TRUE,"Locus_4_Transcript_65300/69008_Confidence_0.000_Length_3847",2114,"HighConfidence","-"
"jaffa-direct","ZNF487:FOLR4","chr10",43971650,"chr11",94039679,Inf,"58",268,FALSE,TRUE,TRUE,"Locus_3882_Transcript_36/37_Confidence_0.068_Length_782",319,"HighConfidence","-"
"jaffa-direct","B4GALT1:USF2","chr9",33135187,"chr19",35760484,Inf,"61",228,FALSE,TRUE,TRUE,"Locus_236_Transcript_132/154_Confidence_0.075_Length_2397",815,"HighConfidence","-"
"jaffa-direct","FGF6:KMT2E","chr12",4554391,"chr7",104719293,Inf,"37",248,FALSE,TRUE,TRUE,"Locus_333_Transcript_158/172_Confidence_0.057_Length_5517",390,"HighConfidence","-"
"jaffa-direct","KRT71:TNFRSF17","chr12",52946421,"chr16",12061427,Inf,"45",234,FALSE,TRUE,TRUE,"Locus_4_Transcript_58976/69008_Confidence_0.000_Length_1001",511,"HighConfidence","-"
"jaffa-direct","KHSRP:LDLR","chr19",6415391,"chr19",11226770,4811.38,"22",253,FALSE,TRUE,TRUE,"Locus_4_Transcript_32205/69008_Confidence_0.000_Length_4093",2138,"HighConfidence","-"
"jaffa-direct","CCDC103:SBNO2","chr17",42979020,"chr19",1112536,Inf,"49",224,TRUE,TRUE,TRUE,"Locus_5621_Transcript_22/23_Confidence_0.242_Length_2652",2278,"HighConfidence","-"
"jaffa-direct","PCDH7:ZNF438","chr4",30726218,"chr10",31134502,Inf,"46",211,FALSE,TRUE,TRUE,"Locus_816_Transcript_78/94_Confidence_0.148_Length_5109",940,"HighConfidence","-"
"jaffa-direct","VWA9:MED30","chr15",65891210,"chr8",118540890,Inf,"59",189,FALSE,TRUE,TRUE,"Locus_4412_Transcript_16/40_Confidence_0.215_Length_1644",539,"HighConfidence","-"
"jaffa-direct","CHST7:SCGB1D2","chrX",46434858,"chr11",62010761,Inf,"48",198,FALSE,TRUE,TRUE,"Locus_5161_Transcript_17/18_Confidence_0.510_Length_1961",1638,"HighConfidence","-"
"jaffa-direct","CNTNAP2:MAT2A","chr7",147869570,"chr2",85768952,Inf,"43",201,FALSE,TRUE,TRUE,"Locus_5625_Transcript_49/52_Confidence_0.229_Length_3843",625,"HighConfidence","-"
"jaffa-direct","MIPOL1:ZNF513","chr14",37777294,"chr2",27601238,Inf,"41",196,FALSE,TRUE,TRUE,"Locus_4_Transcript_34014/69008_Confidence_0.000_Length_2143",1014,"HighConfidence","-"
"jaffa-direct","DDHD1:PIGB","chr14",53570401,"chr15",55633936,Inf,"30",199,FALSE,TRUE,TRUE,"Locus_4140_Transcript_27/50_Confidence_0.305_Length_4396",476,"HighConfidence","-"
"jaffa-direct","TCF20:STIM2","chr22",42605657,"chr4",27010050,Inf,"34",179,TRUE,TRUE,TRUE,"Locus_4_Transcript_46503/69008_Confidence_0.000_Length_8342",2557,"HighConfidence","-"
"jaffa-direct","KPNA7:SYNGR2","chr7",98792693,"chr17",76166898,Inf,"40",173,FALSE,TRUE,TRUE,"Locus_757_Transcript_42/47_Confidence_0.196_Length_1804",645,"HighConfidence","-"
"jaffa-direct","FOLR1:VSTM1","chr11",71903385,"chr19",54545623,Inf,"32",180,FALSE,TRUE,TRUE,"Locus_6108_Transcript_72/80_Confidence_0.028_Length_1029",459,"HighConfidence","-"
"jaffa-direct","KIAA1549L:SLC25A23","chr11",33573787,"chr19",6454099,Inf,"38",168,TRUE,TRUE,TRUE,"Locus_2418_Transcript_53/65_Confidence_0.176_Length_4206",3385,"HighConfidence","-"
"jaffa-direct","EDNRB:LY6G6F","chr13",78477291,"chr6",31675235,Inf,"38",167,FALSE,TRUE,TRUE,"Locus_394_Transcript_14/23_Confidence_0.344_Length_2305",1082,"HighConfidence","-"
"jaffa-direct","NTN5:SH3RF1","chr19",49167400,"chr4",170017838,Inf,"6",194,FALSE,TRUE,TRUE,"Locus_4_Transcript_10208/69008_Confidence_0.000_Length_2922",2433,"HighConfidence","-"
"jaffa-direct","KCNJ3:PKN2","chr2",155566331,"chr1",89251787,Inf,"35",161,TRUE,TRUE,TRUE,"Locus_279_Transcript_48/57_Confidence_0.100_Length_2054",1392,"HighConfidence","-"
"jaffa-direct","MPZL2:EPPIN","chr11",118133646,"chr20",44166189,Inf,"34",159,TRUE,TRUE,TRUE,"Locus_6302_Transcript_10/24_Confidence_0.159_Length_1160",564,"HighConfidence","-"
"jaffa-direct","PLIN1:RRP9","chr15",90216441,"chr3",51968567,Inf,"50",133,TRUE,TRUE,TRUE,"Locus_4_Transcript_23676/69008_Confidence_0.000_Length_738",323,"HighConfidence","-"
"jaffa-direct","PSMB10:UBE3C","chr16",67968700,"chr7",156956504,Inf,"28",150,FALSE,TRUE,TRUE,"Locus_1642_Transcript_62/81_Confidence_0.333_Length_5957",4909,"HighConfidence","-"
"jaffa-direct","AOC2:CHKA","chr17",41001307,"chr11",67829501,Inf,"28",150,TRUE,TRUE,TRUE,"Locus_4533_Transcript_35/42_Confidence_0.268_Length_3427",1608,"HighConfidence","-"
"jaffa-direct","IL9R:SGPP1","chrX",155233225,"chr14",64153374,Inf,"19",159,FALSE,TRUE,TRUE,"Locus_4_Transcript_55096/69008_Confidence_0.000_Length_2865",2441,"HighConfidence","-"
