"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","BICC1:CISD1","chr10",60273093,"chr10",60036877,236.212,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:8:2306:11492:11995/2",60,"MediumConfidence","-"
"jaffa-direct","DIP2C:ZMYND11","chr10",465005,"chr10",225934,239.079,0,1,FALSE,TRUE,TRUE,"D1KVCACXX130129:2:2314:6201:82837/1",53,"MediumConfidence","-"
"jaffa-direct","NEMF:C14orf183","chr14",50307436,"chr14",50555913,248.475,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:5:2209:10845:86632/2",54,"MediumConfidence","-"
"jaffa-direct","LETMD1:ATF1","chr12",51442261,"chr12",51189692,252.564,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:1:1309:2483:88055/1",49,"MediumConfidence","-"
"jaffa-direct","RP11-59N23.1:CMAS","chr12",21913019,"chr12",22208083,295.065,0,1,FALSE,TRUE,FALSE,"D1KNFACXX130129:8:1304:12590:98277/2",42,"MediumConfidence","-"
"jaffa-direct","CTC-432M15.3:CDC42SE2","chr5",131132523,"chr5",130651669,480.856,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:5:1209:16496:74544/1",31,"MediumConfidence","-"
"jaffa-direct","ANXA8L2:LINC00842","chr10",47747132,"chr10",47099714,647.417,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:5:1207:20457:78079/2",41,"MediumConfidence","-"
"jaffa-direct","MAPK10:NUDT9","chr4",87515063,"chr4",88372741,857.68,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:6:2302:20737:82218/2",47,"MediumConfidence","-"
"jaffa-direct","SETD5:RP11-438J1.1","chr3",9439661,"chr3",10327432,887.774,0,1,FALSE,TRUE,FALSE,"D1KT4ACXX130122:7:2115:14441:13467/1",61,"MediumConfidence","-"
"jaffa-direct","WNT7A:SH3BP5","chr3",13896029,"chr3",15345738,1449.706,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:6:2214:6017:71184/1",45,"MediumConfidence","-"
"jaffa-direct","DCBLD2:NIT2","chr3",98568305,"chr3",100071248,1502.943,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:8:1212:9600:52922/1",46,"MediumConfidence","-"
"jaffa-direct","TRDMT1:RP11-499P20.2","chr10",17216550,"chr10",18802589,1586.037,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:7:1306:16197:66878/1",62,"MediumConfidence","-"
"jaffa-direct","HK1:MCU","chr10",71078766,"chr10",74594117,3515.353,0,1,TRUE,TRUE,FALSE,"D1KNFACXX130129:4:2305:13228:62290/2",58,"MediumConfidence","-"
"jaffa-direct","NT5C3B:MYO19","chr17",39983678,"chr17",34898014,5085.667,0,1,FALSE,TRUE,FALSE,"D1KVCACXX130129:5:2101:3963:8266/2",57,"MediumConfidence","-"
"jaffa-direct","ZCCHC11:CMPK1","chr1",52981563,"chr1",47838627,5142.936,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:5:1316:8049:71692/2",42,"MediumConfidence","-"
"jaffa-direct","CCDC150:GLS","chr2",197504502,"chr2",191818291,5686.206,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:1:1105:7092:79256/2",62,"MediumConfidence","-"
"jaffa-direct","TNRC6B:FBXO7","chr22",40574144,"chr22",32874968,7699.172,0,1,TRUE,TRUE,TRUE,"C1EHHACXX130117:6:1310:13966:96737/1",59,"MediumConfidence","-"
"jaffa-direct","TMEM44:IGF2BP2","chr3",194325016,"chr3",185376197,8948.821,0,1,TRUE,TRUE,FALSE,"D1KNFACXX130129:8:2105:6409:72577/1",34,"MediumConfidence","-"
"jaffa-direct","MRE11A:NARS2","chr11",94219090,"chr11",78154804,16064.29,0,1,FALSE,TRUE,FALSE,"D1KYPACXX130129:7:1208:14461:34530/1",66,"MediumConfidence","-"
"jaffa-direct","SDF2:GLOD4","chr17",26988744,"chr17",681984,26306.765,0,1,FALSE,TRUE,FALSE,"D1KYPACXX130129:4:2114:2322:9495/1",48,"MediumConfidence","-"
"jaffa-direct","DUSP22:SRPK1","chr6",304661,"chr6",35858790,35554.131,0,1,FALSE,TRUE,TRUE,"D1KVCACXX130129:7:1312:8708:10120/1",38,"MediumConfidence","-"
"jaffa-direct","HAT1:DARS","chr2",172803303,"chr2",136701050,36102.253,0,1,TRUE,TRUE,TRUE,"D1KT4ACXX130122:7:1104:6452:49118/2",49,"MediumConfidence","-"
"jaffa-direct","UBE2E2:FOXP1","chr3",23258803,"chr3",71161788,47902.988,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:8:1206:12304:59361/1",69,"MediumConfidence","-"
"jaffa-direct","ENAH:RFWD2","chr1",225840388,"chr1",176153828,49686.562,0,1,TRUE,TRUE,FALSE,"C1EHHACXX130117:7:1103:19408:3706/2",52,"MediumConfidence","-"
"jaffa-direct","KCTD7:NDUFB2","chr7",66205779,"chr7",140402666,74196.893,0,1,FALSE,TRUE,FALSE,"D1KNFACXX130129:4:1303:18791:24826/2",40,"MediumConfidence","-"
"jaffa-direct","PFKP:CNTROB","chr10",3162236,"chr17",7852703,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:7:2108:9559:73255/1",61,"MediumConfidence","-"
"jaffa-direct","AGAP6:PSMB1","chr10",51754189,"chr6",170858201,Inf,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:6:2107:8021:20700/2",53,"MediumConfidence","-"
"jaffa-direct","ENTPD1-AS1:ANP32B","chr10",97667420,"chr9",100756913,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:2:1315:15365:40216/2",52,"MediumConfidence","-"
"jaffa-direct","R3HCC1L:SH3TC2","chr10",99922732,"chr5",148431803,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:5:1305:8470:24803/2",34,"MediumConfidence","-"
"jaffa-direct","ZBED5-AS1:MYOF","chr11",10879913,"chr10",95116605,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:5:2302:19542:80854/2",32,"MediumConfidence","-"
"jaffa-direct","MTCH2:DAP3","chr11",47660251,"chr1",155701147,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:8:2210:2834:83098/1",44,"MediumConfidence","-"
"jaffa-direct","PLEKHM2:VMP1","chr1",16046415,"chr17",57917129,Inf,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:3:1314:19398:59256/2",61,"MediumConfidence","-"
"jaffa-direct","TXNRD1:ETV5","chr12",104680887,"chr3",185823731,Inf,0,1,FALSE,TRUE,TRUE,"D1KVCACXX130129:6:2216:6842:56220/1",48,"MediumConfidence","-"
"jaffa-direct","GCN1L1:RGS20","chr12",120628101,"chr8",54852136,Inf,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:1:1305:12710:34819/2",70,"MediumConfidence","-"
"jaffa-direct","HSPG2:TNFRSF6B","chr1",22180686,"chr20",62329633,Inf,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:4:2316:19123:81650/2",32,"MediumConfidence","-"
"jaffa-direct","HMGCL:PTGES3L-AARSD1","chr1",24151846,"chr17",41103911,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:7:1216:5629:43665/1",66,"MediumConfidence","-"
"jaffa-direct","CBX5:TRAP1","chr12",54673792,"chr16",3740986,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:7:2112:9576:90017/2",57,"MediumConfidence","-"
"jaffa-direct","RCC1:KIF13A","chr1",28834672,"chr6",17765177,Inf,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:2:2315:8323:95906/2",56,"MediumConfidence","-"
"jaffa-direct","BIVM:CFI","chr13",103486902,"chr4",110682848,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:2:2303:14522:71567/2",44,"MediumConfidence","-"
"jaffa-direct","S100PBP:COTL1","chr1",33318767,"chr16",84651189,Inf,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:2:1303:16087:94208/1",37,"MediumConfidence","-"
"jaffa-direct","PROSER1:CSNK1G3","chr13",39611335,"chr5",122924121,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:3:2305:18050:47141/2",59,"MediumConfidence","-"
"jaffa-direct","AGO1:EEF1B2","chr1",36335504,"chr2",207027213,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:6:1201:1785:63431/2",59,"MediumConfidence","-"
"jaffa-direct","CDCA8:PMPCB","chr1",38164649,"chr7",102952255,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:1:2204:18291:38263/1",71,"MediumConfidence","-"
"jaffa-direct","RP11-47I22.3:DDX27","chr14",62037478,"chr20",47852870,Inf,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:3:1310:3963:17259/2",44,"MediumConfidence","-"
"jaffa-direct","HIF1A:RAVER1","chr14",62162557,"chr19",10441202,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:5:2105:20552:78244/1",46,"MediumConfidence","-"
"jaffa-direct","HIF1A:LPAR2","chr14",62162557,"chr19",19735378,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:2:2301:18713:89243/2",44,"MediumConfidence","-"
"jaffa-direct","HIF1A:STRBP","chr14",62162557,"chr9",125946577,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:1:1103:16356:85565/1",59,"MediumConfidence","-"
"jaffa-direct","RP5-1021I20.2:LRRC59","chr14",74296599,"chr17",48465493,Inf,0,1,FALSE,TRUE,TRUE,"D1KVCACXX130129:1:1103:4427:58333/2",61,"MediumConfidence","-"
"jaffa-direct","RP11-33N16.3:SMAD3","chr14",89952913,"chr15",67473579,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:7:2307:4681:88578/2",37,"MediumConfidence","-"
"jaffa-direct","RPL4:QSOX1","chr15",66795696,"chr1",180165397,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:6:1104:2707:15591/1",41,"MediumConfidence","-"
"jaffa-direct","SOCS1:UBE2K","chr16",11349936,"chr4",39739040,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:8:2108:6466:43829/1",41,"MediumConfidence","-"
"jaffa-direct","UQCRC2:GABARAP","chr16",21987564,"chr17",7144238,Inf,0,1,FALSE,TRUE,TRUE,"D1KVCACXX130129:1:1206:21051:32217/1",51,"MediumConfidence","-"
"jaffa-direct","THOC6:WTAP","chr16",3075824,"chr6",160174492,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:2:1113:13043:14537/1",34,"MediumConfidence","-"
"jaffa-direct","FHOD1:APTX","chr16",67281113,"chr9",32984855,Inf,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:6:1313:17600:46805/2",42,"MediumConfidence","-"
"jaffa-direct","C17orf76-AS1:WHSC1","chr17",16342728,"chr4",1976590,Inf,0,1,FALSE,TRUE,TRUE,"D1KVCACXX130129:4:1307:5054:26433/1",62,"MediumConfidence","-"
"jaffa-direct","EPN2:TPT1","chr17",19215457,"chr13",45911523,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:6:1311:2630:85897/1",38,"MediumConfidence","-"
"jaffa-direct","UBE2G1:C14orf142","chr17",4192525,"chr14",93670127,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:3:1105:3786:15301/1",46,"MediumConfidence","-"
"jaffa-direct","KPNB1:HNRNPA2B1","chr17",45736026,"chr7",26230080,Inf,0,1,FALSE,TRUE,TRUE,"C1DVPACXX130111:8:2114:14052:63200/1",57,"MediumConfidence","-"
"jaffa-direct","USP32:PCNP","chr17",58469243,"chr3",101309059,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:5:2308:17083:57945/2",30,"MediumConfidence","-"
"jaffa-direct","HELZ:GDI2","chr17",65174775,"chr10",5842668,Inf,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:5:1313:18502:49422/2",63,"MediumConfidence","-"
"jaffa-direct","ENOSF1:RPLP0","chr18",712504,"chr12",120635265,Inf,0,1,TRUE,TRUE,TRUE,"C1FBVACXX130129:5:1301:5028:40450/2",42,"MediumConfidence","-"
"jaffa-direct","KEAP1:MT-ND4L","chr19",10600044,"chrM",10471,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:7:2309:15583:45706/2",39,"MediumConfidence","-"
"jaffa-direct","DAND5:GTF2IRD1","chr19",13076007,"chr7",74004180,Inf,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:8:1104:1821:84485/1",56,"MediumConfidence","-"
"jaffa-direct","LSM4:SMIM13","chr19",18433828,"chr6",11134636,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:8:2306:12562:27485/1",45,"MediumConfidence","-"
"jaffa-direct","NFIC:ARHGDIA","chr19",3359683,"chr17",79827833,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:6:1109:4819:37979/1",64,"MediumConfidence","-"
"jaffa-direct","KDM4B:NKAIN1","chr19",4969241,"chr1",31656861,Inf,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:3:1315:2263:10897/1",38,"MediumConfidence","-"
"jaffa-direct","ZNF628:PPP2R4","chr19",55988174,"chr9",131904724,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:3:2210:14742:61503/2",50,"MediumConfidence","-"
"jaffa-direct","ARHGEF18:MORC2","chr19",7460133,"chr22",31354680,Inf,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:6:1109:15008:83008/2",43,"MediumConfidence","-"
"jaffa-direct","SGK2:EIF4A1","chr20",42187799,"chr17",7480374,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:6:2205:12760:17226/2",59,"MediumConfidence","-"
"jaffa-direct","RP11-445H22.4:BSCL2","chr20",43367461,"chr11",62470021,Inf,0,1,FALSE,TRUE,TRUE,"C1DVPACXX130111:8:2305:3199:50402/2",63,"MediumConfidence","-"
"jaffa-direct","SEPT10:YAF2","chr2",110321943,"chr12",42555567,Inf,0,1,TRUE,TRUE,TRUE,"D1KT4ACXX130122:8:2205:7692:48762/2",38,"MediumConfidence","-"
"jaffa-direct","SMC6:XPOT","chr2",17912345,"chr12",64833024,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:4:1107:14491:52572/2",51,"MediumConfidence","-"
"jaffa-direct","SATB2:YES1","chr2",200233328,"chr18",756835,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:8:2215:11725:52018/2",44,"MediumConfidence","-"
"jaffa-direct","MTMR3:GLRX3","chr22",30367051,"chr10",131943475,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:4:2108:13724:26282/2",65,"MediumConfidence","-"
"jaffa-direct","RP3-449O17.1:FAM132A","chr22",38794785,"chr1",1179877,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:7:2216:21333:66141/2",38,"MediumConfidence","-"
"jaffa-direct","STK25:PUF60","chr2",242435813,"chr8",144900704,Inf,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:1:1104:19313:33064/2",48,"MediumConfidence","-"
"jaffa-direct","MSH2:UBE2J1","chr2",47630541,"chr6",90042924,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:4:2309:12633:37799/1",53,"MediumConfidence","-"
"jaffa-direct","MOB1A:KIF22","chr2",74399713,"chr16",29814090,Inf,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:6:2307:3747:84379/1",67,"MediumConfidence","-"
"jaffa-direct","CTNNB1:ALDH1A2","chr3",41241161,"chr15",58306479,Inf,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:8:2216:2731:24706/1",32,"MediumConfidence","-"
"jaffa-direct","MON1A:ABCC4","chr3",49967042,"chr13",95900007,Inf,0,1,TRUE,TRUE,TRUE,"D1KVCACXX130129:2:1313:16429:14786/1",35,"MediumConfidence","-"
"jaffa-direct","UBE2D2:DENR","chr5",138906197,"chr12",123238240,Inf,0,1,FALSE,TRUE,TRUE,"D1KNFACXX130129:5:1311:21185:63956/2",37,"MediumConfidence","-"
"jaffa-direct","UBE2D2:MASTL","chr5",138994202,"chr10",27458873,Inf,0,1,TRUE,TRUE,TRUE,"C1EHHACXX130117:8:1205:9203:44677/2",63,"MediumConfidence","-"
"jaffa-direct","BOD1:NFYC","chr5",173040134,"chr1",41235028,Inf,0,1,FALSE,TRUE,TRUE,"D1KT4ACXX130122:7:2204:15424:31698/1",54,"MediumConfidence","-"
"jaffa-direct","SMN1:SUPT20H","chr5",70221011,"chr13",37618318,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:7:2113:18866:7863/1",36,"MediumConfidence","-"
"jaffa-direct","IGF2R:MRPL20","chr6",160467677,"chr1",1341266,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:5:2205:5205:80445/1",56,"MediumConfidence","-"
"jaffa-direct","CDKAL1:PCNXL2","chr6",20781496,"chr1",233372726,Inf,0,1,TRUE,TRUE,TRUE,"C1DVPACXX130111:8:2314:17938:39757/2",38,"MediumConfidence","-"
"jaffa-direct","RNF216:CDC42","chr7",5751392,"chr1",22404922,Inf,0,1,TRUE,TRUE,TRUE,"C1EHHACXX130117:3:2316:10355:22724/1",56,"MediumConfidence","-"
"jaffa-direct","ZNF680:UBE2D2","chr7",64023303,"chr5",138979957,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:1:2315:8379:48644/2",67,"MediumConfidence","-"
"jaffa-direct","EXT1:MLF1IP","chr8",119122324,"chr4",185623595,Inf,0,1,TRUE,TRUE,TRUE,"C1EHHACXX130117:1:1113:12517:80158/2",38,"MediumConfidence","-"
"jaffa-direct","RPL23AP53:RHEB","chr8",182129,"chr7",151188100,Inf,0,1,FALSE,TRUE,TRUE,"C1FBVACXX130129:2:1208:12784:90854/2",48,"MediumConfidence","-"
"jaffa-direct","SLC39A14:ELAVL1","chr8",22224921,"chr19",8056715,Inf,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:3:2205:13882:40746/2",41,"MediumConfidence","-"
"jaffa-direct","TNFRSF10D:EZR","chr8",23021299,"chr6",159210403,Inf,0,1,TRUE,TRUE,TRUE,"D1KYPACXX130129:3:2206:15456:35331/2",41,"MediumConfidence","-"
"jaffa-direct","TCEA1:ERP44","chr8",54934623,"chr9",102822454,Inf,0,1,TRUE,TRUE,TRUE,"C1EHHACXX130117:1:2305:7921:81181/1",54,"MediumConfidence","-"
"jaffa-direct","PCSK5:IRS1","chr9",78774087,"chr2",227600966,Inf,0,1,FALSE,TRUE,TRUE,"D1KYPACXX130129:5:2309:12261:97872/2",62,"MediumConfidence","-"
"jaffa-direct","CENPP:VPS45","chr9",95142141,"chr1",150040687,Inf,0,1,TRUE,TRUE,TRUE,"D1KNFACXX130129:6:2207:12700:69070/2",54,"MediumConfidence","-"
"jaffa-direct","CENPI:HNRNPK","chrX",100353528,"chr9",86585827,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:7:1315:20126:91983/1",41,"MediumConfidence","-"
"jaffa-direct","POLA1:FAM49B","chrX",24746053,"chr8",130854451,Inf,0,1,FALSE,TRUE,TRUE,"C1EHHACXX130117:5:2210:13999:97248/2",53,"MediumConfidence","-"
"jaffa-direct","RPLP0:AC016995.3","chr12",120636694,"chr2",38709456,Inf,96,3,NA,FALSE,TRUE,"D1KNFACXX130129:1:2306:13348:90504/1",47,"LowConfidence","-"
"jaffa-direct","MTRNR2L2:MT-RNR2","chr5",79946753,"chrM",1677,Inf,86,7,NA,FALSE,TRUE,"C1EHHACXX130117:1:1311:10816:48575/1",33,"LowConfidence","-"
"jaffa-direct","RP11-161H23.5:RP11-386G11.10","chr12",49666307,"chr12",49522449,143.858,29,19,NA,FALSE,TRUE,"C1EHHACXX130117:1:1104:11706:23734/1",33,"LowConfidence","-"
