"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","PEX5:GNAS","chr12",7344296,"chr20",57470667,Inf,"0",2,TRUE,TRUE,TRUE,"C1N6EACXX130227:5:1304:8788:15979/1/1",54,"MediumConfidence","-"
"jaffa-direct","SLIRP:MLPH","chr14",78182222,"chr2",238455249,Inf,"-",2,TRUE,TRUE,TRUE,"Locus_1636_Transcript_24/61_Confidence_0.012_Length_223",39,"MediumConfidence","-"
"jaffa-direct","ACTN4:CDH13","chr19",39138547,"chr16",83065615,Inf,"-",2,FALSE,TRUE,TRUE,"Locus_744_Transcript_271/311_Confidence_0.006_Length_1485",1417,"MediumConfidence","-"
"jaffa-direct","RDH13:SERHL2","chr19",55568021,"chr22",42967127,Inf,"0",2,FALSE,TRUE,TRUE,"C1LUFACXX130228:2:1305:6905:37174/1/1",68,"MediumConfidence","-"
"jaffa-direct","PPP1R12C:GNAS","chr19",55610152,"chr20",57470667,Inf,"0",2,FALSE,TRUE,TRUE,"C1N6EACXX130227:3:2211:9555:17169/2/2",65,"MediumConfidence","-"
"jaffa-direct","TNFRSF21:MED6","chr6",47251674,"chr14",71064494,Inf,"-",2,TRUE,TRUE,TRUE,"Locus_6185_Transcript_17/25_Confidence_0.150_Length_1011",90,"MediumConfidence","-"
"jaffa-direct","PRUNE:CDC42SE1","chr1",150990380,"chr1",151026797,36.414,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:7:1105:20011:88417/1/1",33,"MediumConfidence","-"
"jaffa-direct","LLGL2:RECQL5","chr17",73521906,"chr17",73659077,137.174,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:7:2201:17082:6565/2/2",62,"MediumConfidence","-"
"jaffa-direct","SOX6:C11orf58","chr11",16627448,"chr11",16766148,138.699,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:5:1201:7561:22695/1/1",68,"MediumConfidence","-"
"jaffa-direct","ARID4B:B3GALNT2","chr1",235490229,"chr1",235634274,144.042,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:6:1312:4636:17670/1/1",50,"MediumConfidence","-"
"jaffa-direct","TXNRD1:NFYB","chr12",104682818,"chr12",104529310,153.504,"0",1,TRUE,TRUE,TRUE,"H097HADXX130311:1:2113:8926:78971/2/2",68,"MediumConfidence","-"
"jaffa-direct","ZSWIM6:NDUFAF2","chr5",60628775,"chr5",60448531,180.241,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:3:1111:3507:44617/1/1",52,"MediumConfidence","-"
"jaffa-direct","NRIP1:AF127936.7","chr21",16437066,"chr21",16230029,207.039,"0",1,FALSE,TRUE,FALSE,"C1NHDACXX130227:7:2303:5838:93845/2/2",63,"MediumConfidence","-"
"jaffa-direct","EED:PICALM","chr11",85956385,"chr11",85742653,213.73,"0",1,FALSE,TRUE,TRUE,"H064BADXX130311:1:1103:15642:23752/1/1",37,"MediumConfidence","-"
"jaffa-direct","ASAP2:MBOAT2","chr2",9437574,"chr2",9098771,338.803,"0",1,TRUE,TRUE,TRUE,"C1LUFACXX130228:1:2206:9696:78395/1/1",55,"MediumConfidence","-"
"jaffa-direct","RP13-188A5.1:KLF8","chrX",55935233,"chrX",56276664,341.433,"0",1,FALSE,TRUE,FALSE,"C1NHDACXX130227:1:2307:10439:47721/1/1",59,"MediumConfidence","-"
"jaffa-direct","ABL2:RALGPS2","chr1",179198376,"chr1",178745817,452.561,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:2:2206:12573:80287/1/1",55,"MediumConfidence","-"
"jaffa-direct","CYSTM1:UBE2D2","chr5",139554870,"chr5",138979957,574.909,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:3:2116:13301:84446/1/1",43,"MediumConfidence","-"
"jaffa-direct","CDH15:TUBB3","chr16",89238281,"chr16",89998979,760.706,"0",1,TRUE,TRUE,FALSE,"C1K43ACXX130219:5:1312:19963:41968/2/2",66,"MediumConfidence","-"
"jaffa-direct","HYAL3:DAG1","chr3",50336644,"chr3",49547852,788.788,"0",1,FALSE,TRUE,TRUE,"C1K43ACXX130219:6:1311:7090:8608/2/2",35,"MediumConfidence","-"
"jaffa-direct","CBR3-AS1:PIGP","chr21",37518554,"chr21",38444837,926.279,"0",1,FALSE,TRUE,TRUE,"C1NHDACXX130227:7:1310:10639:16437/1/1",60,"MediumConfidence","-"
"jaffa-direct","FEZ2:HNRNPLL","chr2",36805740,"chr2",38800569,1994.828,"0",1,FALSE,TRUE,TRUE,"H064BADXX130311:2:1106:17251:32805/2/2",47,"MediumConfidence","-"
"jaffa-direct","ZNF626:ZNF91","chr19",20844250,"chr19",23545527,2701.274,"0",1,FALSE,TRUE,TRUE,"C1NHDACXX130227:6:1207:7693:62309/2/2",48,"MediumConfidence","-"
"jaffa-direct","DNAJC10:SESTD1","chr2",183581799,"chr2",179977572,3604.227,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:6:1212:18881:69279/2/2",49,"MediumConfidence","-"
"jaffa-direct","ORMDL1:GTF3C3","chr2",190647148,"chr2",197629409,6982.257,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:1:1201:5173:87796/1/1",32,"MediumConfidence","-"
"jaffa-direct","FEM1C:C5orf30","chr5",114878647,"chr5",102601609,12277.041,"0",1,FALSE,TRUE,TRUE,"C1NHDACXX130227:4:2310:3847:45318/2/2",51,"MediumConfidence","-"
"jaffa-direct","TPD52L2:ZFAS1","chr20",62514173,"chr20",47905582,14608.583,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:2:1310:17568:17609/1/1",43,"MediumConfidence","-"
"jaffa-direct","GMEB1:SSBP3","chr1",28995351,"chr1",54870603,25875.255,"0",1,FALSE,TRUE,TRUE,"H0976ADXX130311:1:2213:17376:88863/2/2",41,"MediumConfidence","-"
"jaffa-direct","PIKFYVE:AGAP1","chr2",209136415,"chr2",236649607,27513.196,"0",1,TRUE,TRUE,FALSE,"H0976ADXX130311:1:1102:11527:23865/1/1",62,"MediumConfidence","-"
"jaffa-direct","ABHD2:NARG2","chr15",89659752,"chr15",60748993,28910.761,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:2:1307:5860:80372/2/2",58,"MediumConfidence","-"
"jaffa-direct","CCDC12:FGD5-AS1","chr3",47018127,"chr3",14987661,32030.469,"0",1,FALSE,TRUE,FALSE,"C1N6EACXX130227:6:1210:18642:69693/2/2",61,"MediumConfidence","-"
"jaffa-direct","ZMYND11:PARD3","chr10",226068,"chr10",34649187,34423.119,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:5:2114:13638:17479/1/1",58,"MediumConfidence","-"
"jaffa-direct","SAP30BP:CDK12","chr17",73663558,"chr17",37646810,36016.746,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:2:1115:3370:87309/2/2",62,"MediumConfidence","-"
"jaffa-direct","RNF170:AGPAT5","chr8",42716888,"chr8",6590082,36126.805,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:2:2214:10740:88529/2/2",53,"MediumConfidence","-"
"jaffa-direct","DLG1:C3orf58","chr3",196910446,"chr3",143704385,53206.063,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:1:1109:19610:92837/1/1",58,"MediumConfidence","-"
"jaffa-direct","IRF2:SRD5A3","chr4",185395533,"chr4",56235999,129159.534,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:6:2115:15639:87246/1/1",64,"MediumConfidence","-"
"jaffa-direct","PUM1:NVL","chr1",31532051,"chr1",224455835,192923.781,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:5:1212:4202:90019/1/1",69,"MediumConfidence","-"
"jaffa-direct","CTBP2:ANXA2","chr10",126848888,"chr15",60656722,Inf,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:8:2114:14372:99923/2/2",38,"MediumConfidence","-"
"jaffa-direct","NCOA4:ACSF2","chr10",51582272,"chr17",48548389,Inf,"0",1,TRUE,TRUE,TRUE,"H0976ADXX130311:2:2109:17234:24665/1/1",33,"MediumConfidence","-"
"jaffa-direct","ZNF503-AS2:GNAS","chr10",77162019,"chr20",57470667,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHDACXX130227:7:2310:18409:38177/1/1",59,"MediumConfidence","-"
"jaffa-direct","KIF1B:HNRNPLL","chr1",10357304,"chr2",38818790,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:6:2114:13698:71534/2/2",43,"MediumConfidence","-"
"jaffa-direct","CSTF3:FNBP1","chr11",33182845,"chr9",132741653,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHDACXX130227:1:2108:9592:16968/1/1",51,"MediumConfidence","-"
"jaffa-direct","RNF115:ESYT2","chr1",145650540,"chr7",158534587,Inf,"0",1,TRUE,TRUE,TRUE,"C1LUFACXX130228:5:1207:3793:41894/1/1",43,"MediumConfidence","-"
"jaffa-direct","EFNA3:KDM6B","chr1",155051545,"chr17",7748219,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:3:2315:15239:16932/2/2",51,"MediumConfidence","-"
"jaffa-direct","LMNA:PGAM5","chr1",156085065,"chr12",133291444,Inf,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:8:1309:4887:52486/2/2",59,"MediumConfidence","-"
"jaffa-direct","C11orf48:RPL30","chr11",62430708,"chr8",99057627,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:3:2308:10424:5601/2/2",56,"MediumConfidence","-"
"jaffa-direct","ADRBK1:TPD52L2","chr11",67034283,"chr20",62514072,Inf,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:7:2106:17166:74786/1/1",57,"MediumConfidence","-"
"jaffa-direct","PPP6R3:GNAS","chr11",68228295,"chr20",57470667,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:1:2210:16511:32588/1/1",49,"MediumConfidence","-"
"jaffa-direct","PADI2:UBB","chr1",17445775,"chr17",16285216,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:5:1301:15592:44923/2/2",34,"MediumConfidence","-"
"jaffa-direct","MYO7A:AKAP17A","chr11",76900515,"chrX",1719552,Inf,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:3:1106:10238:63513/2/2",58,"MediumConfidence","-"
"jaffa-direct","PDDC1:TUBB","chr11",777399,"chr6",30690314,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:8:2215:9288:11474/1/1",56,"MediumConfidence","-"
"jaffa-direct","ARHGEF10L:DENND5B-AS1","chr1",17961511,"chr12",31754614,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:5:2113:18772:99189/2/2",35,"MediumConfidence","-"
"jaffa-direct","GIT2:RAB11FIP3","chr12",110418757,"chr16",511404,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:7:1307:2945:58847/2/2",32,"MediumConfidence","-"
"jaffa-direct","NUP133:TAF11","chr1",229637746,"chr6",34850857,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:8:1211:14704:98557/1/1",49,"MediumConfidence","-"
"jaffa-direct","DENND5B:PTP4A1","chr12",31743640,"chr6",64286341,Inf,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:1:2214:4249:53428/2/2",45,"MediumConfidence","-"
"jaffa-direct","ARID4B:TAF1D","chr1",235490229,"chr11",93465457,Inf,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:3:2108:11405:63628/1/1",46,"MediumConfidence","-"
"jaffa-direct","MIR3916:FBXL3","chr1",247373993,"chr13",77581923,Inf,"0",1,FALSE,TRUE,TRUE,"C1K43ACXX130219:5:1212:15086:69141/2/2",41,"MediumConfidence","-"
"jaffa-direct","KRT7:FBXW5","chr12",52631353,"chr9",139836918,Inf,"0",1,TRUE,TRUE,TRUE,"C1K43ACXX130219:5:1312:10683:13308/1/1",60,"MediumConfidence","-"
"jaffa-direct","HOXC-AS5:LACE1","chr12",54330949,"chr6",108687437,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:4:2111:3839:95964/1/1",59,"MediumConfidence","-"
"jaffa-direct","COPS7A:SAT1","chr12",6837477,"chrX",23803445,Inf,"0",1,FALSE,TRUE,TRUE,"C1K43ACXX130219:6:2202:4675:57643/1/1",31,"MediumConfidence","-"
"jaffa-direct","PTP4A2:GRINA","chr1",32403588,"chr8",145066413,Inf,"0",1,FALSE,TRUE,TRUE,"H064BADXX130311:1:2206:12268:13137/2/2",56,"MediumConfidence","-"
"jaffa-direct","ALG11:VWCE","chr13",52586598,"chr11",61044152,Inf,"0",1,FALSE,TRUE,TRUE,"H064BADXX130311:1:2113:4247:20902/1/1",45,"MediumConfidence","-"
"jaffa-direct","RP5-864K19.4:UBAP1","chr1",39325911,"chr9",34220906,Inf,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:6:1301:1949:83270/2/2",51,"MediumConfidence","-"
"jaffa-direct","INF2:NAPRT1","chr14",105176525,"chr8",144657263,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHDACXX130227:8:2105:13697:4354/2/2",53,"MediumConfidence","-"
"jaffa-direct","RP11-176H8.1:SKA2","chr14",31922481,"chr17",57208728,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:5:2204:12455:71867/1/1",42,"MediumConfidence","-"
"jaffa-direct","JKAMP:HIBADH","chr14",59951311,"chr7",27578036,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:5:1214:4060:53724/1/1",43,"MediumConfidence","-"
"jaffa-direct","KIAA0247:UBE2K","chr14",70078545,"chr4",39739040,Inf,"0",1,FALSE,TRUE,TRUE,"C1K43ACXX130219:5:1210:6143:51331/2/2",56,"MediumConfidence","-"
"jaffa-direct","ZNF770:GNAS","chr15",35280317,"chr20",57470667,Inf,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:6:2113:10339:3360/1/1",65,"MediumConfidence","-"
"jaffa-direct","FSIP1:SBNO1","chr15",40005645,"chr12",123834988,Inf,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:8:1109:19190:13086/2/2",52,"MediumConfidence","-"
"jaffa-direct","AAGAB:GNAS","chr15",67546897,"chr20",57470667,Inf,"0",1,TRUE,TRUE,TRUE,"C1N6EACXX130227:2:2311:14280:66035/2/2",60,"MediumConfidence","-"
"jaffa-direct","CD276:GNAS","chr15",74000814,"chr20",57470667,Inf,"0",1,TRUE,TRUE,TRUE,"C1LUFACXX130228:4:1209:11803:52210/1/1",49,"MediumConfidence","-"
"jaffa-direct","MKL2:SLC3A2","chr16",14234617,"chr11",62649365,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:7:2207:11294:50896/2/2",30,"MediumConfidence","-"
"jaffa-direct","ZNF263:GNAS","chr16",3313883,"chr20",57470667,Inf,"0",1,FALSE,TRUE,TRUE,"C1N6EACXX130227:2:1310:13996:44890/1/1",70,"MediumConfidence","-"
"jaffa-direct","EDC4:RPS21","chr16",67917080,"chr20",60962377,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:4:2112:17662:63604/2/2",68,"MediumConfidence","-"
"jaffa-direct","NFATC3:GNAS","chr16",68119687,"chr20",57470667,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHDACXX130227:5:2104:15397:46840/1/1",38,"MediumConfidence","-"
"jaffa-direct","CHTF8:GNAS-AS1","chr16",69166387,"chr20",57401192,Inf,"0",1,FALSE,TRUE,TRUE,"H064BADXX130311:1:1115:3637:42611/2/2",47,"MediumConfidence","-"
"jaffa-direct","COG8:SEPT9","chr16",69362541,"chr17",75483506,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:3:1105:10016:16820/1/1",58,"MediumConfidence","-"
"jaffa-direct","NQO1:RPS27A","chr16",69752273,"chr2",55459944,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:2:2112:18080:43632/2/2",60,"MediumConfidence","-"
"jaffa-direct","GSE1:BRD1","chr16",85697220,"chr22",50169807,Inf,"0",1,TRUE,TRUE,TRUE,"C1LUFACXX130228:3:2116:15629:80132/1/1",70,"MediumConfidence","-"
"jaffa-direct","C17orf76-AS1:ATXN2","chr17",16342728,"chr12",111947423,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:3:2308:3395:5009/2/2",46,"MediumConfidence","-"
"jaffa-direct","COPS3:AAAS","chr17",17158173,"chr12",53714476,Inf,"0",1,TRUE,TRUE,TRUE,"C1K43ACXX130219:5:2116:8222:9696/1/1",48,"MediumConfidence","-"
"jaffa-direct","STARD3:OBSL1","chr17",37810003,"chr2",220428349,Inf,"0",1,FALSE,TRUE,TRUE,"C1NHTACXX130228:8:2313:20474:96028/1/1",62,"MediumConfidence","-"
"jaffa-direct","MED24:SEC23B","chr17",38209551,"chr20",18531733,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHTACXX130228:4:1216:15367:45146/2/2",60,"MediumConfidence","-"
"jaffa-direct","RP11-159D12.5:UROS","chr17",56082284,"chr10",127484757,Inf,"0",1,FALSE,TRUE,TRUE,"C1LUFACXX130228:1:1313:14687:72200/1/1",46,"MediumConfidence","-"
"jaffa-direct","RPS6KB1:GORASP2","chr17",57970686,"chr2",171804860,Inf,"0",1,TRUE,TRUE,TRUE,"C1NHTACXX130228:6:2210:4199:39607/1/1",35,"MediumConfidence","-"
