"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","DEK:GLTPD1","chr6",18258184,"chr1",1262621,Inf,"416",1041,FALSE,TRUE,TRUE,"Locus_8_Transcript_35300/52526_Confidence_0.000_Length_8874",7221,"HighConfidence","-"
"jaffa-direct","MGST1:CASP7","chr12",16510633,"chr10",115485121,Inf,"276",1151,FALSE,TRUE,TRUE,"Locus_8_Transcript_10760/52526_Confidence_0.000_Length_2142",300,"HighConfidence","-"
"jaffa-direct","ZNF550:FLNC","chr19",58063995,"chr7",128481508,Inf,"359",1057,FALSE,TRUE,TRUE,"Locus_8_Transcript_45783/52526_Confidence_0.000_Length_8396",7966,"HighConfidence","-"
"jaffa-direct","CCDC90B:SCAF11","chr11",82997143,"chr12",46322642,Inf,"383",1017,TRUE,TRUE,TRUE,"Locus_7_Transcript_68/141_Confidence_0.067_Length_4822",4190,"HighConfidence","-"
"jaffa-direct","GRM7:ROPN1","chr3",6903594,"chr3",123699451,116795.853,"415",974,TRUE,TRUE,TRUE,"Locus_20_Transcript_67/212_Confidence_0.029_Length_2166",1384,"HighConfidence","-"
"jaffa-direct","ITGB3:GDNF","chr17",45367640,"chr5",37816237,Inf,"391",965,FALSE,TRUE,TRUE,"Locus_8_Transcript_41190/52526_Confidence_0.000_Length_5280",1030,"HighConfidence","-"
"jaffa-direct","EMILIN3:SPATA31A1","chr20",39992278,"chr9",39357129,Inf,"388",962,FALSE,TRUE,TRUE,"Locus_498_Transcript_84/90_Confidence_0.124_Length_4670",4003,"HighConfidence","-"
"jaffa-direct","HN1L:KCNC1","chr16",1741986,"chr11",17793212,Inf,"374",915,TRUE,TRUE,TRUE,"Locus_8_Transcript_887/52526_Confidence_0.000_Length_10349",435,"HighConfidence","-"
"jaffa-direct","ILDR1:ADAMTSL1","chr3",121725838,"chr9",18889566,Inf,"449",815,TRUE,TRUE,TRUE,"Locus_31_Transcript_15/18_Confidence_0.302_Length_723",308,"HighConfidence","-"
"jaffa-direct","RIMBP2:FBLN1","chr12",130941041,"chr22",45929641,Inf,"211",1040,TRUE,TRUE,TRUE,"Locus_8_Transcript_36283/52526_Confidence_0.000_Length_2845",1348,"HighConfidence","-"
"jaffa-direct","ECI2:RTKN2","chr6",4119420,"chr10",63958202,Inf,"297",947,FALSE,TRUE,TRUE,"Locus_8_Transcript_14924/52526_Confidence_0.000_Length_3290",453,"HighConfidence","-"
"jaffa-direct","KCNK17:MOGAT3","chr6",39278669,"chr7",100839670,Inf,"328",888,FALSE,TRUE,TRUE,"Locus_8215_Transcript_9/14_Confidence_0.298_Length_1068",578,"HighConfidence","-"
"jaffa-direct","PTPRT:TTF1","chr20",41419835,"chr9",135262008,Inf,"306",792,FALSE,TRUE,TRUE,"Locus_8_Transcript_27945/52526_Confidence_0.000_Length_885",469,"HighConfidence","-"
"jaffa-direct","RP11-343C2.7:AKR1E2","chr16",69385444,"chr10",4872867,Inf,"280",786,TRUE,TRUE,TRUE,"Locus_2913_Transcript_17/35_Confidence_0.207_Length_1508",354,"HighConfidence","-"
"jaffa-direct","BANF1:MMAA","chr11",65770844,"chr4",146576299,Inf,"352",707,TRUE,TRUE,TRUE,"Locus_2506_Transcript_40/43_Confidence_0.461_Length_3429",3049,"HighConfidence","-"
"jaffa-direct","ERCC1:MOSPD2","chr19",45922356,"chrX",14936802,Inf,"251",782,FALSE,TRUE,TRUE,"Locus_8_Transcript_41067/52526_Confidence_0.000_Length_3727",2528,"HighConfidence","-"
"jaffa-direct","ZBTB49:NGFR","chr4",4304818,"chr17",47583661,Inf,"286",746,TRUE,TRUE,TRUE,"Locus_1571_Transcript_6/20_Confidence_0.163_Length_2572",431,"HighConfidence","-"
"jaffa-direct","MBOAT7:LACTBL1","chr19",54687404,"chr1",23286592,Inf,"295",734,FALSE,TRUE,TRUE,"Locus_4326_Transcript_38/39_Confidence_0.178_Length_2316",1474,"HighConfidence","-"
"jaffa-direct","DEGS2:MMP10","chr14",100625843,"chr11",102641624,Inf,"296",715,TRUE,TRUE,TRUE,"Locus_8_Transcript_31352/52526_Confidence_0.000_Length_898",357,"HighConfidence","-"
"jaffa-direct","CAMK1G:XIRP1","chr1",209783274,"chr3",39231016,Inf,"239",771,FALSE,TRUE,TRUE,"Locus_8_Transcript_29263/52526_Confidence_0.000_Length_7231",6336,"HighConfidence","-"
"jaffa-direct","ZNF774:PRAMEF8","chr15",90902189,"chr1",13389727,Inf,"268",706,FALSE,TRUE,TRUE,"Locus_8_Transcript_17386/52526_Confidence_0.000_Length_2168",394,"HighConfidence","-"
"jaffa-direct","TMEM204:BMP6","chr16",1584556,"chr6",7861684,Inf,"284",670,FALSE,TRUE,TRUE,"Locus_8_Transcript_7034/52526_Confidence_0.000_Length_2749",989,"HighConfidence","-"
"jaffa-direct","MUC15:LAMA3","chr11",26586712,"chr18",21394367,Inf,"244",676,FALSE,TRUE,TRUE,"Locus_8_Transcript_49823/52526_Confidence_0.000_Length_8137",699,"HighConfidence","-"
"jaffa-direct","LATS2:FPR2","chr13",21565411,"chr19",52271898,Inf,"284",615,FALSE,TRUE,TRUE,"Locus_414_Transcript_82/89_Confidence_0.042_Length_1154",371,"HighConfidence","-"
"jaffa-direct","BRAP:ZBTB14","chr12",112116955,"chr18",5292203,Inf,"241",645,TRUE,TRUE,TRUE,"Locus_123_Transcript_23/30_Confidence_0.296_Length_3868",682,"HighConfidence","-"
"jaffa-direct","PRDM15:HELZ","chr21",43279701,"chr17",65156478,Inf,"184",646,TRUE,TRUE,TRUE,"Locus_8_Transcript_533/52526_Confidence_0.000_Length_10895",9773,"HighConfidence","-"
"jaffa-direct","LLGL2:LY6G6F","chr17",73539582,"chr6",31677803,Inf,"32",793,FALSE,TRUE,TRUE,"Locus_103_Transcript_40/43_Confidence_0.030_Length_805",602,"HighConfidence","-"
"jaffa-direct","ZSWIM2:NT5E","chr2",187697847,"chr6",86203559,Inf,"176",649,FALSE,TRUE,TRUE,"Locus_425_Transcript_92/99_Confidence_0.100_Length_2893",1937,"HighConfidence","-"
"jaffa-direct","KRT84:LRRK2","chr12",52776789,"chr12",40631771,12145.02,"265",552,FALSE,TRUE,TRUE,"Locus_8_Transcript_15524/52526_Confidence_0.000_Length_3962",2641,"HighConfidence","-"
"jaffa-direct","OASL:ACOT8","chr12",121476577,"chr20",44472360,Inf,"249",549,FALSE,TRUE,TRUE,"Locus_3146_Transcript_20/76_Confidence_0.035_Length_1510",1044,"HighConfidence","-"
"jaffa-direct","KIAA0391:OIT3","chr14",35649983,"chr10",74666354,Inf,"196",595,FALSE,TRUE,TRUE,"Locus_1120_Transcript_29/49_Confidence_0.143_Length_2688",1597,"HighConfidence","-"
"jaffa-direct","SUV39H1:PARP2","chrX",48559144,"chr14",20820404,Inf,"208",554,FALSE,TRUE,TRUE,"Locus_8_Transcript_42139/52526_Confidence_0.000_Length_2334",1316,"HighConfidence","-"
"jaffa-direct","TULP4:FAM131A","chr6",158901007,"chr3",184060532,Inf,"187",565,FALSE,TRUE,TRUE,"Locus_826_Transcript_190/278_Confidence_0.026_Length_4437",2597,"HighConfidence","-"
"jaffa-direct","LRRC66:LEPROTL1","chr4",52863914,"chr8",29994788,Inf,"193",553,TRUE,TRUE,TRUE,"Locus_8_Transcript_19820/52526_Confidence_0.000_Length_1928",1067,"HighConfidence","-"
"jaffa-direct","THAP4:MBNL2","chr2",242541311,"chr13",98009736,Inf,"219",512,TRUE,TRUE,TRUE,"Locus_94_Transcript_56/112_Confidence_0.089_Length_5287",2020,"HighConfidence","-"
"jaffa-direct","PSMA2:FAM60A","chr7",42964274,"chr12",31451158,Inf,"223",508,FALSE,TRUE,TRUE,"Locus_8_Transcript_31895/52526_Confidence_0.000_Length_1270",407,"HighConfidence","-"
"jaffa-direct","ZNF750:DEFB105A","chr17",80788895,"chr8",7680945,Inf,"173",553,FALSE,TRUE,TRUE,"Locus_8_Transcript_50055/52526_Confidence_0.000_Length_631",213,"HighConfidence","-"
"jaffa-direct","TRAC:UBALD2","chr14",23019608,"chr17",74261988,Inf,"195",525,FALSE,TRUE,TRUE,"Locus_2827_Transcript_19/34_Confidence_0.225_Length_1575",1164,"HighConfidence","-"
"jaffa-direct","IFI6:SECISBP2","chr1",27994969,"chr9",91972326,Inf,"209",508,TRUE,TRUE,TRUE,"Locus_8_Transcript_31563/52526_Confidence_0.000_Length_1522",259,"HighConfidence","-"
"jaffa-direct","PTPRZ1:TACR2","chr7",121679642,"chr10",71168831,Inf,"165",540,FALSE,TRUE,TRUE,"Locus_8_Transcript_48727/52526_Confidence_0.000_Length_4123",3175,"HighConfidence","-"
"jaffa-direct","RAPSN:DFFA","chr11",47469364,"chr1",10527389,Inf,"212",491,FALSE,TRUE,TRUE,"Locus_5063_Transcript_9/25_Confidence_0.314_Length_1976",555,"HighConfidence","-"
"jaffa-direct","CADM3:UCN","chr1",159161866,"chr2",27530776,Inf,"206",487,FALSE,TRUE,TRUE,"Locus_8_Transcript_17567/52526_Confidence_0.000_Length_682",470,"HighConfidence","-"
"jaffa-direct","ABCC2:ZNF787","chr10",101557088,"chr19",56614596,Inf,"194",492,TRUE,TRUE,TRUE,"Locus_8_Transcript_20510/52526_Confidence_0.000_Length_1337",374,"HighConfidence","-"
"jaffa-direct","RTP1:KPNA1","chr3",186915575,"chr3",122180165,64735.409,"229",425,FALSE,TRUE,TRUE,"Locus_1487_Transcript_80/99_Confidence_0.208_Length_6561",6267,"HighConfidence","-"
"jaffa-direct","REPIN1:ZNF556","chr7",150066957,"chr19",2873494,Inf,"135",498,FALSE,TRUE,TRUE,"Locus_8_Transcript_26167/52526_Confidence_0.000_Length_1612",233,"HighConfidence","-"
"jaffa-direct","VMO1:HOPX","chr17",4689232,"chr4",57522178,Inf,"179",453,FALSE,TRUE,TRUE,"Locus_1965_Transcript_17/21_Confidence_0.340_Length_1239",390,"HighConfidence","-"
"jaffa-direct","AP2M1:SP3","chr3",183900036,"chr2",174820960,Inf,"82",542,FALSE,TRUE,TRUE,"Locus_8_Transcript_34951/52526_Confidence_0.000_Length_6912",1366,"HighConfidence","-"
"jaffa-direct","RAB34:SPHK1","chr17",27042050,"chr17",74382302,47340.244,"158",460,TRUE,TRUE,TRUE,"Locus_1066_Transcript_24/45_Confidence_0.224_Length_2153",942,"HighConfidence","-"
"jaffa-direct","SPANXN5:ZSCAN10","chrX",52826314,"chr16",3142317,Inf,"181",423,TRUE,TRUE,TRUE,"Locus_8_Transcript_23757/52526_Confidence_0.000_Length_2923",743,"HighConfidence","-"
"jaffa-direct","GID4:TRIM58","chr17",17962283,"chr1",248031147,Inf,"182",421,TRUE,TRUE,TRUE,"Locus_260_Transcript_33/42_Confidence_0.145_Length_2476",931,"HighConfidence","-"
"jaffa-direct","KLRD1:CXorf30","chr12",10464214,"chrX",36328948,Inf,"162",391,TRUE,TRUE,TRUE,"Locus_8_Transcript_11244/52526_Confidence_0.000_Length_2328",614,"HighConfidence","-"
"jaffa-direct","GCH1:TAOK1","chr14",55369039,"chr17",27794163,Inf,"19",519,FALSE,TRUE,TRUE,"Locus_8_Transcript_12970/52526_Confidence_0.000_Length_12241",11749,"HighConfidence","-"
"jaffa-direct","ERO1LB:LRAT","chr1",236413185,"chr4",155670136,Inf,"149",373,FALSE,TRUE,TRUE,"Locus_8_Transcript_25998/52526_Confidence_0.000_Length_3239",651,"HighConfidence","-"
"jaffa-direct","SAMD7:ZFAND6","chr3",169646366,"chr15",80412670,Inf,"67",450,TRUE,TRUE,TRUE,"Locus_291_Transcript_26/38_Confidence_0.181_Length_2628",1280,"HighConfidence","-"
"jaffa-direct","PPAP2A:ZNF354A","chr5",54737679,"chr5",178140622,123402.942,"145",367,FALSE,TRUE,TRUE,"Locus_8_Transcript_51226/52526_Confidence_0.000_Length_3876",932,"HighConfidence","-"
"jaffa-direct","ZNF395:WDR25","chr8",28218402,"chr14",100995405,Inf,"145",362,TRUE,TRUE,TRUE,"Locus_175_Transcript_62/108_Confidence_0.031_Length_976",557,"HighConfidence","-"
"jaffa-direct","CAMK2D:MED13L","chr4",114381303,"chr12",116675510,Inf,"154",349,FALSE,TRUE,TRUE,"Locus_672_Transcript_70/114_Confidence_0.285_Length_10917",1670,"HighConfidence","-"
"jaffa-direct","PPP1R1C:SPO11","chr2",182926206,"chr20",55908244,Inf,"139",361,FALSE,TRUE,TRUE,"Locus_1018_Transcript_9/44_Confidence_0.038_Length_1880",1457,"HighConfidence","-"
"jaffa-direct","CXorf40B:LAMP5","chrX",149100807,"chr20",9498687,Inf,"129",345,FALSE,TRUE,TRUE,"Locus_150_Transcript_59/77_Confidence_0.164_Length_2333",1064,"HighConfidence","-"
"jaffa-direct","MPDZ:APCS","chr9",13143465,"chr1",159557891,Inf,"125",340,FALSE,TRUE,TRUE,"Locus_644_Transcript_33/40_Confidence_0.362_Length_4545",3926,"HighConfidence","-"
"jaffa-direct","C1orf158:FRYL","chr1",12815763,"chr4",48636507,Inf,"141",296,TRUE,TRUE,TRUE,"Locus_2660_Transcript_25/27_Confidence_0.053_Length_1096",382,"HighConfidence","-"
"jaffa-direct","EVC:AL590708.2","chr4",5750033,"chr9",130890799,Inf,"128",306,FALSE,TRUE,TRUE,"Locus_4706_Transcript_18/18_Confidence_0.079_Length_1947",1264,"HighConfidence","-"
"jaffa-direct","HBZ:ING2","chr16",204095,"chr4",184431435,Inf,"116",305,FALSE,TRUE,TRUE,"Locus_8_Transcript_34454/52526_Confidence_0.000_Length_1159",823,"HighConfidence","-"
"jaffa-direct","UBXN2B:PFDN2","chr8",59345802,"chr1",161072165,Inf,"114",307,TRUE,TRUE,TRUE,"Locus_7510_Transcript_21/21_Confidence_0.083_Length_1018",517,"HighConfidence","-"
"jaffa-direct","CHAD:UBE2V2","chr17",48542655,"chr8",48973242,Inf,"121",294,FALSE,TRUE,TRUE,"Locus_226_Transcript_138/329_Confidence_0.023_Length_2922",1231,"HighConfidence","-"
"jaffa-direct","ZNF530:CCT2","chr19",58111502,"chr12",69980533,Inf,"68",346,TRUE,TRUE,TRUE,"Locus_8_Transcript_41586/52526_Confidence_0.000_Length_2098",1848,"HighConfidence","-"
"jaffa-direct","PCIF1:SCAMP2","chr20",44575805,"chr15",75143014,Inf,"87",326,FALSE,TRUE,TRUE,"Locus_2493_Transcript_31/58_Confidence_0.071_Length_3940",2071,"HighConfidence","-"
"jaffa-direct","MAMDC2:LTB4R2","chr9",72659147,"chr14",24779805,Inf,"106",307,FALSE,TRUE,TRUE,"Locus_8_Transcript_50211/52526_Confidence_0.000_Length_2613",1979,"HighConfidence","-"
"jaffa-direct","XPNPEP2:TRBC2","chrX",128879242,"chr7",142500187,Inf,"126",281,FALSE,TRUE,TRUE,"Locus_4218_Transcript_7/13_Confidence_0.378_Length_776",245,"HighConfidence","-"
"jaffa-direct","ARNTL2:LAMA2","chr12",27553707,"chr6",129371063,Inf,"79",306,FALSE,TRUE,TRUE,"Locus_8_Transcript_34195/52526_Confidence_0.000_Length_10690",1231,"HighConfidence","-"
"jaffa-direct","INHBE:IL1F10","chr12",57849617,"chr2",113832300,Inf,"121",261,TRUE,TRUE,TRUE,"Locus_774_Transcript_102/160_Confidence_0.011_Length_1207",400,"HighConfidence","-"
"jaffa-direct","C10orf90:STIM1","chr10",128118356,"chr11",4080511,Inf,"39",336,TRUE,TRUE,TRUE,"Locus_1333_Transcript_17/33_Confidence_0.412_Length_3561",2972,"HighConfidence","-"
"jaffa-direct","SMARCD1:IRAK1BP1","chr12",50479329,"chr6",79607546,Inf,"75",298,TRUE,TRUE,TRUE,"Locus_632_Transcript_107/115_Confidence_0.038_Length_2343",564,"HighConfidence","-"
"jaffa-direct","TEX28:MFSD7","chrX",153500056,"chr4",679700,Inf,"109",252,FALSE,TRUE,TRUE,"Locus_146_Transcript_51/163_Confidence_0.023_Length_2244",964,"HighConfidence","-"
"jaffa-direct","PDIA4:GH2","chr7",148709247,"chr17",61958879,Inf,"94",261,TRUE,TRUE,TRUE,"Locus_3860_Transcript_7/44_Confidence_0.118_Length_1702",737,"HighConfidence","-"
"jaffa-direct","C1QL3:ACADSB","chr10",16562477,"chr10",124799982,108237.501,"98",252,TRUE,TRUE,TRUE,"Locus_1943_Transcript_86/114_Confidence_0.262_Length_3027",1500,"HighConfidence","-"
"jaffa-direct","TNS1:KIAA0895","chr2",218762521,"chr7",36397199,Inf,"116",214,FALSE,TRUE,TRUE,"Locus_8_Transcript_43318/52526_Confidence_0.000_Length_2418",293,"HighConfidence","-"
"jaffa-direct","CHMP6:GP9","chr17",78971141,"chr3",128780571,Inf,"100",228,TRUE,TRUE,TRUE,"Locus_3060_Transcript_9/13_Confidence_0.188_Length_1201",643,"HighConfidence","-"
"jaffa-direct","IFRD1:TMEM252","chr7",112090837,"chr9",71152409,Inf,"99",219,FALSE,TRUE,TRUE,"Locus_1873_Transcript_18/19_Confidence_0.123_Length_1270",355,"HighConfidence","-"
"jaffa-direct","DCUN1D2:TMEM167B","chr13",114128439,"chr1",109635512,Inf,"83",224,TRUE,TRUE,TRUE,"Locus_174_Transcript_29/35_Confidence_0.145_Length_3298",681,"HighConfidence","-"
"jaffa-direct","CHTOP:BNIP1","chr1",153610924,"chr5",172585747,Inf,"93",210,FALSE,TRUE,TRUE,"Locus_8_Transcript_22377/52526_Confidence_0.000_Length_2226",878,"HighConfidence","-"
"jaffa-direct","WDR72:RIMKLA","chr15",53901710,"chr1",42865075,Inf,"81",215,FALSE,TRUE,TRUE,"Locus_8_Transcript_11567/52526_Confidence_0.000_Length_6802",3815,"HighConfidence","-"
"jaffa-direct","DOCK9:PKN2","chr13",99476652,"chr1",89225905,Inf,"78",216,FALSE,TRUE,TRUE,"Locus_8_Transcript_20794/52526_Confidence_0.000_Length_10515",5410,"HighConfidence","-"
"jaffa-direct","TRNAU1AP:KLC2","chr1",28893925,"chr11",66026055,Inf,"81",209,FALSE,TRUE,TRUE,"Locus_1022_Transcript_113/169_Confidence_0.072_Length_3312",529,"HighConfidence","-"
"jaffa-direct","SKIL:AC131097.4","chr3",170102553,"chr2",242839485,Inf,"91",194,FALSE,TRUE,TRUE,"Locus_2428_Transcript_112/124_Confidence_0.021_Length_2626",500,"HighConfidence","-"
"jaffa-direct","PSMB5:COPS7A","chr14",23496954,"chr12",6839568,Inf,"69",205,TRUE,TRUE,TRUE,"Locus_6052_Transcript_25/44_Confidence_0.313_Length_2044",1109,"HighConfidence","-"
"jaffa-direct","GATA6:PAM","chr18",19762805,"chr5",102353038,Inf,"47",221,FALSE,TRUE,TRUE,"Locus_8_Transcript_33091/52526_Confidence_0.000_Length_3014",1757,"HighConfidence","-"
"jaffa-direct","DUX4L7:MYADM","chr4",190993669,"chr19",54376782,Inf,"70",198,FALSE,TRUE,TRUE,"Locus_3444_Transcript_77/82_Confidence_0.091_Length_2509",1316,"HighConfidence","-"
"jaffa-direct","ARID3C:DMRT2","chr9",34623422,"chr9",1056216,33567.21,"76",189,TRUE,TRUE,TRUE,"Locus_8_Transcript_28580/52526_Confidence_0.000_Length_2293",956,"HighConfidence","-"
