"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","BRWD1:SETD4","chr21",40596334,"chr21",37429502,3166.835,0,1,TRUE,TRUE,FALSE,"C0UNPACXX120727:3:2309:3750:30835/1",53,"MediumConfidence","-"
"jaffa-direct","RNF126:STAP2","chr19",663047,"chr19",4334041,3670.987,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:6:1310:7957:3641/2",71,"MediumConfidence","-"
"jaffa-direct","MCOLN2:PKN2","chr1",85462479,"chr1",89270074,3807.593,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:6:2112:5407:70741/1",52,"MediumConfidence","-"
"jaffa-direct","EML4:ATL2","chr2",42472827,"chr2",38546161,3926.665,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:2:2208:13496:67945/2",65,"MediumConfidence","-"
"jaffa-direct","WASL:SND1","chr7",123388672,"chr7",127569241,4180.567,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:8:1305:4373:43280/1",40,"MediumConfidence","-"
"jaffa-direct","KPNB1:PSME3","chr17",45738544,"chr17",40989666,4748.877,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:4:2314:8564:78863/1",34,"MediumConfidence","-"
"jaffa-direct","SENP3-EIF4A1:CLUH","chr17",7474797,"chr17",2607858,4866.938,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:2:1116:1244:61044/1",33,"MediumConfidence","-"
"jaffa-direct","DPY30:CEBPZ","chr2",32264348,"chr2",37444180,5179.829,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:5:2307:8351:12679/1",55,"MediumConfidence","-"
"jaffa-direct","CNOT11:MRPS5","chr2",101874417,"chr2",95767468,6106.947,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:8:2104:5801:20620/2",53,"MediumConfidence","-"
"jaffa-direct","GYG1:GMPS","chr3",148714691,"chr3",155639976,6925.289,0,1,TRUE,TRUE,FALSE,"C0UNPACXX120727:5:2313:11626:55919/2",39,"MediumConfidence","-"
"jaffa-direct","RERE:GNB1","chr1",8716032,"chr1",1770677,6945.361,0,1,FALSE,TRUE,FALSE,"C0UNPACXX120727:5:2205:4776:55690/2",69,"MediumConfidence","-"
"jaffa-direct","CAMSAP1:SET","chr9",138741983,"chr9",131453449,7288.534,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:2:2107:9161:85196/1",59,"MediumConfidence","-"
"jaffa-direct","POU6F2:TNS3","chr7",39247219,"chr7",47568745,8321.526,0,1,FALSE,TRUE,TRUE,"C0RTFACXX120719:7:1114:8446:74178/1",40,"MediumConfidence","-"
"jaffa-direct","RCC1:MINOS1","chr1",28834672,"chr1",19948594,8886.075,0,1,FALSE,TRUE,TRUE,"C0RTFACXX120719:5:1304:6382:96639/1",37,"MediumConfidence","-"
"jaffa-direct","AKAP8:MLLT1","chr19",15490524,"chr19",6270770,9219.757,0,1,FALSE,TRUE,FALSE,"C0RTFACXX120719:3:1103:15769:54345/1",48,"MediumConfidence","-"
"jaffa-direct","ATG4B:PTMA","chr2",242606253,"chr2",232576058,10030.191,0,1,TRUE,TRUE,TRUE,"C0RTFACXX120719:5:1105:2957:12329/1",61,"MediumConfidence","-"
"jaffa-direct","MARK1:COG2","chr1",220702215,"chr1",230795210,10092.997,0,1,TRUE,TRUE,FALSE,"C0VHUACXX120727:3:1312:18499:13437/1",44,"MediumConfidence","-"
"jaffa-direct","COL4A2:ZIC5","chr13",111009899,"chr13",100618073,10391.827,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:1:2204:8708:61679/1",51,"MediumConfidence","-"
"jaffa-direct","RPRD1A:IMPACT","chr18",33606863,"chr18",22025357,11581.506,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:2:2311:10098:37370/1",68,"MediumConfidence","-"
"jaffa-direct","TAF11:CD2AP","chr6",34848066,"chr6",47591922,12743.856,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:5:2101:18733:76699/2",43,"MediumConfidence","-"
"jaffa-direct","MTA3:CCDC88A","chr2",42806340,"chr2",55602019,12795.68,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:2:1306:8417:47404/2",57,"MediumConfidence","-"
"jaffa-direct","CAMKMT:VRK2","chr2",44617444,"chr2",58311224,13693.781,0,1,TRUE,TRUE,FALSE,"C0UNPACXX120727:1:2311:19120:61028/1",66,"MediumConfidence","-"
"jaffa-direct","TPM4:AP3D1","chr19",16187507,"chr19",2138713,14048.795,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:6:2209:8779:99391/2",36,"MediumConfidence","-"
"jaffa-direct","WDR75:FASTKD2","chr2",190339058,"chr2",207638949,17299.898,0,1,TRUE,TRUE,FALSE,"C0UNPACXX120727:3:2304:10454:77719/2",54,"MediumConfidence","-"
"jaffa-direct","PRKCSH:CEP89","chr19",11560243,"chr19",33414448,21854.208,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:4:1316:10796:98550/1",42,"MediumConfidence","-"
"jaffa-direct","EFCAB2:HHIPL2","chr1",245246990,"chr1",222700392,22546.589,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:7:2301:3483:99879/1",31,"MediumConfidence","-"
"jaffa-direct","DDX10:PICALM","chr11",108722936,"chr11",85670103,23052.825,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:6:2106:13566:66593/2",54,"MediumConfidence","-"
"jaffa-direct","SGMS1:RP11-464F9.1","chr10",52349913,"chr10",75473090,23123.174,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:3:1309:12087:69800/2",55,"MediumConfidence","-"
"jaffa-direct","ASPH:EIF4EBP1","chr8",62593527,"chr8",37914599,24678.926,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:7:1212:1597:37736/2",58,"MediumConfidence","-"
"jaffa-direct","CSRP2BP:TOMM34","chr20",18123563,"chr20",43577518,25453.956,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:6:2105:14442:64668/1",60,"MediumConfidence","-"
"jaffa-direct","RSRC1:ABCC5","chr3",157921034,"chr3",183732235,25811.202,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:7:2116:4660:98340/2",59,"MediumConfidence","-"
"jaffa-direct","REEP3:CCNY","chr10",65281337,"chr10",35772332,29509.003,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:3:2104:13286:21213/2",35,"MediumConfidence","-"
"jaffa-direct","C2orf43:RTN4","chr2",20939731,"chr2",55214834,34275.101,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:5:2111:18586:100505/1",63,"MediumConfidence","-"
"jaffa-direct","HSP90AA1:PIGH","chr14",102549371,"chr14",68059432,34489.942,0,1,TRUE,TRUE,FALSE,"C0VHUACXX120727:4:1306:17737:13743/2",66,"MediumConfidence","-"
"jaffa-direct","KIAA1731:ARHGAP32","chr11",93440063,"chr11",128936763,35496.704,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:7:2315:18573:81551/1",62,"MediumConfidence","-"
"jaffa-direct","LYPLA1:LAPTM4B","chr8",55013468,"chr8",98817581,43804.113,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:2:1102:5490:44722/2",52,"MediumConfidence","-"
"jaffa-direct","KCTD13:BCAR1","chr16",29934511,"chr16",75276988,45342.474,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:4:1314:13104:5550/2",52,"MediumConfidence","-"
"jaffa-direct","BRDT:NASP","chr1",92415515,"chr1",46079768,46335.746,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:6:2215:4923:84951/2",66,"MediumConfidence","-"
"jaffa-direct","RABGAP1L:SRP9","chr1",174363283,"chr1",225965637,51602.358,0,1,TRUE,TRUE,FALSE,"C0VHUACXX120727:8:2216:17195:16603/2",60,"MediumConfidence","-"
"jaffa-direct","EMC2:TCEA1","chr8",109455927,"chr8",54923052,54532.873,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:8:1311:10290:41042/1",38,"MediumConfidence","-"
"jaffa-direct","GFM2:HSPA4","chr5",74041503,"chr5",132403109,58361.607,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:7:1216:5387:30229/1",34,"MediumConfidence","-"
"jaffa-direct","GNL2:AGL","chr1",38034452,"chr1",100381966,62347.513,0,1,TRUE,TRUE,TRUE,"C0UNPACXX120727:2:2215:7862:37420/2",56,"MediumConfidence","-"
"jaffa-direct","DHRS1:ZC3H14","chr14",24768163,"chr14",89041037,64272.872,0,1,TRUE,TRUE,TRUE,"C0RTFACXX120719:3:2306:7559:78695/1",58,"MediumConfidence","-"
"jaffa-direct","CPNE7:NPIPA7","chr16",89644129,"chr16",16477521,73166.604,0,1,TRUE,TRUE,TRUE,"C0RTFACXX120719:7:1304:6059:52438/1",55,"MediumConfidence","-"
"jaffa-direct","RCC1:HENMT1","chr1",28834672,"chr1",109202584,80367.914,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:5:2211:11736:86072/1",63,"MediumConfidence","-"
"jaffa-direct","YY1AP1:PRDX1","chr1",155657862,"chr1",45984726,109673.138,0,1,FALSE,TRUE,FALSE,"C0RTFACXX120719:3:1116:18814:79663/2",42,"MediumConfidence","-"
"jaffa-direct","NUP35:RPS27A","chr2",183998351,"chr2",55459944,128538.402,0,1,FALSE,TRUE,TRUE,"C0RTFACXX120719:5:2216:5755:56641/2",50,"MediumConfidence","-"
"jaffa-direct","ZNF718:DCTD","chr4",124555,"chr4",183836728,183712.177,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:7:2316:3276:52765/2",47,"MediumConfidence","-"
"jaffa-direct","NSUN6:PSMA3","chr10",18874878,"chr14",58714468,Inf,0,1,FALSE,TRUE,TRUE,"C0RTFACXX120719:6:1307:15403:64077/2",55,"MediumConfidence","-"
"jaffa-direct","WAC:GCLC","chr10",28879761,"chr6",53381020,Inf,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:2:1112:11526:18540/2",52,"MediumConfidence","-"
"jaffa-direct","ANXA8L2:TFDP1","chr10",47747132,"chr13",114240089,Inf,0,1,TRUE,TRUE,TRUE,"C0RTFACXX120719:8:1307:5652:16222/2",35,"MediumConfidence","-"
"jaffa-direct","ANXA8L2:CCZ1","chr10",47747132,"chr7",5939915,Inf,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:3:2316:10853:99950/1",36,"MediumConfidence","-"
"jaffa-direct","ANXA8:DTNB","chr10",48255449,"chr2",25650500,Inf,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:2:2210:13666:4708/2",60,"MediumConfidence","-"
"jaffa-direct","AKR1C1:SRSF11","chr10",5005720,"chr1",70694105,Inf,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:3:1105:11450:34464/2",48,"MediumConfidence","-"
"jaffa-direct","ASCC1:ARPC1A","chr10",73963185,"chr7",98941916,Inf,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:2:2312:4906:81128/2",46,"MediumConfidence","-"
"jaffa-direct","CCSER2:ASPH","chr10",86237420,"chr8",62596747,Inf,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:3:2302:15239:45957/2",56,"MediumConfidence","-"
"jaffa-direct","RPS13:RSRC1","chr11",17098715,"chr3",157839892,Inf,0,1,FALSE,TRUE,TRUE,"C0UNPACXX120727:6:2106:15949:19277/1",44,"MediumConfidence","-"
"jaffa-direct","FBXO3:NLK","chr11",33768676,"chr17",26374943,Inf,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:6:1112:12363:43737/1",70,"MediumConfidence","-"
"jaffa-direct","CD44:RHEB","chr11",35160917,"chr7",151188100,Inf,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:3:1215:13823:8542/1",58,"MediumConfidence","-"
"jaffa-direct","CD44:BPTF","chr11",35211612,"chr17",65850056,Inf,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:6:2309:6965:39234/2",52,"MediumConfidence","-"
"jaffa-direct","TRIM44:IVNS1ABP","chr11",35706884,"chr1",185274775,Inf,0,1,TRUE,TRUE,TRUE,"C0RTFACXX120719:8:2102:20027:85976/1",58,"MediumConfidence","-"
"jaffa-direct","SEC22B:ARPP19","chr1",145096621,"chr15",52861099,Inf,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:2:1111:18719:13720/1",43,"MediumConfidence","-"
"jaffa-direct","PIAS3:ATP5J","chr1",145576102,"chr21",27102112,Inf,0,1,TRUE,TRUE,TRUE,"C0VHUACXX120727:6:1111:3811:67905/1",42,"MediumConfidence","-"
"jaffa-direct","SLC25A44:C7orf55-LUC7L2","chr1",156164038,"chr7",139083345,Inf,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:8:2210:13244:9221/1",67,"MediumConfidence","-"
"jaffa-direct","TMX2:RP11-419C5.2","chr11",57506732,"chr16",70012185,Inf,0,1,FALSE,TRUE,TRUE,"C0VHUACXX120727:3:1109:5593:99923/1",36,"MediumConfidence","-"
