"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","PCYT2:INHBC","chr17",79864636,"chr12",57843060,Inf,"767",1858,TRUE,TRUE,TRUE,"Locus_1708_Transcript_9/20_Confidence_0.135_Length_2335",1550,"HighConfidence","-"
"jaffa-direct","CXorf40A:LAMP5","chrX",148628463,"chr20",9498687,Inf,"733",1828,FALSE,TRUE,TRUE,"Locus_2189_Transcript_5/27_Confidence_0.144_Length_1662",377,"HighConfidence","-"
"jaffa-direct","NPFF:CLIC1","chr12",53900805,"chr6",31702040,Inf,"707",1749,FALSE,TRUE,TRUE,"Locus_1452_Transcript_9/22_Confidence_0.204_Length_2720",492,"HighConfidence","-"
"jaffa-direct","RNF41:EEF1E1-BLOC1S5","chr12",56604081,"chr6",8097700,Inf,"707",1726,FALSE,TRUE,TRUE,"Locus_1073_Transcript_24/43_Confidence_0.064_Length_1363",468,"HighConfidence","-"
"jaffa-direct","GAS2L2:C8orf34","chr17",34074868,"chr8",69445218,Inf,"670",1681,FALSE,TRUE,TRUE,"Locus_1588_Transcript_3/12_Confidence_0.415_Length_1829",984,"HighConfidence","-"
"jaffa-direct","SCIMP:FAM219A","chr17",5124582,"chr9",34402465,Inf,"555",1726,TRUE,TRUE,TRUE,"Locus_1662_Transcript_16/16_Confidence_0.176_Length_3399",336,"HighConfidence","-"
"jaffa-direct","CXorf57:RBM17","chrX",105855953,"chr10",6148104,Inf,"637",1505,FALSE,TRUE,TRUE,"Locus_1584_Transcript_14/19_Confidence_0.358_Length_2906",783,"HighConfidence","-"
"jaffa-direct","NR6A1:GYG1","chr9",127287000,"chr3",148714529,Inf,"642",1497,FALSE,TRUE,TRUE,"Locus_2120_Transcript_2/9_Confidence_0.333_Length_2455",1056,"HighConfidence","-"
"jaffa-direct","RBM4:C4orf17","chr11",66407594,"chr4",100461569,Inf,"632",1478,FALSE,TRUE,TRUE,"Locus_21_Transcript_2464/3285_Confidence_0.000_Length_1972",618,"HighConfidence","-"
"jaffa-direct","ZNF3:PRKD2","chr7",99672758,"chr19",47217258,Inf,"560",1521,FALSE,TRUE,TRUE,"Locus_280_Transcript_24/42_Confidence_0.125_Length_3298",2775,"HighConfidence","-"
"jaffa-direct","ECI2:RTKN2","chr6",4119420,"chr10",63958202,Inf,"599",1460,FALSE,TRUE,TRUE,"Locus_577_Transcript_4/161_Confidence_0.011_Length_3290",2838,"HighConfidence","-"
"jaffa-direct","MORC1:CYP11B1","chr3",108719404,"chr8",143956570,Inf,"573",1470,TRUE,TRUE,TRUE,"Locus_1628_Transcript_5/5_Confidence_0.524_Length_4693",2311,"HighConfidence","-"
"jaffa-direct","GPSM3:GRXCR1","chr6",32159486,"chr4",42964909,Inf,"575",1434,TRUE,TRUE,TRUE,"Locus_2501_Transcript_2/9_Confidence_0.500_Length_1321",606,"HighConfidence","-"
"jaffa-direct","PDXP:UBAP2","chr22",38055363,"chr9",33923031,Inf,"524",1371,TRUE,TRUE,TRUE,"Locus_1658_Transcript_19/24_Confidence_0.212_Length_1928",1331,"HighConfidence","-"
"jaffa-direct","TPX2:SHISA7","chr20",30358274,"chr19",55945163,Inf,"469",1314,FALSE,TRUE,TRUE,"Locus_1716_Transcript_16/26_Confidence_0.094_Length_4016",2986,"HighConfidence","-"
"jaffa-direct","WDR34:GRIN1","chr9",131402970,"chr9",140052831,8649.859,"1732",47,FALSE,TRUE,TRUE,"WDR34|ENSG00000119333.7--GRIN1|ENSG00000176884.10:11100009_0_187582_326_271/1/1",64,"HighConfidence","-"
"jaffa-direct","HTR2B:AC079354.1","chr2",231978443,"chr2",202974336,29004.11,"513",1249,TRUE,TRUE,TRUE,"Locus_2249_Transcript_7/14_Confidence_0.458_Length_2658",1060,"HighConfidence","-"
"jaffa-direct","LRRC31:FAN1","chr3",169579458,"chr15",31202817,Inf,"518",1215,TRUE,TRUE,TRUE,"Locus_1515_Transcript_3/27_Confidence_0.088_Length_2979",2646,"HighConfidence","-"
"jaffa-direct","KREMEN2:ZNF281","chr16",3016796,"chr1",200378847,Inf,"438",1290,FALSE,TRUE,TRUE,"Locus_21_Transcript_2238/3285_Confidence_0.001_Length_6680",883,"HighConfidence","-"
"jaffa-direct","IER3IP1:CPO","chr18",44683807,"chr2",207824355,Inf,"1663",26,FALSE,TRUE,TRUE,"IER3IP1|ENSG00000134049.3--CPO|ENSG00000144410.4:11629262_0_73288_240_578/1/1",50,"HighConfidence","-"
"jaffa-direct","ANP32E:PVRIG","chr1",150195512,"chr7",99818170,Inf,"478",1193,TRUE,TRUE,TRUE,"Locus_908_Transcript_33/185_Confidence_0.028_Length_1549",713,"HighConfidence","-"
"jaffa-direct","ANKS4B:GPD2","chr16",21245222,"chr2",157407114,Inf,"578",1091,FALSE,TRUE,TRUE,"Locus_516_Transcript_22/26_Confidence_0.218_Length_2680",264,"HighConfidence","-"
"jaffa-direct","GNG5:HTR3C","chr1",84971694,"chr3",183773100,Inf,"441",1173,TRUE,TRUE,TRUE,"Locus_3346_Transcript_8/12_Confidence_0.324_Length_1896",1476,"HighConfidence","-"
"jaffa-direct","MRVI1:PLEKHG2","chr11",10603414,"chr19",39908545,Inf,"417",1188,FALSE,TRUE,TRUE,"Locus_1509_Transcript_5/20_Confidence_0.053_Length_3497",2480,"HighConfidence","-"
"jaffa-direct","PPFIA3:FBXO30","chr19",49644770,"chr6",146127557,Inf,"469",1100,FALSE,TRUE,TRUE,"Locus_1391_Transcript_23/53_Confidence_0.091_Length_10678",1887,"HighConfidence","-"
"jaffa-direct","IFNL2:IL6ST","chr19",39760461,"chr5",55260140,Inf,"417",1095,FALSE,TRUE,TRUE,"Locus_1872_Transcript_19/22_Confidence_0.039_Length_8817",559,"HighConfidence","-"
"jaffa-direct","ZNF550:FLNC","chr19",58063995,"chr7",128481508,Inf,"349",1070,FALSE,TRUE,TRUE,"Locus_10_Transcript_49/65_Confidence_0.093_Length_8397",430,"HighConfidence","-"
"jaffa-direct","CXCL5:FCER2","chr4",74864190,"chr19",7763295,Inf,"401",1008,TRUE,TRUE,TRUE,"Locus_1887_Transcript_6/33_Confidence_0.066_Length_1323",1066,"HighConfidence","-"
"jaffa-direct","CCDC90B:SCAF11","chr11",82997143,"chr12",46322642,Inf,"384",1016,TRUE,TRUE,TRUE,"Locus_1435_Transcript_23/29_Confidence_0.062_Length_4658",4189,"HighConfidence","-"
"jaffa-direct","GRM7:ROPN1","chr3",6903594,"chr3",123699451,116795.855,"403",982,TRUE,TRUE,TRUE,"Locus_2607_Transcript_11/26_Confidence_0.054_Length_2167",784,"HighConfidence","-"
"jaffa-direct","HN1L:KCNC1","chr16",1741986,"chr11",17793212,Inf,"377",944,TRUE,TRUE,TRUE,"Locus_1427_Transcript_16/34_Confidence_0.053_Length_6344",295,"HighConfidence","-"
"jaffa-direct","ITGB3:GDNF","chr17",45367640,"chr5",37816237,Inf,"392",919,FALSE,TRUE,TRUE,"Locus_21_Transcript_3283/3285_Confidence_0.002_Length_5331",1089,"HighConfidence","-"
"jaffa-direct","RIMBP2:FBLN1","chr12",130941041,"chr22",45929641,Inf,"225",1037,TRUE,TRUE,TRUE,"Locus_1786_Transcript_10/14_Confidence_0.314_Length_4773",2411,"HighConfidence","-"
"jaffa-direct","RP11-343C2.7:AKR1E2","chr16",69385444,"chr10",4872867,Inf,"307",950,TRUE,TRUE,TRUE,"Locus_3855_Transcript_7/10_Confidence_0.300_Length_1730",253,"HighConfidence","-"
"jaffa-direct","ILDR1:ADAMTSL1","chr3",121725838,"chr9",18889566,Inf,"431",806,TRUE,TRUE,TRUE,"Locus_5432_Transcript_8/9_Confidence_0.214_Length_780",362,"HighConfidence","-"
"jaffa-direct","KCNK17:MOGAT3","chr6",39278669,"chr7",100839670,Inf,"328",888,FALSE,TRUE,TRUE,"Locus_1078_Transcript_4/7_Confidence_0.214_Length_1068",578,"HighConfidence","-"
"jaffa-direct","IFI6:SECISBP2","chr1",27994969,"chr9",91972326,Inf,"346",811,TRUE,TRUE,TRUE,"Locus_771_Transcript_39/46_Confidence_0.018_Length_1523",259,"HighConfidence","-"
"jaffa-direct","PQLC2:ZNF780B","chr1",19644335,"chr19",40553377,Inf,"1015",109,FALSE,TRUE,TRUE,"PQLC2|ENSG00000040487.8--ZNF780B|ENSG00000128000.11:10050874_1_118281_84_157/2/2",49,"HighConfidence","-"
"jaffa-direct","DNAJC4:TMPRSS11E","chr11",63998412,"chr4",69334597,Inf,"354",753,FALSE,TRUE,TRUE,"Locus_1811_Transcript_8/11_Confidence_0.273_Length_1091",544,"HighConfidence","-"
"jaffa-direct","PTPRT:TTF1","chr20",41419835,"chr9",135262008,Inf,"305",764,FALSE,TRUE,TRUE,"Locus_609_Transcript_25/38_Confidence_0.383_Length_3227",349,"HighConfidence","-"
"jaffa-direct","ZBTB49:NGFR","chr4",4304818,"chr17",47583661,Inf,"286",746,TRUE,TRUE,TRUE,"Locus_1913_Transcript_3/5_Confidence_0.312_Length_2598",431,"HighConfidence","-"
"jaffa-direct","MBOAT7:LACTBL1","chr19",54687404,"chr1",23286592,Inf,"283",735,FALSE,TRUE,TRUE,"Locus_2121_Transcript_1/19_Confidence_0.079_Length_1907",473,"HighConfidence","-"
"jaffa-direct","BANF1:MMAA","chr11",65770844,"chr4",146576299,Inf,"353",662,TRUE,TRUE,TRUE,"Locus_1306_Transcript_18/23_Confidence_0.640_Length_3387",380,"HighConfidence","-"
"jaffa-direct","CAMK1G:XIRP1","chr1",209783274,"chr3",39231016,Inf,"239",771,FALSE,TRUE,TRUE,"Locus_1465_Transcript_6/10_Confidence_0.185_Length_7198",6302,"HighConfidence","-"
"jaffa-direct","DEGS2:MMP10","chr14",100625843,"chr11",102641624,Inf,"295",710,TRUE,TRUE,TRUE,"Locus_2118_Transcript_13/21_Confidence_0.352_Length_932",357,"HighConfidence","-"
"jaffa-direct","DEK:GLTPD1","chr6",18258184,"chr1",1262621,Inf,"315",686,FALSE,TRUE,TRUE,"Locus_2868_Transcript_23/49_Confidence_0.060_Length_2711",1058,"HighConfidence","-"
"jaffa-direct","ZNF774:PRAMEF8","chr15",90902189,"chr1",13389727,Inf,"268",706,FALSE,TRUE,TRUE,"Locus_21_Transcript_680/3285_Confidence_0.000_Length_2172",394,"HighConfidence","-"
"jaffa-direct","TMEM204:BMP6","chr16",1584556,"chr6",7861684,Inf,"284",678,FALSE,TRUE,TRUE,"Locus_1898_Transcript_6/8_Confidence_0.056_Length_2690",967,"HighConfidence","-"
"jaffa-direct","TSSK4:ZBTB7A","chr14",24676715,"chr19",4048242,Inf,"305",644,FALSE,TRUE,TRUE,"Locus_333_Transcript_13/16_Confidence_0.196_Length_2888",2493,"HighConfidence","-"
"jaffa-direct","LATS2:FPR2","chr13",21565411,"chr19",52271898,Inf,"287",631,FALSE,TRUE,TRUE,"Locus_1527_Transcript_1/18_Confidence_0.085_Length_1248",880,"HighConfidence","-"
"jaffa-direct","MUC15:LAMA3","chr11",26586712,"chr18",21394367,Inf,"241",649,FALSE,TRUE,TRUE,"Locus_1472_Transcript_4/24_Confidence_0.244_Length_9333",8634,"HighConfidence","-"
"jaffa-direct","BRAP:ZBTB14","chr12",112116955,"chr18",5292203,Inf,"241",646,TRUE,TRUE,TRUE,"Locus_2014_Transcript_1/11_Confidence_0.129_Length_2342",955,"HighConfidence","-"
"jaffa-direct","LRRC66:LEPROTL1","chr4",52863914,"chr8",29994788,Inf,"188",655,TRUE,TRUE,TRUE,"Locus_2138_Transcript_17/22_Confidence_0.162_Length_1931",862,"HighConfidence","-"
"jaffa-direct","ZSWIM2:NT5E","chr2",187697847,"chr6",86203559,Inf,"176",649,FALSE,TRUE,TRUE,"Locus_1492_Transcript_11/17_Confidence_0.270_Length_2893",1937,"HighConfidence","-"
"jaffa-direct","PRDM15:HELZ","chr21",43279701,"chr17",65156478,Inf,"193",626,TRUE,TRUE,TRUE,"Locus_2095_Transcript_16/18_Confidence_0.169_Length_10864",1081,"HighConfidence","-"
"jaffa-direct","KRT84:LRRK2","chr12",52776789,"chr12",40631771,12145.02,"262",551,FALSE,TRUE,TRUE,"Locus_1354_Transcript_167/178_Confidence_0.116_Length_4021",2642,"HighConfidence","-"
"jaffa-direct","ERCC1:MOSPD2","chr19",45922356,"chrX",14936802,Inf,"136",677,FALSE,TRUE,TRUE,"Locus_2693_Transcript_11/41_Confidence_0.038_Length_3867",2755,"HighConfidence","-"
"jaffa-direct","LLGL2:LY6G6F","chr17",73539582,"chr6",31677803,Inf,"55",744,FALSE,TRUE,TRUE,"Locus_4129_Transcript_11/24_Confidence_0.025_Length_805",602,"HighConfidence","-"
"jaffa-direct","RAPSN:DFFA","chr11",47469364,"chr1",10527389,Inf,"239",555,FALSE,TRUE,TRUE,"Locus_612_Transcript_13/19_Confidence_0.146_Length_1773",619,"HighConfidence","-"
"jaffa-direct","SAMD7:ZFAND6","chr3",169646366,"chr15",80412670,Inf,"239",555,TRUE,TRUE,TRUE,"Locus_2554_Transcript_8/20_Confidence_0.242_Length_2907",1483,"HighConfidence","-"
"jaffa-direct","OASL:ACOT8","chr12",121476577,"chr20",44472360,Inf,"248",545,FALSE,TRUE,TRUE,"Locus_3570_Transcript_16/28_Confidence_0.065_Length_1510",1044,"HighConfidence","-"
"jaffa-direct","KIAA0391:OIT3","chr14",35649983,"chr10",74666354,Inf,"198",594,FALSE,TRUE,TRUE,"Locus_1949_Transcript_17/21_Confidence_0.376_Length_5167",1584,"HighConfidence","-"
"jaffa-direct","TMEM239:PHLDB2","chr20",2796090,"chr3",111602911,Inf,"218",568,FALSE,TRUE,TRUE,"Locus_1463_Transcript_21/26_Confidence_0.416_Length_6017",419,"HighConfidence","-"
"jaffa-direct","ABCG5:DENND4C","chr2",44059086,"chr9",19316415,Inf,"208",545,FALSE,TRUE,TRUE,"Locus_21_Transcript_202/3285_Confidence_0.013_Length_10484",9455,"HighConfidence","-"
"jaffa-direct","TULP4:FAM131A","chr6",158901007,"chr3",184060532,Inf,"187",565,FALSE,TRUE,TRUE,"Locus_1593_Transcript_12/18_Confidence_0.119_Length_4459",2528,"HighConfidence","-"
"jaffa-direct","VMO1:HOPX","chr17",4689232,"chr4",57522178,Inf,"210",531,FALSE,TRUE,TRUE,"Locus_5045_Transcript_4/8_Confidence_0.350_Length_1051",750,"HighConfidence","-"
"jaffa-direct","THAP4:MBNL2","chr2",242541311,"chr13",98009736,Inf,"223",516,TRUE,TRUE,TRUE,"Locus_1410_Transcript_6/21_Confidence_0.299_Length_4950",2945,"HighConfidence","-"
"jaffa-direct","PSMA2:FAM60A","chr7",42964274,"chr12",31451158,Inf,"223",508,FALSE,TRUE,TRUE,"Locus_1482_Transcript_96/97_Confidence_0.035_Length_1285",439,"HighConfidence","-"
"jaffa-direct","TRAC:UBALD2","chr14",23019608,"chr17",74261988,Inf,"195",524,FALSE,TRUE,TRUE,"Locus_3627_Transcript_15/18_Confidence_0.141_Length_1575",1164,"HighConfidence","-"
"jaffa-direct","CADM3:UCN","chr1",159161866,"chr2",27530776,Inf,"201",508,FALSE,TRUE,TRUE,"Locus_6016_Transcript_4/10_Confidence_0.412_Length_684",472,"HighConfidence","-"
"jaffa-direct","CLU:CR1","chr8",27467992,"chr1",207785022,Inf,"695",1,TRUE,TRUE,TRUE,"CLU|ENSG00000120885.15--CR1|ENSG00000203710.6:19464209_1_35683_1571_452/2/2",49,"HighConfidence","-"
"jaffa-direct","ASB10:CALHM3","chr7",150878026,"chr10",105233461,Inf,"179",513,TRUE,TRUE,TRUE,"Locus_2115_Transcript_5/6_Confidence_0.318_Length_2135",891,"HighConfidence","-"
"jaffa-direct","RTP1:KPNA1","chr3",186915575,"chr3",122180165,64735.409,"224",443,FALSE,TRUE,TRUE,"Locus_2699_Transcript_10/28_Confidence_0.487_Length_6535",6241,"HighConfidence","-"
"jaffa-direct","ABCC2:ZNF787","chr10",101557088,"chr19",56614596,Inf,"190",468,TRUE,TRUE,TRUE,"Locus_327_Transcript_133/136_Confidence_0.066_Length_4667",2859,"HighConfidence","-"
"jaffa-direct","DPPA5:PSG1","chr6",74063837,"chr19",43376197,Inf,"632",1,TRUE,TRUE,TRUE,"DPPA5|ENSG00000203909.3--PSG1|ENSG00000231924.5:23879167_0_49604_33_218/2/2",69,"HighConfidence","-"
"jaffa-direct","REPIN1:ZNF556","chr7",150066957,"chr19",2873494,Inf,"135",498,FALSE,TRUE,TRUE,"Locus_21_Transcript_516/3285_Confidence_0.001_Length_1619",214,"HighConfidence","-"
"jaffa-direct","RAB34:SPHK1","chr17",27042050,"chr17",74382302,47340.244,"162",463,TRUE,TRUE,TRUE,"Locus_2261_Transcript_10/25_Confidence_0.328_Length_2297",1031,"HighConfidence","-"
"jaffa-direct","AP2M1:SP3","chr3",183900036,"chr2",174820960,Inf,"82",542,FALSE,TRUE,TRUE,"Locus_1613_Transcript_9/23_Confidence_0.327_Length_6892",1366,"HighConfidence","-"
"jaffa-direct","SPANXN5:ZSCAN10","chrX",52826314,"chr16",3142317,Inf,"182",434,TRUE,TRUE,TRUE,"Locus_327_Transcript_125/136_Confidence_0.020_Length_2993",2185,"HighConfidence","-"
"jaffa-direct","GID4:TRIM58","chr17",17962283,"chr1",248031147,Inf,"183",421,TRUE,TRUE,TRUE,"Locus_968_Transcript_16/20_Confidence_0.141_Length_2480",931,"HighConfidence","-"
"jaffa-direct","PRIMPOL:CTD-3105H18.18","chr4",185612735,"chr19",12577664,Inf,"149",430,FALSE,TRUE,TRUE,"Locus_130_Transcript_46/54_Confidence_0.384_Length_3109",1744,"HighConfidence","-"
"jaffa-direct","KLRD1:CXorf30","chr12",10464214,"chrX",36328948,Inf,"162",391,TRUE,TRUE,TRUE,"Locus_111_Transcript_441/449_Confidence_0.003_Length_2298",584,"HighConfidence","-"
"jaffa-direct","PTPRZ1:TACR2","chr7",121679642,"chr10",71168831,Inf,"166",381,FALSE,TRUE,TRUE,"Locus_1511_Transcript_7/10_Confidence_0.289_Length_4123",948,"HighConfidence","-"
"jaffa-direct","PPAP2A:ZNF354A","chr5",54737679,"chr5",178140622,123402.942,"150",392,FALSE,TRUE,TRUE,"Locus_21_Transcript_1379/3285_Confidence_0.007_Length_14498",1225,"HighConfidence","-"
"jaffa-direct","CXorf40B:LAMP5","chrX",149100807,"chr20",9498687,Inf,"142",397,FALSE,TRUE,TRUE,"Locus_2189_Transcript_22/27_Confidence_0.221_Length_2543",1270,"HighConfidence","-"
"jaffa-direct","TIMM10B:CD244","chr11",6503519,"chr1",160811275,Inf,"151",378,FALSE,TRUE,TRUE,"Locus_3027_Transcript_21/23_Confidence_0.097_Length_2260",1906,"HighConfidence","-"
"jaffa-direct","ERO1LB:LRAT","chr1",236413185,"chr4",155670136,Inf,"149",371,FALSE,TRUE,TRUE,"Locus_581_Transcript_71/175_Confidence_0.007_Length_3234",651,"HighConfidence","-"
"jaffa-direct","PPP1R1C:SPO11","chr2",182926206,"chr20",55908244,Inf,"139",379,FALSE,TRUE,TRUE,"Locus_1355_Transcript_3/14_Confidence_0.094_Length_1880",423,"HighConfidence","-"
"jaffa-direct","GCH1:TAOK1","chr14",55369039,"chr17",27794163,Inf,"8",507,FALSE,TRUE,TRUE,"Locus_1543_Transcript_6/35_Confidence_0.157_Length_4567",4075,"HighConfidence","-"
"jaffa-direct","ZNF395:WDR25","chr8",28218402,"chr14",100995405,Inf,"142",362,TRUE,TRUE,TRUE,"Locus_2166_Transcript_10/27_Confidence_0.050_Length_982",557,"HighConfidence","-"
"jaffa-direct","C1QL3:ACADSB","chr10",16562477,"chr10",124799982,108237.501,"130",351,TRUE,TRUE,TRUE,"Locus_1745_Transcript_13/18_Confidence_0.163_Length_2804",1490,"HighConfidence","-"
"jaffa-direct","MPDZ:APCS","chr9",13143465,"chr1",159557891,Inf,"127",343,FALSE,TRUE,TRUE,"Locus_2646_Transcript_9/13_Confidence_0.379_Length_4545",3926,"HighConfidence","-"
"jaffa-direct","MAMDC2:LTB4R2","chr9",72659147,"chr14",24779805,Inf,"108",353,FALSE,TRUE,TRUE,"Locus_2168_Transcript_8/12_Confidence_0.278_Length_2076",638,"HighConfidence","-"
"jaffa-direct","HBZ:ING2","chr16",204095,"chr4",184431435,Inf,"123",326,FALSE,TRUE,TRUE,"Locus_2070_Transcript_6/6_Confidence_0.190_Length_1322",510,"HighConfidence","-"
"jaffa-direct","C1orf158:FRYL","chr1",12815763,"chr4",48636507,Inf,"142",297,TRUE,TRUE,TRUE,"Locus_7242_Transcript_7/11_Confidence_0.098_Length_1071",357,"HighConfidence","-"
"jaffa-direct","INHBE:IL1F10","chr12",57849617,"chr2",113832300,Inf,"113",325,TRUE,TRUE,TRUE,"Locus_411_Transcript_18/21_Confidence_0.024_Length_1321",807,"HighConfidence","-"
"jaffa-direct","TEX28:MFSD7","chrX",153500056,"chr4",679700,Inf,"111",315,FALSE,TRUE,TRUE,"Locus_2228_Transcript_9/9_Confidence_0.179_Length_2245",1281,"HighConfidence","-"
"jaffa-direct","EVC:AL590708.2","chr4",5750033,"chr9",130890799,Inf,"125",297,FALSE,TRUE,TRUE,"Locus_2313_Transcript_4/4_Confidence_0.156_Length_1947",683,"HighConfidence","-"
"jaffa-direct","UBXN2B:PFDN2","chr8",59345802,"chr1",161072165,Inf,"115",307,TRUE,TRUE,TRUE,"Locus_1713_Transcript_13/17_Confidence_0.080_Length_1018",517,"HighConfidence","-"
"jaffa-direct","XPNPEP2:TRBC2","chrX",128879242,"chr7",142500187,Inf,"130",287,FALSE,TRUE,TRUE,"Locus_5186_Transcript_8/9_Confidence_0.351_Length_776",531,"HighConfidence","-"
"jaffa-direct","CHAD:UBE2V2","chr17",48542655,"chr8",48973242,Inf,"121",294,FALSE,TRUE,TRUE,"Locus_2552_Transcript_23/27_Confidence_0.234_Length_3466",1199,"HighConfidence","-"
"jaffa-direct","ZNF530:CCT2","chr19",58111502,"chr12",69980533,Inf,"68",346,TRUE,TRUE,TRUE,"Locus_21_Transcript_3054/3285_Confidence_0.000_Length_2097",1847,"HighConfidence","-"
"jaffa-direct","PCIF1:SCAMP2","chr20",44575805,"chr15",75143014,Inf,"87",326,FALSE,TRUE,TRUE,"Locus_1688_Transcript_10/12_Confidence_0.419_Length_3940",2071,"HighConfidence","-"
"jaffa-direct","C10orf90:STIM1","chr10",128118356,"chr11",4080511,Inf,"49",340,TRUE,TRUE,TRUE,"Locus_2967_Transcript_14/14_Confidence_0.343_Length_3598",589,"HighConfidence","-"
"jaffa-direct","GPR157:MTMR8","chr1",9188704,"chrX",63579407,Inf,"99",283,FALSE,TRUE,TRUE,"Locus_3660_Transcript_3/10_Confidence_0.364_Length_3004",2533,"HighConfidence","-"
"jaffa-direct","DNAJC11:C1orf143","chr1",6713971,"chr1",218698749,211984.775,"102",271,FALSE,TRUE,TRUE,"Locus_1679_Transcript_2/16_Confidence_0.090_Length_1178",631,"HighConfidence","-"
"jaffa-direct","TRNAU1AP:KLC2","chr1",28893925,"chr11",66026055,Inf,"84",289,FALSE,TRUE,TRUE,"Locus_2732_Transcript_7/14_Confidence_0.500_Length_3460",2783,"HighConfidence","-"
"jaffa-direct","TNS1:KIAA0895","chr2",218762521,"chr7",36397199,Inf,"110",246,FALSE,TRUE,TRUE,"Locus_439_Transcript_16/46_Confidence_0.157_Length_2472",2134,"HighConfidence","-"
"jaffa-direct","PDIA4:GH2","chr7",148709247,"chr17",61958879,Inf,"94",252,TRUE,TRUE,TRUE,"Locus_3963_Transcript_7/7_Confidence_0.360_Length_1790",1053,"HighConfidence","-"
"jaffa-direct","ARNTL2:LAMA2","chr12",27553707,"chr6",129371063,Inf,"65",280,FALSE,TRUE,TRUE,"Locus_1440_Transcript_6/21_Confidence_0.104_Length_10707",1231,"HighConfidence","-"
"jaffa-direct","FHDC1:IK","chr4",153881802,"chr5",140032562,Inf,"103",234,TRUE,TRUE,TRUE,"Locus_3703_Transcript_6/6_Confidence_0.265_Length_2524",1587,"HighConfidence","-"
