"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","YTHDF3:KLHL33","chr8",64100303,"chr14",20897560,Inf,"425",1625,FALSE,TRUE,TRUE,"Locus_1_Transcript_54389/64825_Confidence_0.000_Length_2796",2248,"HighConfidence","-"
"jaffa-direct","KLC4:MMP21","chr6",43039993,"chr10",127459160,Inf,"411",1636,FALSE,TRUE,TRUE,"Locus_1_Transcript_51967/64825_Confidence_0.000_Length_2660",939,"HighConfidence","-"
"jaffa-direct","ZNF321P:KDM4D","chr19",53459280,"chr11",94730188,Inf,"267",1776,TRUE,TRUE,TRUE,"Locus_1_Transcript_57876/64825_Confidence_0.000_Length_7307",616,"HighConfidence","-"
"jaffa-direct","SDHC:CGB7","chr1",161293460,"chr19",49557862,Inf,"520",1459,FALSE,TRUE,TRUE,"Locus_1520_Transcript_37/40_Confidence_0.192_Length_1330",1105,"HighConfidence","-"
"jaffa-direct","DYRK1B:KIAA1199","chr19",40321304,"chr15",81217965,Inf,"292",1661,FALSE,TRUE,TRUE,"Locus_1_Transcript_4052/64825_Confidence_0.000_Length_3591",403,"HighConfidence","-"
"jaffa-direct","GYPA:GAL3ST3","chr4",145038007,"chr11",65812998,Inf,"308",1623,TRUE,TRUE,TRUE,"Locus_1_Transcript_55376/64825_Confidence_0.000_Length_2276",374,"HighConfidence","-"
"jaffa-direct","ITGB3:UBASH3A","chr17",45385003,"chr21",43838510,Inf,"337",1532,TRUE,TRUE,TRUE,"Locus_1_Transcript_45114/64825_Confidence_0.000_Length_4552",2921,"HighConfidence","-"
"jaffa-direct","NDUFAB1:TLK1","chr16",23596657,"chr2",171902872,Inf,"346",1519,FALSE,TRUE,TRUE,"Locus_1_Transcript_20408/64825_Confidence_0.000_Length_2941",441,"HighConfidence","-"
"jaffa-direct","ACTR8:ARHGEF9","chr3",53909975,"chrX",62875617,Inf,"341",1476,FALSE,TRUE,TRUE,"Locus_1_Transcript_44569/64825_Confidence_0.000_Length_1965",1161,"HighConfidence","-"
"jaffa-direct","MEX3A:RP1-66C13.4","chr1",156051336,"chr17",26207392,Inf,"380",1376,FALSE,TRUE,TRUE,"Locus_422_Transcript_67/110_Confidence_0.062_Length_1896",1427,"HighConfidence","-"
"jaffa-direct","ESPNL:FAM69A","chr2",239037545,"chr1",93316512,Inf,"323",1426,TRUE,TRUE,TRUE,"Locus_1_Transcript_20191/64825_Confidence_0.000_Length_2739",378,"HighConfidence","-"
"jaffa-direct","COG2:OSTF1","chr1",230825899,"chr9",77749262,Inf,"367",1356,FALSE,TRUE,TRUE,"Locus_1_Transcript_29831/64825_Confidence_0.000_Length_2926",753,"HighConfidence","-"
"jaffa-direct","KIAA0355:DNAJC28","chr19",34830897,"chr21",34861731,Inf,"315",1398,FALSE,TRUE,TRUE,"Locus_1_Transcript_55688/64825_Confidence_0.000_Length_1923",1239,"HighConfidence","-"
"jaffa-direct","GSTO2:PRR20E","chr10",106039229,"chr13",57742791,Inf,"355",1305,FALSE,TRUE,TRUE,"Locus_640_Transcript_40/43_Confidence_0.194_Length_2244",1559,"HighConfidence","-"
"jaffa-direct","RTP1:LAMC3","chr3",186915575,"chr9",133960911,Inf,"293",1339,FALSE,TRUE,TRUE,"Locus_1_Transcript_35845/64825_Confidence_0.000_Length_2254",299,"HighConfidence","-"
"jaffa-direct","AGA:CD1E","chr4",178358559,"chr1",158326288,Inf,"328",1279,TRUE,TRUE,TRUE,"Locus_1_Transcript_33363/64825_Confidence_0.000_Length_1551",801,"HighConfidence","-"
"jaffa-direct","ALDH9A1:NANOGNB","chr1",165651344,"chr12",7926396,Inf,"410",1196,FALSE,TRUE,TRUE,"Locus_1_Transcript_62472/64825_Confidence_0.000_Length_1352",293,"HighConfidence","-"
"jaffa-direct","CLCN2:MED13L","chr3",184075567,"chr12",116675510,Inf,"279",1110,TRUE,TRUE,TRUE,"Locus_915_Transcript_74/80_Confidence_0.400_Length_10064",9251,"HighConfidence","-"
"jaffa-direct","FA2H:SULT2A1","chr16",74752886,"chr19",48374824,Inf,"307",1081,FALSE,TRUE,TRUE,"Locus_1_Transcript_56103/64825_Confidence_0.000_Length_930",610,"HighConfidence","-"
"jaffa-direct","ADRA1A:DNALI1","chr8",26627798,"chr1",38023204,Inf,"271",1071,TRUE,TRUE,TRUE,"Locus_1_Transcript_34105/64825_Confidence_0.000_Length_6384",4800,"HighConfidence","-"
"jaffa-direct","FGF2:TSPAN14","chr4",123748507,"chr10",82273775,Inf,"273",1059,FALSE,TRUE,TRUE,"Locus_1_Transcript_17238/64825_Confidence_0.000_Length_5014",480,"HighConfidence","-"
"jaffa-direct","ENDOV:RAB20","chr17",78389621,"chr13",111176544,Inf,"281",1039,FALSE,TRUE,TRUE,"Locus_134_Transcript_31/53_Confidence_0.067_Length_1363",1122,"HighConfidence","-"
"jaffa-direct","SLX4:TMX3","chr16",3658431,"chr18",66381137,Inf,"267",1035,TRUE,TRUE,TRUE,"Locus_1_Transcript_49617/64825_Confidence_0.000_Length_7023",2594,"HighConfidence","-"
"jaffa-direct","PLA2G3:NDUFC2-KCTD14","chr22",31534262,"chr11",77728316,Inf,"239",1055,FALSE,TRUE,TRUE,"Locus_1_Transcript_4932/64825_Confidence_0.000_Length_2091",1104,"HighConfidence","-"
"jaffa-direct","DNAJC3:AGFG1","chr13",96361591,"chr2",228356263,Inf,"212",1053,FALSE,TRUE,TRUE,"Locus_550_Transcript_56/66_Confidence_0.201_Length_3691",217,"HighConfidence","-"
"jaffa-direct","SCMH1:ART4","chr1",41499655,"chr12",14982396,Inf,"221",1035,TRUE,TRUE,TRUE,"Locus_1_Transcript_28887/64825_Confidence_0.000_Length_4134",2270,"HighConfidence","-"
"jaffa-direct","RGS21:CD1D","chr1",192316519,"chr1",158151822,34164.696,"214",983,TRUE,TRUE,TRUE,"Locus_1_Transcript_33340/64825_Confidence_0.000_Length_1813",1533,"HighConfidence","-"
"jaffa-direct","UTF1:SLC35F1","chr10",135044342,"chr6",118606347,Inf,"233",944,TRUE,TRUE,TRUE,"Locus_1_Transcript_23997/64825_Confidence_0.000_Length_4086",561,"HighConfidence","-"
"jaffa-direct","MRC2:DHCR24","chr17",60754847,"chr1",55319907,Inf,"232",943,TRUE,TRUE,TRUE,"Locus_1_Transcript_42538/64825_Confidence_0.000_Length_4859",2505,"HighConfidence","-"
"jaffa-direct","CCDC173:ZNF428","chr2",170531377,"chr19",44112259,Inf,"245",907,FALSE,TRUE,TRUE,"Locus_1_Transcript_43941/64825_Confidence_0.000_Length_1584",565,"HighConfidence","-"
"jaffa-direct","COL6A6:USH2A","chr3",130329555,"chr1",216371926,Inf,"209",925,FALSE,TRUE,TRUE,"Locus_1_Transcript_52757/64825_Confidence_0.000_Length_8972",3673,"HighConfidence","-"
"jaffa-direct","NOX5:FLJ27365","chr15",69335145,"chr22",46493806,Inf,"144",988,TRUE,TRUE,TRUE,"Locus_342_Transcript_171/192_Confidence_0.029_Length_2270",1803,"HighConfidence","-"
"jaffa-direct","MFF:FLYWCH1","chr2",228197304,"chr16",2980411,Inf,"196",917,FALSE,TRUE,TRUE,"Locus_1_Transcript_39431/64825_Confidence_0.000_Length_1976",1039,"HighConfidence","-"
"jaffa-direct","IRGQ:ZNF326","chr19",44098961,"chr1",90463669,Inf,"217",860,FALSE,TRUE,TRUE,"Locus_1_Transcript_35597/64825_Confidence_0.000_Length_2783",2077,"HighConfidence","-"
"jaffa-direct","KNG1:SIRT6","chr3",186456995,"chr19",4180906,Inf,"226",800,TRUE,TRUE,TRUE,"Locus_1_Transcript_25155/64825_Confidence_0.000_Length_1534",1101,"HighConfidence","-"
"jaffa-direct","KCND1:CAMK4","chrX",48823168,"chr5",110679722,Inf,"178",803,FALSE,TRUE,TRUE,"Locus_1863_Transcript_39/40_Confidence_0.087_Length_1866",365,"HighConfidence","-"
"jaffa-direct","C2orf83:CTD-2207O23.3","chr2",228497685,"chr19",7516035,Inf,"101",872,TRUE,TRUE,TRUE,"Locus_1_Transcript_25321/64825_Confidence_0.000_Length_4535",4326,"HighConfidence","-"
"jaffa-direct","GJD4:SORD","chr10",35894559,"chr15",45360379,Inf,"181",779,TRUE,TRUE,TRUE,"Locus_1_Transcript_38392/64825_Confidence_0.000_Length_1294",227,"HighConfidence","-"
"jaffa-direct","C20orf201:KIF24","chr20",62714936,"chr9",34286702,Inf,"195",764,FALSE,TRUE,TRUE,"Locus_1_Transcript_11295/64825_Confidence_0.000_Length_7016",4169,"HighConfidence","-"
"jaffa-direct","ASXL1:CHCHD10","chr20",30959677,"chr22",24108483,Inf,"179",752,FALSE,TRUE,TRUE,"Locus_1_Transcript_48544/64825_Confidence_0.000_Length_1025",730,"HighConfidence","-"
"jaffa-direct","SDR9C7:GPLD1","chr12",57323174,"chr6",24467047,Inf,"163",728,FALSE,TRUE,TRUE,"Locus_1_Transcript_15719/64825_Confidence_0.000_Length_5861",821,"HighConfidence","-"
"jaffa-direct","TM4SF2:UGT3A2","chrX",37285253,"chr5",36038118,Inf,"170",711,FALSE,TRUE,TRUE,"Locus_1_Transcript_38554/64825_Confidence_0.000_Length_1127",331,"HighConfidence","-"
"jaffa-direct","XAGE1B:RBBP8","chrX",52241253,"chr18",20596791,Inf,"174",690,FALSE,TRUE,TRUE,"Locus_1399_Transcript_13/30_Confidence_0.257_Length_1086",507,"HighConfidence","-"
"jaffa-direct","TMEM129:ME3","chr4",1722360,"chr11",86176242,Inf,"168",695,FALSE,TRUE,TRUE,"Locus_3009_Transcript_50/95_Confidence_0.042_Length_1535",375,"HighConfidence","-"
"jaffa-direct","GSTO2:PRR20A","chr10",106039229,"chr13",57716512,Inf,"145",712,FALSE,TRUE,TRUE,"Locus_640_Transcript_36/43_Confidence_0.216_Length_2247",1576,"HighConfidence","-"
"jaffa-direct","RASSF9:SF3A2","chr12",86229933,"chr19",2245445,Inf,"166",687,TRUE,TRUE,TRUE,"Locus_1_Transcript_17440/64825_Confidence_0.000_Length_1073",356,"HighConfidence","-"
"jaffa-direct","PPP5C:AGPS","chr19",46891705,"chr2",178357876,Inf,"119",716,TRUE,TRUE,TRUE,"Locus_1_Transcript_25502/64825_Confidence_0.000_Length_7354",1011,"HighConfidence","-"
"jaffa-direct","PGA4:MAPK14","chr11",60997535,"chr6",36044314,Inf,"40",782,FALSE,TRUE,TRUE,"Locus_1_Transcript_41881/64825_Confidence_0.000_Length_3887",3365,"HighConfidence","-"
"jaffa-direct","SLC5A5:DNPH1","chr19",17985012,"chr6",43193881,Inf,"151",621,FALSE,TRUE,TRUE,"Locus_6445_Transcript_19/24_Confidence_0.124_Length_1240",475,"HighConfidence","-"
"jaffa-direct","TP53TG3C:EXOSC3","chr16",33205976,"chr9",37780877,Inf,"146",621,TRUE,TRUE,TRUE,"Locus_1_Transcript_6409/64825_Confidence_0.000_Length_2528",1838,"HighConfidence","-"
"jaffa-direct","NLRX1:CDC5L","chr11",119042182,"chr6",44394219,Inf,"149",606,FALSE,TRUE,TRUE,"Locus_1_Transcript_47183/64825_Confidence_0.000_Length_6027",376,"HighConfidence","-"
"jaffa-direct","FRG1:SLIRP","chr4",190873442,"chr14",78177181,Inf,"145",602,TRUE,TRUE,TRUE,"Locus_1_Transcript_57920/64825_Confidence_0.000_Length_1034",466,"HighConfidence","-"
"jaffa-direct","MTL5:TBX22","chr11",68509786,"chrX",79283490,Inf,"115",626,FALSE,TRUE,TRUE,"Locus_1_Transcript_36331/64825_Confidence_0.000_Length_1893",1082,"HighConfidence","-"
"jaffa-direct","SIGLEC9:ADORA3","chr19",51629132,"chr1",112029274,Inf,"145",559,TRUE,TRUE,TRUE,"Locus_1_Transcript_57150/64825_Confidence_0.000_Length_1251",550,"HighConfidence","-"
"jaffa-direct","FADS6:HOXD3","chr17",72877198,"chr2",177033759,Inf,"130",548,TRUE,TRUE,TRUE,"Locus_1_Transcript_62017/64825_Confidence_0.000_Length_2536",350,"HighConfidence","-"
"jaffa-direct","C1QTNF9:TCEAL5","chr13",24890307,"chrX",102529518,Inf,"234",425,FALSE,TRUE,TRUE,"Locus_1817_Transcript_79/97_Confidence_0.092_Length_1296",1045,"HighConfidence","-"
"jaffa-direct","PTHLH:C20orf194","chr12",28116281,"chr20",3305615,Inf,"122",529,FALSE,TRUE,TRUE,"Locus_1509_Transcript_30/46_Confidence_0.365_Length_6029",506,"HighConfidence","-"
"jaffa-direct","LCT:ADAMTS20","chr2",136552211,"chr12",43822334,Inf,"135",516,FALSE,TRUE,TRUE,"Locus_1_Transcript_26122/64825_Confidence_0.000_Length_6072",5112,"HighConfidence","-"
"jaffa-direct","COL10A1:USP43","chr6",116446502,"chr17",9631271,Inf,"109",518,TRUE,TRUE,TRUE,"Locus_1_Transcript_14645/64825_Confidence_0.000_Length_2060",1631,"HighConfidence","-"
"jaffa-direct","PTF1A:AP003068.23","chr10",23482243,"chr11",64948543,Inf,"150",457,TRUE,TRUE,TRUE,"Locus_1_Transcript_50844/64825_Confidence_0.000_Length_1896",1046,"HighConfidence","-"
"jaffa-direct","PRKRA:EBF3","chr2",179307994,"chr10",131636224,Inf,"86",512,TRUE,TRUE,TRUE,"Locus_2103_Transcript_48/138_Confidence_0.027_Length_1099",205,"HighConfidence","-"
"jaffa-direct","WWP1:TMEM101","chr8",87460510,"chr17",42092523,Inf,"105",488,FALSE,TRUE,TRUE,"Locus_1_Transcript_39214/64825_Confidence_0.000_Length_4175",2516,"HighConfidence","-"
"jaffa-direct","C1QA:C11orf1","chr1",22964272,"chr11",111754495,Inf,"126",449,TRUE,TRUE,TRUE,"Locus_1_Transcript_13890/64825_Confidence_0.000_Length_978",364,"HighConfidence","-"
"jaffa-direct","CBLN1:RMI1","chr16",49314834,"chr9",86615866,Inf,"123",443,TRUE,TRUE,TRUE,"Locus_1_Transcript_44888/64825_Confidence_0.000_Length_2206",750,"HighConfidence","-"
"jaffa-direct","RELL1:PLA2R1","chr4",37640069,"chr2",160832736,Inf,"108",452,FALSE,TRUE,TRUE,"Locus_1_Transcript_4523/64825_Confidence_0.000_Length_3033",2502,"HighConfidence","-"
"jaffa-direct","TTYH2:TNK1","chr17",72239608,"chr17",7286155,64953.451,"108",440,FALSE,TRUE,TRUE,"Locus_68_Transcript_45/47_Confidence_0.026_Length_1213",535,"HighConfidence","-"
"jaffa-direct","DPYSL4:CDKN2A","chr10",134017431,"chr9",21971207,Inf,"106",437,FALSE,TRUE,TRUE,"Locus_1_Transcript_40290/64825_Confidence_0.000_Length_2505",720,"HighConfidence","-"
"jaffa-direct","C1orf54:AIF1L","chr1",150248208,"chr9",133986984,Inf,"88",428,TRUE,TRUE,TRUE,"Locus_1_Transcript_53411/64825_Confidence_0.000_Length_5980",2764,"HighConfidence","-"
"jaffa-direct","DDX19B:NUDT5","chr16",70367062,"chr10",12219899,Inf,"119",387,TRUE,TRUE,TRUE,"Locus_1_Transcript_3348/64825_Confidence_0.000_Length_4568",3125,"HighConfidence","-"
"jaffa-direct","CNNM2:PNLIP","chr10",104816721,"chr10",118319928,13503.214,"87",405,FALSE,TRUE,FALSE,"Locus_2488_Transcript_63/66_Confidence_0.039_Length_2562",305,"HighConfidence","-"
"jaffa-direct","PSMD1:IKBKE","chr2",231931825,"chr1",206661251,Inf,"80",402,FALSE,TRUE,TRUE,"Locus_1_Transcript_42288/64825_Confidence_0.000_Length_1908",670,"HighConfidence","-"
"jaffa-direct","ZNF223:DGCR14","chr19",44571426,"chr22",19122688,Inf,"95",367,FALSE,TRUE,TRUE,"Locus_1_Transcript_14365/64825_Confidence_0.000_Length_5961",4152,"HighConfidence","-"
"jaffa-direct","TCIRG1:GDI2","chr11",67815439,"chr10",5838825,Inf,"76",383,TRUE,TRUE,TRUE,"Locus_1_Transcript_42272/64825_Confidence_0.000_Length_3960",1992,"HighConfidence","-"
"jaffa-direct","PRRT3:HAGHL","chr3",9990442,"chr16",778794,Inf,"97",349,TRUE,TRUE,TRUE,"Locus_718_Transcript_41/68_Confidence_0.066_Length_2065",802,"HighConfidence","-"
"jaffa-direct","ZNF567:ZNF280D","chr19",37203414,"chr15",56927448,Inf,"60",378,FALSE,TRUE,TRUE,"Locus_1_Transcript_30830/64825_Confidence_0.000_Length_3933",2007,"HighConfidence","-"
"jaffa-direct","KATNA1:PCDH15","chr6",149944239,"chr10",55892767,Inf,"76",350,FALSE,TRUE,TRUE,"Locus_1007_Transcript_57/65_Confidence_0.114_Length_2885",2127,"HighConfidence","-"
"jaffa-direct","WDR62:TLR7","chr19",36562618,"chrX",12903631,Inf,"91",323,FALSE,TRUE,TRUE,"Locus_1_Transcript_17326/64825_Confidence_0.000_Length_4787",3662,"HighConfidence","-"
"jaffa-direct","THAP5:CCR6","chr7",108206274,"chr6",167549526,Inf,"79",320,TRUE,TRUE,TRUE,"Locus_1_Transcript_49332/64825_Confidence_0.000_Length_6206",2613,"HighConfidence","-"
"jaffa-direct","ARID5A:LYPD1","chr2",97215542,"chr2",133426110,36210.567,"89",295,FALSE,TRUE,TRUE,"Locus_3799_Transcript_12/32_Confidence_0.206_Length_1901",1535,"HighConfidence","-"
"jaffa-direct","LIN28A:C4orf51","chr1",26755078,"chr4",146648063,Inf,"65",317,FALSE,TRUE,TRUE,"Locus_1_Transcript_50348/64825_Confidence_0.000_Length_3339",538,"HighConfidence","-"
"jaffa-direct","CRYBB1:SERF1A","chr22",27003853,"chr5",70197652,Inf,"78",300,FALSE,TRUE,TRUE,"Locus_1_Transcript_3991/64825_Confidence_0.000_Length_1189",647,"HighConfidence","-"
"jaffa-direct","CDK13:MTFR1L","chr7",40041630,"chr1",26156178,Inf,"50",311,TRUE,TRUE,TRUE,"Locus_26_Transcript_63/112_Confidence_0.230_Length_8302",7140,"HighConfidence","-"
"jaffa-direct","NICN1:TBC1D3B","chr3",49463316,"chr17",34502175,Inf,"67",282,TRUE,TRUE,TRUE,"Locus_1_Transcript_12897/64825_Confidence_0.000_Length_2389",1884,"HighConfidence","-"
"jaffa-direct","LRIG2:TRPM3","chr1",113657498,"chr9",73236189,Inf,"64",283,FALSE,TRUE,TRUE,"Locus_1_Transcript_39154/64825_Confidence_0.000_Length_6011",2623,"HighConfidence","-"
"jaffa-direct","CPXM1:HOXC4","chr20",2779372,"chr12",54448634,Inf,"75",270,TRUE,TRUE,TRUE,"Locus_973_Transcript_11/49_Confidence_0.049_Length_862",457,"HighConfidence","-"
"jaffa-direct","OSER1:SCN8A","chr20",42835521,"chr12",52099201,Inf,"54",280,FALSE,TRUE,TRUE,"Locus_1319_Transcript_11/15_Confidence_0.200_Length_1130",916,"HighConfidence","-"
"jaffa-direct","THBS3:WDR33","chr1",155169595,"chr2",128526575,Inf,"33",290,FALSE,TRUE,TRUE,"Locus_139_Transcript_159/167_Confidence_0.089_Length_6961",5080,"HighConfidence","-"
"jaffa-direct","IGF1:VSX2","chr12",102869421,"chr14",74711868,Inf,"47",271,FALSE,TRUE,TRUE,"Locus_362_Transcript_75/103_Confidence_0.105_Length_3160",2762,"HighConfidence","-"
"jaffa-direct","TSC22D2:WDR96","chr3",150129095,"chr10",105903397,Inf,"28",273,TRUE,TRUE,TRUE,"Locus_1_Transcript_35190/64825_Confidence_0.000_Length_4257",1295,"HighConfidence","-"
"jaffa-direct","IGLL5:AKAP12","chr22",23230439,"chr6",151669846,Inf,"60",235,FALSE,TRUE,TRUE,"Locus_414_Transcript_43/121_Confidence_0.114_Length_6954",6524,"HighConfidence","-"
"jaffa-direct","PRRG2:EDNRB","chr19",50086974,"chr13",78472469,Inf,"61",232,TRUE,TRUE,TRUE,"Locus_1_Transcript_35233/64825_Confidence_0.000_Length_970",400,"HighConfidence","-"
"jaffa-direct","HMX3:FAM181A","chr10",124895966,"chr14",94394545,Inf,"35",252,FALSE,TRUE,TRUE,"Locus_1_Transcript_32978/64825_Confidence_0.000_Length_1525",1092,"HighConfidence","-"
"jaffa-direct","KIF2C:PRDM2","chr1",45223643,"chr1",14068500,31155.142,"54",231,FALSE,TRUE,TRUE,"Locus_1_Transcript_24890/64825_Confidence_0.000_Length_8128",1273,"HighConfidence","-"
"jaffa-direct","DUS3L:CXorf57","chr19",5790054,"chrX",105875855,Inf,"46",217,FALSE,TRUE,TRUE,"Locus_2586_Transcript_9/37_Confidence_0.265_Length_2863",413,"HighConfidence","-"
"jaffa-direct","KDM4C:RC3H2","chr9",6893232,"chr9",125612101,118718.867,"58",201,FALSE,TRUE,TRUE,"Locus_1584_Transcript_60/74_Confidence_0.184_Length_6739",5238,"HighConfidence","-"
"jaffa-direct","NTSR2:RP11-432B6.3","chr2",11800169,"chr3",160156974,Inf,"91",167,FALSE,TRUE,TRUE,"Locus_1_Transcript_37254/64825_Confidence_0.000_Length_4051",3104,"HighConfidence","-"
"jaffa-direct","DOCK3:TMEM55B","chr3",51347757,"chr14",20927599,Inf,"35",222,FALSE,TRUE,TRUE,"Locus_489_Transcript_115/118_Confidence_0.136_Length_5561",3011,"HighConfidence","-"
"jaffa-direct","TRPC7:ALS2CL","chr5",135651285,"chr3",46720777,Inf,"55",202,TRUE,TRUE,TRUE,"Locus_1_Transcript_22861/64825_Confidence_0.000_Length_4039",960,"HighConfidence","-"
"jaffa-direct","SSR3:IL12B","chr3",156266694,"chr5",158749519,Inf,"14",236,FALSE,TRUE,TRUE,"Locus_1_Transcript_2284/64825_Confidence_0.000_Length_1773",334,"HighConfidence","-"
"jaffa-direct","GLYCTK:SCNN1G","chr3",52324735,"chr16",23208585,Inf,"48",200,FALSE,TRUE,TRUE,"Locus_1_Transcript_44580/64825_Confidence_0.000_Length_3008",2453,"HighConfidence","-"
"jaffa-direct","ARMC5:PTGER2","chr16",31474238,"chr14",52793939,Inf,"43",201,FALSE,TRUE,TRUE,"Locus_486_Transcript_67/272_Confidence_0.006_Length_890",271,"HighConfidence","-"
"jaffa-direct","PSMD9:RPL28","chr12",122353850,"chr19",55897718,Inf,"12",227,FALSE,TRUE,TRUE,"Locus_1_Transcript_2340/64825_Confidence_0.000_Length_3145",2377,"HighConfidence","-"
"jaffa-direct","ZFP90:PTTG1IP","chr16",68592027,"chr21",46276279,Inf,"43",196,TRUE,TRUE,TRUE,"Locus_3842_Transcript_10/22_Confidence_0.508_Length_2605",2237,"HighConfidence","-"
"jaffa-direct","TMEM239:SLC38A8","chr20",2796090,"chr16",84067074,Inf,"55",177,FALSE,TRUE,TRUE,"Locus_1_Transcript_50189/64825_Confidence_0.000_Length_723",325,"HighConfidence","-"
"jaffa-direct","ASIP:BAMBI","chr20",32848340,"chr10",28970912,Inf,"26",205,TRUE,TRUE,TRUE,"Locus_1_Transcript_43200/64825_Confidence_0.000_Length_1113",344,"HighConfidence","-"
"jaffa-direct","BST1:PDZRN4","chr4",15720616,"chr12",41957350,Inf,"22",207,FALSE,TRUE,TRUE,"Locus_268_Transcript_30/51_Confidence_0.286_Length_2817",2336,"HighConfidence","-"
"jaffa-direct","ACER2:AKAP11","chr9",19423974,"chr13",42888030,Inf,"42",179,FALSE,TRUE,TRUE,"Locus_1_Transcript_59851/64825_Confidence_0.000_Length_4905",381,"HighConfidence","-"
"jaffa-direct","RP11-215A19.2:ZNF630","chr4",187476336,"chrX",47920324,Inf,"30",183,FALSE,TRUE,TRUE,"Locus_1_Transcript_14662/64825_Confidence_0.000_Length_1237",851,"HighConfidence","-"
"jaffa-direct","SECISBP2:PBX3","chr9",91954868,"chr9",128725291,36770.43,"31",174,TRUE,TRUE,FALSE,"Locus_54_Transcript_56/83_Confidence_0.129_Length_2968",1626,"HighConfidence","-"
"jaffa-direct","CTSB:ZNF485","chr8",11710119,"chr10",44104703,Inf,"15",190,FALSE,TRUE,TRUE,"Locus_1_Transcript_31841/64825_Confidence_0.000_Length_2049",560,"HighConfidence","-"
"jaffa-direct","GAS8:CEP63","chr16",90106917,"chr3",134214138,Inf,"28",175,TRUE,TRUE,TRUE,"Locus_1_Transcript_15965/64825_Confidence_0.000_Length_4074",1469,"HighConfidence","-"
"jaffa-direct","NFE2:MRPS18A","chr12",54688919,"chr6",43646362,Inf,"43",155,TRUE,TRUE,TRUE,"Locus_1424_Transcript_103/107_Confidence_0.047_Length_2945",585,"HighConfidence","-"
"jaffa-direct","C4orf21:LILRB4","chr4",113544973,"chr19",55177691,Inf,"45",152,FALSE,TRUE,TRUE,"Locus_931_Transcript_113/162_Confidence_0.018_Length_1071",424,"HighConfidence","-"
"jaffa-direct","KLK15:NEUROD4","chr19",51330918,"chr12",55420215,Inf,"25",166,FALSE,TRUE,TRUE,"Locus_1_Transcript_51681/64825_Confidence_0.000_Length_3874",307,"HighConfidence","-"
"jaffa-direct","SYDE1:GPR137B","chr19",15221159,"chr1",236343179,Inf,"37",150,FALSE,TRUE,TRUE,"Locus_1_Transcript_58243/64825_Confidence_0.000_Length_2360",1099,"HighConfidence","-"
"jaffa-direct","PUS1:IZUMO3","chr12",132416857,"chr9",24544279,Inf,"37",142,FALSE,TRUE,TRUE,"Locus_1_Transcript_1222/64825_Confidence_0.000_Length_1523",573,"HighConfidence","-"
"jaffa-direct","SLC34A3:PCDHA1","chr9",140126613,"chr5",140389212,Inf,"47",131,TRUE,TRUE,TRUE,"Locus_1_Transcript_6100/64825_Confidence_0.000_Length_3079",361,"HighConfidence","-"
